Elapsedtime,sample,Type,Sub,Chan,Num
0:00.844,304,(,0,0,0
0:00.886,319,p,0,0,0
0:00.933,336,),0,0,0
0:00.978,352,(,0,0,1
0:01.014,365,N,0,0,0
0:01.044,376,),0,0,1
0:01.256,452,(,0,0,2
0:01.300,468,t,0,0,0
0:01.350,486,),0,0,2
0:01.503,541,(,0,0,0
0:01.544,556,p,0,0,0
0:01.600,576,),0,0,0
0:01.644,592,(,0,0,1
0:01.681,605,N,0,0,0
0:01.708,615,),0,0,1
0:01.814,653,(,0,0,2
0:01.961,706,t,0,0,0
0:02.011,724,),0,0,2
0:02.150,774,(,0,0,0
0:02.200,792,p,0,0,0
0:02.250,810,),0,0,0
0:02.294,826,(,0,0,1
0:02.333,840,N,0,0,0
0:02.361,850,),0,0,1
0:02.469,889,(,0,0,2
0:02.633,948,t,0,0,0
0:02.678,964,),0,0,2
0:02.828,1018,(,0,0,0
0:02.867,1032,p,0,0,0
0:02.917,1050,),0,0,0
0:02.967,1068,(,0,0,1
0:03.003,1081,N,0,0,0
0:03.033,1092,),0,0,1
0:03.261,1174,(,0,0,2
0:03.306,1190,t,0,0,0
0:03.375,1215,),0,0,2
0:03.517,1266,(,0,0,0
0:03.553,1279,p,0,0,0
0:03.606,1298,),0,0,0
0:03.647,1313,(,0,0,1
0:03.683,1326,N,0,0,0
0:03.708,1335,),0,0,1
0:03.919,1411,(,0,0,2
0:03.964,1427,t,0,0,0
0:04.008,1443,),0,0,2
0:04.161,1498,(,0,0,0
0:04.203,1513,p,0,0,0
0:04.256,1532,),0,0,0
0:04.300,1548,(,0,0,1
0:04.336,1561,N,0,0,0
0:04.364,1571,),0,0,1
0:04.569,1645,(,0,0,2
0:04.614,1661,t,0,0,0
0:04.647,1673,),0,0,2
0:04.811,1732,(,0,0,0
0:04.856,1748,p,0,0,0
0:04.903,1765,),0,0,0
0:04.944,1780,(,0,0,1
0:04.983,1794,N,0,0,0
0:05.022,1808,),0,0,1
0:05.233,1884,(,0,0,2
0:05.269,1897,t,0,0,0
0:05.325,1917,),0,0,2
0:05.489,1976,(,0,0,0
0:05.531,1991,p,0,0,0
0:05.583,2010,),0,0,0
0:05.631,2027,(,0,0,1
0:05.669,2041,N,0,0,0
0:05.697,2051,),0,0,1
0:05.806,2090,(,0,0,2
0:05.978,2152,t,0,0,0
0:06.014,2165,),0,0,2
0:06.175,2223,(,0,0,0
0:06.225,2241,p,0,0,0
0:06.278,2260,),0,0,0
0:06.319,2275,(,0,0,1
0:06.356,2288,N,0,0,0
0:06.383,2298,),0,0,1
0:06.603,2377,(,0,0,2
0:06.642,2391,t,0,0,0
0:06.686,2407,),0,0,2
0:06.853,2467,(,0,0,0
0:06.892,2481,p,0,0,0
0:06.942,2499,),0,0,0
0:06.983,2514,(,0,0,1
0:07.019,2527,N,0,0,0
0:07.058,2541,),0,0,1
0:07.247,2609,(,0,0,2
0:07.294,2626,t,0,0,0
0:07.339,2642,),0,0,2
0:07.478,2692,(,0,0,0
0:07.528,2710,p,0,0,0
0:07.575,2727,),0,0,0
0:07.619,2743,(,0,0,1
0:07.661,2758,N,0,0,0
0:07.700,2772,),0,0,1
0:07.892,2841,(,0,0,2
0:07.942,2859,t,0,0,0
0:07.975,2871,),0,0,2
0:08.142,2931,(,0,0,0
0:08.181,2945,p,0,0,0
0:08.231,2963,),0,0,0
0:08.275,2979,(,0,0,1
0:08.314,2993,N,0,0,0
0:08.342,3003,),0,0,1
0:08.453,3043,(,0,0,2
0:08.600,3096,t,0,0,0
0:08.647,3113,),0,0,2
0:08.789,3164,(,0,0,0
0:08.831,3179,p,0,0,0
0:08.881,3197,),0,0,0
0:08.922,3212,(,0,0,1
0:08.961,3226,N,0,0,0
0:08.989,3236,),0,0,1
0:09.211,3316,(,0,0,2
0:09.261,3334,t,0,0,0
0:09.314,3353,),0,0,2
0:09.450,3402,(,0,0,0
0:09.492,3417,p,0,0,0
0:09.542,3435,),0,0,0
0:09.581,3449,(,0,0,1
0:09.617,3462,N,0,0,0
0:09.647,3473,),0,0,1
0:09.864,3551,(,0,0,2
0:09.914,3569,t,0,0,0
0:09.950,3582,),0,0,2
0:10.117,3642,(,0,0,0
0:10.158,3657,p,0,0,0
0:10.208,3675,),0,0,0
0:10.247,3689,(,0,0,1
0:10.286,3703,N,0,0,0
0:10.314,3713,),0,0,1
0:10.533,3792,(,0,0,2
0:10.572,3806,t,0,0,0
0:10.614,3821,),0,0,2
0:10.761,3874,(,0,0,0
0:10.806,3890,p,0,0,0
0:10.858,3909,),0,0,0
0:10.897,3923,(,0,0,1
0:10.936,3937,N,0,0,0
0:10.964,3947,),0,0,1
0:11.178,4024,(,0,0,2
0:11.222,4040,t,0,0,0
0:11.269,4057,),0,0,2
0:11.403,4105,(,0,0,0
0:11.444,4120,p,0,0,0
0:11.492,4137,),0,0,0
0:11.531,4151,(,0,0,1
0:11.569,4165,N,0,0,0
0:11.597,4175,),0,0,1
0:11.814,4253,(,0,0,2
0:11.864,4271,t,0,0,0
0:11.900,4284,),0,0,2
0:12.047,4337,(,0,0,0
