Col1,wPre,Type
0.002,0.77222222,N
0.015,0.53055556,V
0.024,0.66111111,N
0.035,0.59722222,N
0.045,0.39722222,V
0.051,0.76666667,N
0.064,0.53055556,V
0.073,0.68055556,N
0.084,0.60000000,N
0.094,0.38333333,V
0.101,0.76666667,N
0.113,0.61666667,N
0.124,0.59166667,N
0.134,0.35833333,V
0.139,0.81666667,N
0.153,0.59444444,N
0.163,0.57777778,N
0.173,0.59444444,N
0.183,0.60277778,N
0.193,0.59722222,N
0.203,0.40555556,V
0.209,0.76388889,N
0.222,0.43888889,V
0.229,0.73333333,N
0.242,0.61388889,N
0.252,0.39722222,A
0.258,0.50833333,V
0.267,0.77500000,N
0.280,0.58055556,N
0.289,0.58611111,N
0.299,0.60000000,N
0.309,0.58611111,N
0.319,0.58055556,N
0.329,0.58333333,N
0.338,0.45833333,A
0.346,0.65277778,N
0.357,0.59722222,N
0.367,0.40555556,V
0.374,0.76388889,N
0.386,0.58611111,N
0.396,0.58055556,N
0.406,0.41944444,V
0.413,0.75833333,N
0.425,0.58333333,N
0.435,0.56666667,N
0.445,0.58055556,N
0.462,0.66666667,V
0.473,0.36388889,V
0.493,0.50277778,V
0.501,0.63333333,N
0.512,0.58611111,N
0.522,0.40833333,V
0.528,0.76944444,N
0.541,0.52777778,V
0.550,0.62500000,N
0.561,0.57500000,N
0.570,0.41111111,V
0.577,0.75833333,N
0.590,0.54444444,V
0.599,0.62222222,N
0.609,0.57777778,N
0.619,0.55833333,N
0.628,0.49444444,V
0.636,0.66111111,N
0.647,0.57222222,N
0.657,0.40555556,V
0.664,0.71944444,N
0.676,0.55277778,V
0.685,0.58055556,N
0.694,0.57222222,N
0.704,0.57500000,N
0.714,0.51666667,V
0.722,0.33055556,V
0.728,0.84722222,N
0.742,0.40833333,V
0.749,0.75833333,N
0.761,0.56944444,N
0.771,0.56666667,N
0.780,0.55833333,N
0.789,0.56388889,N
0.799,0.39444444,V
0.805,0.74444444,N
0.818,0.58055556,N
0.828,0.56111111,N
0.837,0.40277778,V
0.844,0.71666667,N
0.856,0.57500000,N
0.865,0.58333333,N
0.875,0.56388889,N
0.884,0.56666667,N
0.894,0.38888889,V
0.900,0.73055556,N
0.912,0.56666667,N
0.922,0.58055556,N
0.931,0.47500000,V
0.939,0.65277778,N
0.950,0.57500000,N
0.960,0.39166667,V
0.966,0.74166667,N
0.979,0.58611111,N
0.988,0.56666667,N
0.998,0.57500000,N
1.008,0.56388889,N
1.017,0.56944444,N
1.026,0.37222222,V
1.033,0.76388889,N
1.045,0.52777778,V
1.054,0.61666667,N
1.064,0.56944444,N
1.074,0.38055556,V
1.080,0.74722222,N
1.093,0.42222222,V
1.100,0.72222222,N
1.112,0.56944444,N
1.121,0.57222222,N
1.131,0.57500000,N
1.140,0.55555556,N
1.150,0.45000000,V
1.157,0.70555556,N
1.169,0.56944444,N
1.178,0.39722222,V
1.185,0.72222222,N
1.197,0.53888889,V
1.206,0.63888889,N
1.217,0.57777778,N
1.226,0.40000000,V
1.233,0.73333333,N
1.245,0.57500000,N
1.255,0.56944444,N
1.264,0.42777778,V
1.271,0.73888889,N
1.284,0.57222222,N
1.293,0.55555556,N
1.310,0.68888889,N
1.321,0.58888889,N
1.331,0.40277778,V
1.338,0.71111111,N
1.350,0.44722222,N
1.357,0.31388889,V
1.377,0.58611111,N
1.386,0.57777778,N
1.396,0.56944444,N
1.405,0.56388889,N
1.415,0.55833333,N
1.424,0.57222222,N
1.434,0.58611111,N
1.443,0.56111111,N
1.453,0.56111111,N
1.462,0.55833333,N
1.471,0.35000000,V
1.477,0.76944444,N
1.490,0.56388889,N
1.499,0.55277778,N
1.509,0.56388889,N
1.518,0.55555556,N
1.527,0.35833333,V
1.533,0.74444444,N
1.546,0.57777778,N
1.555,0.55555556,N
1.565,0.39166667,V
1.571,0.71666667,N
1.583,0.55277778,N
1.592,0.56666667,N
1.602,0.56388889,N
1.611,0.56111111,N
1.621,0.39444444,V
1.627,0.72500000,N
1.639,0.55277778,N
1.648,0.55555556,N
1.658,0.56388889,N
1.667,0.56388889,N
1.676,0.55833333,N
1.686,0.53611111,N
1.695,0.37500000,V
1.701,0.73333333,N
1.713,0.55277778,N
1.722,0.55277778,N
1.732,0.56666667,N
1.741,0.53888889,N
1.750,0.55277778,N
1.759,0.54722222,N
1.768,0.56111111,N
1.778,0.56388889,N
1.787,0.56111111,N
1.796,0.55555556,N
1.806,0.55833333,N
1.815,0.56111111,N
1.824,0.55000000,N
1.834,0.56944444,N
1.843,0.40833333,V
1.850,0.71666667,N
1.862,0.57222222,N
1.871,0.55555556,N
1.881,0.58055556,N
1.890,0.57777778,N
1.900,0.56388889,N
1.909,0.56388889,N
1.919,0.56111111,V
1.928,0.58333333,N
1.938,0.56111111,N
1.947,0.58888889,N
1.957,0.58888889,N
1.967,0.38055556,V
1.973,0.76388889,N
1.986,0.50555556,V
1.994,0.66666667,N
2.005,0.58611111,N
2.015,0.39722222,V
2.022,0.72777778,N
2.034,0.53888889,V
2.043,0.62777778,N
2.053,0.57222222,N
2.069,0.81111111,N
2.082,0.35000000,V
2.088,0.78888889,N
2.101,0.39166667,V
2.108,0.80555556,N
2.121,0.46111111,V
2.141,0.56944444,N
2.151,0.39722222,V
2.157,0.73333333,N
2.169,0.42777778,A
2.176,0.69166667,N
2.188,0.60000000,N
2.205,0.73333333,N
2.217,0.52500000,V
2.226,0.64722222,N
2.237,0.41666667,V
2.244,0.72777778,N
2.256,0.38333333,V
2.275,0.57777778,N
2.284,0.58611111,N
