Elapsedtime,sample,Type,Sub,Chan,Num
0:00.219, 79,(,0,0,0
0:00.269, 97,p,0,0,0
0:00.322,116,),0,0,0
0:00.389,140,(,0,0,1
0:00.447,161,N,0,0,0
0:00.489,176,),0,0,1
0:00.644,232,(,0,0,2
0:00.808,291,t,0,0,5
0:00.914,329,t,0,0,5
0:00.992,357,),0,0,2
0:01.217,438,(,0,0,0
0:01.269,457,p,0,0,0
0:01.319,475,),0,0,0
0:01.386,499,(,0,0,1
0:01.436,517,N,0,0,0
0:01.478,532,),0,0,1
0:01.681,605,(,0,0,2
0:01.775,639,t,0,0,5
0:01.894,682,t,0,0,5
0:01.936,697,),0,0,2
0:02.133,768,(,0,0,0
0:02.178,784,p,0,0,0
0:02.231,803,),0,0,0
0:02.317,834,(,0,0,1
0:02.358,849,N,0,0,0
0:02.403,865,),0,0,1
0:02.589,932,(,0,0,2
0:02.700,972,t,0,0,5
0:02.811,1012,t,0,0,5
0:02.869,1033,),0,0,2
0:03.125,1125,(,0,0,0
0:03.178,1144,p,0,0,0
0:03.233,1164,),0,0,0
0:03.317,1194,(,0,0,1
0:03.364,1211,N,0,0,0
0:03.408,1227,),0,0,1
0:03.561,1282,(,0,0,2
0:03.714,1337,t,0,0,5
0:03.811,1372,t,0,0,5
0:03.900,1404,),0,0,2
0:04.300,1548,(,0,0,0
0:04.347,1565,p,0,0,0
0:04.400,1584,),0,0,0
0:04.478,1612,(,0,0,1
0:04.525,1629,N,0,0,0
0:04.564,1643,),0,0,1
0:04.719,1699,(,0,0,2
0:04.825,1737,t,0,0,5
0:04.978,1792,t,0,0,5
0:05.031,1811,),0,0,2
0:05.272,1898,(,0,0,0
0:05.317,1914,p,0,0,0
0:05.367,1932,),0,0,0
0:05.450,1962,(,0,0,1
0:05.489,1976,N,0,0,0
0:05.531,1991,),0,0,1
0:05.722,2060,(,0,0,2
0:05.808,2091,t,0,0,5
0:05.939,2138,t,0,0,5
0:05.997,2159,),0,0,2
0:06.228,2242,(,0,0,0
0:06.286,2263,p,0,0,0
0:06.336,2281,),0,0,0
0:06.419,2311,(,0,0,1
0:06.464,2327,N,0,0,0
0:06.506,2342,),0,0,1
0:06.681,2405,(,0,0,2
0:06.819,2455,t,0,0,5
0:06.931,2495,t,0,0,5
0:07.008,2523,),0,0,2
0:07.281,2621,(,0,0,0
0:07.325,2637,p,0,0,0
0:07.381,2657,),0,0,0
0:07.447,2681,(,0,0,1
0:07.497,2699,N,0,0,0
0:07.539,2714,),0,0,1
0:07.719,2779,(,0,0,2
0:07.808,2811,t,0,0,5
0:07.953,2863,t,0,0,5
0:08.019,2887,),0,0,2
0:08.297,2987,(,0,0,0
0:08.344,3004,p,0,0,0
0:08.397,3023,),0,0,0
0:08.458,3045,(,0,0,1
0:08.514,3065,N,0,0,0
0:08.556,3080,),0,0,1
0:08.747,3149,(,0,0,2
0:08.844,3184,t,0,0,5
0:08.983,3234,t,0,0,5
0:09.042,3255,),0,0,2
0:09.222,3320,(,0,0,0
0:09.286,3343,p,0,0,0
0:09.331,3359,),0,0,0
0:09.419,3391,(,0,0,1
0:09.461,3406,N,0,0,0
0:09.503,3421,),0,0,1
0:09.686,3487,(,0,0,2
0:09.806,3530,t,0,0,5
0:09.917,3570,t,0,0,5
0:09.992,3597,),0,0,2
0:10.147,3653,(,0,0,0
0:10.197,3671,p,0,0,0
0:10.244,3688,),0,0,0
0:10.325,3717,(,0,0,1
0:10.381,3737,N,0,0,0
0:10.422,3752,),0,0,1
