Elapsedtime,sample,Type,Sub,Chan,Num
0:00.161, 58,(,0,0,0
0:00.208, 75,p,0,0,0
0:00.250, 90,),0,0,0
0:00.361,130,(,0,0,1
0:00.442,159,N,0,0,0
0:00.469,169,),0,0,1
0:00.672,242,(,0,0,2
0:00.836,301,t,0,0,1
0:00.911,328,),0,0,2
0:00.950,342,(,0,0,0
0:01.042,375,p,0,0,0
0:01.086,391,),0,0,0
0:01.094,394,(,0,0,1
0:01.200,432,N,0,0,0
0:01.228,442,),0,0,1
0:01.281,461,(,0,0,2
0:01.428,514,t,0,0,0
0:01.525,549,),0,0,2
0:01.744,628,(,0,0,0
0:01.847,665,p,0,0,0
0:01.883,678,),0,0,0
0:01.908,687,(,0,0,1
0:02.014,725,N,0,0,0
0:02.044,736,),0,0,1
0:02.131,767,(,0,0,2
0:02.278,820,t,0,0,0
0:02.492,897,),0,0,2
0:02.658,957,(,0,0,0
0:02.769,997,p,0,0,0
0:02.819,1015,),0,0,0
0:02.869,1033,(,0,0,1
0:02.944,1060,N,0,0,0
0:02.997,1079,),0,0,1
0:03.231,1163,(,0,0,2
0:03.433,1236,t,0,0,1
0:03.506,1262,),0,0,2
0:03.522,1268,(,0,0,0
0:03.625,1305,p,0,0,0
0:03.667,1320,),0,0,0
0:03.692,1329,(,0,0,1
0:03.792,1365,N,0,0,0
0:03.822,1376,),0,0,1
0:03.939,1418,(,0,0,2
0:04.036,1453,t,0,0,5
0:04.239,1526,t,0,0,5
0:04.333,1560,),0,0,2
0:04.350,1566,(,0,0,0
0:04.433,1596,p,0,0,0
0:04.489,1616,),0,0,0
0:04.494,1618,(,0,0,1
0:04.586,1651,N,0,0,0
0:04.614,1661,),0,0,1
0:04.817,1734,(,0,0,2
0:05.025,1809,t,0,0,1
0:05.106,1838,),0,0,2
0:05.122,1844,(,0,0,0
0:05.211,1876,p,0,0,0
0:05.275,1899,),0,0,0
0:05.308,1911,(,0,0,1
0:05.375,1935,N,0,0,0
0:05.403,1945,),0,0,1
0:05.622,2024,(,0,0,2
0:05.836,2101,t,0,0,1
0:05.906,2126,),0,0,2
0:05.922,2132,(,0,0,0
0:06.017,2166,p,0,0,0
0:06.061,2182,),0,0,0
0:06.081,2189,(,0,0,1
0:06.172,2222,N,0,0,0
0:06.200,2232,),0,0,1
0:06.419,2311,(,0,0,2
0:06.586,2371,t,0,0,1
0:06.667,2400,),0,0,2
0:06.681,2405,(,0,0,0
0:06.792,2445,p,0,0,0
0:06.825,2457,),0,0,0
0:06.833,2460,(,0,0,1
0:06.939,2498,N,0,0,0
0:06.969,2509,),0,0,1
0:07.056,2540,(,0,0,2
0:07.164,2579,t,0,0,5
0:07.431,2675,t,0,0,5
0:07.489,2696,),0,0,2
0:07.503,2701,(,0,0,0
0:07.594,2734,p,0,0,0
0:07.644,2752,),0,0,0
0:07.686,2767,(,0,0,1
0:07.756,2792,N,0,0,0
0:07.783,2802,),0,0,1
0:07.839,2822,(,0,0,2
0:07.972,2870,t,0,0,5
0:08.211,2956,t,0,0,5
0:08.292,2985,),0,0,2
0:08.311,2992,(,0,0,0
0:08.428,3034,p,0,0,0
0:08.469,3049,),0,0,0
0:08.494,3058,(,0,0,1
0:08.592,3093,N,0,0,0
0:08.622,3104,),0,0,1
0:09.175,3303,(,0,0,0
0:09.283,3342,p,0,0,0
0:09.322,3356,),0,0,0
0:09.350,3366,(,0,0,1
0:09.447,3401,N,0,0,0
0:09.478,3412,),0,0,1
0:09.614,3461,(,0,0,2
0:09.697,3491,t,0,0,5
0:09.917,3570,t,0,0,5
0:09.994,3598,),0,0,2
0:10.011,3604,(,0,0,0
0:10.103,3637,p,0,0,0
0:10.158,3657,),0,0,0
0:10.189,3668,(,0,0,1
0:10.258,3693,N,0,0,0
0:10.286,3703,),0,0,1
0:10.361,3730,(,0,0,2
0:10.489,3776,t,0,0,5
0:10.758,3873,t,0,0,5
0:10.808,3891,),0,0,2
0:10.828,3898,(,0,0,0
0:10.919,3931,p,0,0,0
0:10.969,3949,),0,0,0
0:10.975,3951,(,0,0,1
0:11.072,3986,N,0,0,0
0:11.100,3996,),0,0,1
0:11.328,4078,(,0,0,2
0:11.525,4149,t,0,0,1
0:11.606,4178,),0,0,2
0:11.622,4184,(,0,0,0
0:11.717,4218,p,0,0,0
0:11.786,4243,),0,0,0
0:11.808,4251,(,0,0,1
0:11.872,4274,N,0,0,0
0:11.900,4284,),0,0,1
0:11.967,4308,(,0,0,2
0:12.097,4355,t,0,0,0
0:12.189,4388,),0,0,2
0:12.333,4440,(,0,0,0
0:12.369,4453,p,0,0,0
0:12.422,4472,),0,0,0
0:12.522,4508,(,0,0,1
0:12.614,4541,N,0,0,0
0:12.639,4550,),0,0,1
0:12.736,4585,(,0,0,2
0:12.844,4624,t,0,0,0
0:13.031,4691,),0,0,2
0:13.094,4714,(,0,0,0
0:13.131,4727,p,0,0,0
0:13.219,4759,),0,0,0
0:13.283,4782,(,0,0,1
0:13.386,4819,N,0,0,0
0:13.414,4829,),0,0,1
0:13.461,4846,(,0,0,2
0:13.614,4901,t,0,0,5
0:13.811,4972,t,0,0,5
0:13.836,4981,),0,0,2
0:13.881,4997,(,0,0,0
0:13.911,5008,p,0,0,0
0:13.961,5026,),0,0,0
0:14.053,5059,(,0,0,1
0:14.178,5104,N,0,0,0
0:14.244,5128,),0,0,1
0:14.303,5149,(,0,0,2
0:14.428,5194,t,0,0,0
0:14.589,5252,),0,0,2
0:14.811,5332,(,0,0,0
0:14.928,5374,p,0,0,0
0:14.989,5396,),0,0,0
0:15.031,5411,(,0,0,1
0:15.114,5441,N,0,0,0
0:15.147,5453,),0,0,1
0:15.253,5491,t,0,0,2
0:15.383,5538,),0,0,2
0:15.386,5539,(,0,0,0
0:15.411,5548,p,0,0,0
0:15.483,5574,),0,0,0
0:15.528,5590,(,0,0,1
0:15.617,5622,N,0,0,0
0:15.672,5642,),0,0,1
0:15.719,5659,(,0,0,2
0:15.767,5676,t,0,0,0
0:15.847,5705,),0,0,2
0:15.989,5756,(,0,0,1
0:16.061,5782,N,0,0,0
0:16.094,5794,),0,0,1
0:16.206,5834,(,0,0,2
0:16.303,5869,t,0,0,0
0:16.533,5952,),0,0,2
0:16.644,5992,(,0,0,0
0:16.733,6024,p,0,0,0
0:16.789,6044,),0,0,0
0:16.806,6050,(,0,0,1
0:16.903,6085,N,0,0,0
0:16.956,6104,),0,0,1
0:17.053,6139,(,0,0,2
0:17.153,6175,t,0,0,0
0:17.256,6212,),0,0,2
0:17.422,6272,(,0,0,1
0:17.494,6298,N,0,0,0
0:17.539,6314,),0,0,1
0:17.608,6339,(,0,0,2
0:17.664,6359,t,0,0,1
0:17.819,6415,),0,0,2
0:18.147,6533,(,0,0,0
0:18.186,6547,p,0,0,0
0:18.231,6563,),0,0,0
0:18.339,6602,(,0,0,1
0:18.428,6634,N,0,0,0
0:18.453,6643,),0,0,1
0:18.497,6659,t,0,0,2
0:18.639,6710,),0,0,2
0:18.686,6727,(,0,0,0
0:18.758,6753,p,0,0,0
0:18.864,6791,),0,0,0
0:18.875,6795,(,0,0,1
0:18.950,6822,N,0,0,0
0:18.997,6839,),0,0,1
0:19.089,6872,(,0,0,2
0:19.133,6888,t,0,0,1
0:19.339,6962,),0,0,2
0:19.683,7086,(,0,0,0
0:19.717,7098,p,0,0,0
0:19.769,7117,),0,0,0
0:19.883,7158,(,0,0,1
0:19.989,7196,N,0,0,0
0:20.017,7206,),0,0,1
0:20.128,7246,(,0,0,2
0:20.253,7291,t,0,0,0
0:20.389,7340,),0,0,2
0:20.511,7384,(,0,0,1
