Col1,wPre,Type
0.009,0.65555556,N
0.020,0.65000000,N
0.031,0.63888889,N
0.041,0.62222222,N
0.052,0.61944444,N
0.062,0.60277778,N
0.072,0.61111111,N
0.082,0.62777778,N
0.093,0.65833333,N
0.104,0.66666667,N
0.115,0.63611111,N
0.125,0.63611111,N
0.136,0.63888889,N
0.146,0.62500000,N
0.157,0.63611111,N
0.168,0.62777778,N
0.178,0.60000000,N
0.188,0.64444444,N
0.199,0.65555556,N
0.210,0.66388889,N
0.221,0.67222222,N
0.232,0.65833333,N
0.243,0.64722222,N
0.254,0.61666667,N
0.264,0.62777778,N
0.274,0.60555556,N
0.284,0.63888889,N
0.295,0.68055556,N
0.306,0.67777778,N
0.318,0.66944444,N
0.329,0.65277778,N
0.340,0.63888889,N
0.350,0.64444444,N
0.361,0.65833333,N
0.372,0.61666667,N
0.382,0.64166667,N
0.393,0.65000000,N
0.404,0.66666667,N
0.415,0.65833333,N
0.426,0.63055556,N
0.437,0.65555556,N
0.448,0.66388889,N
0.459,0.64444444,N
0.469,0.65555556,N
0.480,0.62777778,N
0.491,0.67777778,N
0.502,0.71111111,N
0.514,0.70277778,N
0.526,0.67222222,N
0.537,0.65277778,N
0.548,0.65833333,N
0.559,0.65555556,N
0.570,0.62777778,N
0.580,0.63611111,N
0.591,0.68888889,N
0.602,0.66944444,N
0.613,0.66944444,N
0.624,0.64444444,N
0.635,0.64722222,N
0.646,0.65000000,N
0.657,0.62777778,N
0.667,0.62777778,N
0.678,0.58333333,N
0.687,0.63055556,N
0.698,0.66944444,N
0.709,0.65555556,N
0.720,0.63333333,N
0.731,0.66111111,N
0.742,0.63333333,N
0.752,0.62777778,N
0.763,0.60555556,N
0.773,0.61111111,N
0.783,0.65277778,N
0.794,0.65277778,N
0.805,0.65833333,N
0.816,0.63888889,N
0.826,0.63333333,N
0.837,0.63055556,N
0.847,0.61111111,N
0.858,0.62777778,N
0.868,0.62500000,N
0.878,0.48611111,A
0.886,0.71111111,N
0.898,0.65277778,N
0.909,0.65000000,N
0.920,0.65000000,N
0.931,0.63055556,N
0.941,0.62222222,N
0.952,0.61666667,N
0.962,0.60000000,N
0.972,0.59722222,N
0.982,0.61388889,N
0.992,0.65000000,N
1.003,0.68055556,N
1.014,0.68611111,N
1.026,0.63888889,N
1.036,0.63611111,N
1.047,0.61388889,N
1.057,0.62777778,N
1.068,0.63055556,N
1.078,0.58611111,N
1.088,0.63333333,N
1.099,0.63333333,N
1.109,0.58611111,N
1.119,0.68888889,N
1.130,0.62222222,N
1.141,0.63888889,N
1.151,0.62500000,N
1.162,0.60277778,N
1.172,0.50833333,A
1.180,0.66666667,N
1.191,0.64444444,N
1.202,0.66388889,N
1.213,0.65555556,N
1.224,0.63333333,N
1.235,0.61111111,N
1.245,0.62500000,N
1.255,0.61666667,N
1.266,0.59722222,N
1.276,0.58055556,N
1.285,0.61944444,N
1.296,0.64722222,N
1.306,0.64722222,N
1.317,0.63055556,N
1.328,0.62222222,N
1.338,0.63611111,N
1.349,0.62777778,N
1.359,0.60277778,N
1.369,0.58333333,N
1.379,0.59722222,N
1.389,0.62222222,N
1.399,0.65000000,N
1.410,0.65000000,N
1.421,0.64166667,N
1.432,0.64444444,N
1.442,0.63611111,N
1.453,0.63333333,N
1.463,0.61944444,N
1.474,0.61944444,N
1.484,0.67500000,N
1.495,0.68055556,N
1.507,0.67500000,N
1.518,0.66666667,N
1.529,0.64444444,N
1.540,0.64722222,N
1.551,0.63055556,N
1.561,0.55555556,N
1.570,0.69444444,N
1.582,0.60833333,N
1.592,0.64444444,N
1.603,0.65277778,N
1.614,0.66944444,N
1.625,0.65277778,N
1.636,0.62777778,N
1.646,0.62222222,N
1.657,0.60833333,N
1.667,0.46944444,A
1.675,0.65833333,N
1.686,0.65000000,N
1.696,0.65555556,N
1.707,0.66388889,N
1.718,0.62500000,N
1.729,0.64166667,N
1.739,0.61666667,N
1.750,0.61666667,N
1.760,0.63055556,N
1.771,0.60555556,N
1.781,0.59444444,N
1.791,0.61666667,N
1.801,0.64444444,N
1.812,0.65277778,N
1.822,0.61666667,N
1.833,0.62500000,N
1.843,0.63333333,N
1.854,0.60833333,N
1.864,0.60833333,N
1.874,0.57500000,N
1.884,0.61944444,N
1.894,0.65277778,N
1.905,0.65277778,N
1.916,0.64722222,N
1.926,0.61944444,N
1.937,0.62222222,N
1.947,0.60833333,N
1.957,0.48611111,A
1.965,0.71666667,N
1.977,0.61666667,N
1.988,0.66666667,N
1.999,0.67777778,N
2.010,0.63055556,N
2.020,0.68055556,N
2.032,0.65277778,N
2.043,0.65277778,N
2.054,0.62222222,N
2.064,0.61666667,N
2.074,0.58611111,N
2.084,0.62222222,N
2.094,0.63611111,N
2.105,0.65277778,N
2.116,0.65000000,N
2.127,0.63611111,N
2.137,0.61666667,N
2.148,0.61111111,N
2.158,0.61111111,N
2.168,0.61944444,N
2.178,0.60833333,N
2.188,0.63611111,N
2.199,0.66666667,N
2.210,0.63888889,N
2.221,0.63888889,N
2.231,0.63611111,N
2.242,0.63611111,N
2.253,0.63055556,N
2.263,0.63055556,N
2.274,0.59444444,N
2.284,0.63333333,N
2.294,0.63611111,N
2.305,0.65555556,N
2.316,0.66944444,N
2.327,0.63333333,N
2.337,0.63611111,N
2.348,0.61388889,N
2.358,0.62500000,N
2.369,0.62222222,N
2.379,0.58888889,N
2.389,0.66111111,N
2.400,0.68055556,N
2.411,0.66111111,N
2.422,0.65277778,N
2.433,0.62777778,N
2.443,0.63055556,N
2.454,0.62500000,N
2.464,0.49722222,A
2.473,0.66666667,N
2.484,0.61111111,N
2.494,0.62222222,N
2.515,0.63055556,N
2.525,0.62500000,N
2.536,0.63333333,N
2.546,0.63333333,N
2.557,0.60833333,N
2.567,0.61111111,N
2.577,0.58055556,N
2.587,0.63888889,N
2.609,0.64166667,N
2.619,0.46666667,A
2.627,0.66666667,N
2.638,0.63611111,N
2.649,0.61388889,N
2.659,0.60000000,N
2.669,0.58888889,N
2.679,0.62222222,N
2.689,0.63888889,N
2.700,0.64722222,N
2.711,0.64444444,N
2.721,0.63611111,N
2.732,0.62777778,N
2.742,0.63888889,N
2.753,0.61666667,N
2.763,0.61111111,N
2.774,0.58611111,N
2.783,0.62222222,N
2.794,0.65555556,N
2.805,0.65833333,N
