Elapsedtime,sample,Type,Sub,Chan,Num
0:00.608,219,(,0,0,0
0:00.639,230,p,0,0,0
0:00.742,267,),0,0,0
0:00.833,300,(,0,0,1
0:00.986,355,N,0,0,0
0:01.050,378,),0,0,1
0:01.075,387,(,0,0,2
0:01.275,459,t,0,0,0
0:01.489,536,),0,0,2
0:01.656,596,(,0,0,1
0:01.811,652,N,0,0,0
0:01.889,680,),0,0,1
0:01.978,712,(,0,0,2
0:02.072,746,t,0,0,0
0:02.233,804,),0,0,2
0:02.453,883,(,0,0,1
0:02.606,938,N,0,0,0
0:02.672,962,),0,0,1
0:02.786,1003,(,0,0,2
0:02.889,1040,t,0,0,0
0:03.028,1090,),0,0,2
0:03.256,1172,(,0,0,1
0:03.397,1223,N,0,0,0
0:03.467,1248,),0,0,1
0:03.556,1280,(,0,0,2
0:03.664,1319,t,0,0,0
0:03.800,1368,),0,0,2
0:03.828,1378,(,0,0,0
0:03.864,1391,p,0,0,0
0:03.914,1409,),0,0,0
0:04.031,1451,(,0,0,1
0:04.100,1476,N,0,0,0
0:04.133,1488,),0,0,1
0:04.167,1500,(,0,0,2
0:04.306,1550,t,0,0,4
0:04.458,1605,t,0,0,4
0:04.558,1641,),0,0,2
0:04.731,1703,(,0,0,0
0:04.783,1722,p,0,0,0
0:04.808,1731,),0,0,0
0:04.822,1736,(,0,0,1
0:04.856,1748,N,0,0,0
0:04.992,1797,),0,0,1
0:05.014,1805,(,0,0,2
0:05.264,1895,t,0,0,0
0:05.408,1947,),0,0,2
0:05.689,2048,(,0,0,1
0:05.831,2099,N,0,0,0
0:05.908,2127,),0,0,1
0:05.942,2139,(,0,0,2
0:06.119,2203,t,0,0,0
0:06.250,2250,),0,0,2
0:06.517,2346,(,0,0,1
0:06.658,2397,N,0,0,0
0:06.728,2422,),0,0,1
0:06.747,2429,(,0,0,2
0:06.944,2500,t,0,0,0
0:07.072,2546,),0,0,2
0:07.314,2633,(,0,0,1
0:07.475,2691,N,0,0,0
0:07.553,2719,),0,0,1
0:07.611,2740,(,0,0,2
0:07.731,2783,t,0,0,0
0:07.950,2862,),0,0,2
0:08.122,2924,(,0,0,1
0:08.278,2980,N,0,0,0
0:08.356,3008,),0,0,1
0:08.383,3018,(,0,0,2
0:08.572,3086,t,0,0,0
0:08.722,3140,),0,0,2
0:08.936,3217,(,0,0,1
0:09.083,3270,N,0,0,0
0:09.161,3298,),0,0,1
0:09.261,3334,(,0,0,2
0:09.353,3367,t,0,0,0
0:09.478,3412,),0,0,2
0:09.508,3423,(,0,0,0
0:09.547,3437,p,0,0,0
0:09.586,3451,),0,0,0
0:09.717,3498,(,0,0,1
0:09.783,3522,N,0,0,0
0:09.819,3535,),0,0,1
0:09.878,3556,(,0,0,2
0:10.008,3603,t,0,0,4
0:10.164,3659,t,0,0,4
0:10.228,3682,),0,0,2
0:10.422,3752,(,0,0,0
0:10.464,3767,p,0,0,0
0:10.492,3777,),0,0,0
0:10.508,3783,(,0,0,1
0:10.542,3795,N,0,0,0
0:10.658,3837,),0,0,1
0:10.692,3849,(,0,0,2
0:10.950,3942,t,0,0,0
0:11.067,3984,),0,0,2
0:11.242,4047,(,0,0,0
0:11.336,4081,p,0,0,0
0:11.383,4098,),0,0,0
0:11.417,4110,(,0,0,1
0:11.511,4144,N,0,0,0
0:11.592,4173,),0,0,1
0:11.622,4184,(,0,0,2
0:11.783,4242,t,0,0,0
0:11.919,4291,),0,0,2
0:12.178,4384,(,0,0,1
0:12.350,4446,N,0,0,0
0:12.428,4474,),0,0,1
0:12.458,4485,(,0,0,2
0:12.631,4547,t,0,0,0
0:12.758,4593,),0,0,2
0:13.003,4681,(,0,0,1
0:13.172,4742,N,0,0,0
0:13.242,4767,),0,0,1
0:13.269,4777,(,0,0,2
0:13.389,4820,t,0,0,0
0:13.589,4892,),0,0,2
0:13.833,4980,(,0,0,1
0:13.975,5031,N,0,0,0
0:14.044,5056,),0,0,1
0:14.186,5107,(,0,0,2
0:14.261,5134,t,0,0,0
0:14.389,5180,),0,0,2
0:14.625,5265,(,0,0,1
0:14.778,5320,N,0,0,0
0:14.853,5347,),0,0,1
0:14.881,5357,(,0,0,2
0:15.061,5422,t,0,0,5
0:15.169,5461,t,0,0,5
0:15.214,5477,),0,0,2
0:15.217,5478,(,0,0,0
0:15.222,5480,p,0,0,0
0:15.269,5497,),0,0,0
0:15.414,5549,(,0,0,1
0:15.467,5568,N,0,0,0
0:15.497,5579,),0,0,1
0:15.531,5591,(,0,0,2
0:15.672,5642,t,0,0,4
0:15.825,5697,t,0,0,4
0:15.919,5731,),0,0,2
0:16.086,5791,(,0,0,0
0:16.139,5810,p,0,0,0
0:16.181,5825,),0,0,0
0:16.200,5832,(,0,0,1
0:16.314,5873,N,0,0,0
0:16.375,5895,),0,0,1
0:16.406,5906,(,0,0,2
0:16.486,5935,t,0,0,4
0:16.656,5996,t,0,0,4
0:16.789,6044,),0,0,2
0:17.003,6121,(,0,0,1
0:17.056,6140,N,0,0,0
0:17.172,6182,),0,0,1
0:17.189,6188,(,0,0,2
0:17.469,6289,t,0,0,0
0:17.611,6340,),0,0,2
0:17.878,6436,(,0,0,1
0:18.033,6492,N,0,0,0
0:18.089,6512,),0,0,1
0:18.117,6522,(,0,0,2
0:18.336,6601,t,0,0,0
0:18.453,6643,),0,0,2
0:18.692,6729,(,0,0,1
0:18.850,6786,N,0,0,0
0:18.928,6814,),0,0,1
0:19.017,6846,(,0,0,2
0:19.128,6886,t,0,0,0
0:19.292,6945,),0,0,2
0:19.489,7016,(,0,0,1
0:19.675,7083,N,0,0,0
0:19.750,7110,),0,0,1
0:19.858,7149,(,0,0,2
0:19.931,7175,t,0,0,0
0:20.033,7212,),0,0,2
0:20.258,7293,(,0,0,0
0:20.289,7304,p,0,0,0
0:20.311,7312,),0,0,0
0:20.333,7320,(,0,0,1
0:20.481,7373,N,0,0,0
0:20.542,7395,),0,0,1
0:20.639,7430,(,0,0,2
0:20.753,7471,t,0,0,5
0:20.864,7511,t,0,0,5
0:20.900,7524,),0,0,2
0:20.914,7529,(,0,0,0
0:21.022,7568,p,0,0,0
0:21.047,7577,),0,0,0
0:21.097,7595,(,0,0,1
0:21.161,7618,N,0,0,0
0:21.197,7631,),0,0,1
0:21.256,7652,(,0,0,2
0:21.361,7690,t,0,0,4
0:21.528,7750,t,0,0,4
0:21.575,7767,),0,0,2
0:21.761,7834,(,0,0,0
0:21.794,7846,p,0,0,0
0:21.833,7860,),0,0,0
0:21.911,7888,(,0,0,1
0:22.000,7920,N,0,0,0
0:22.033,7932,),0,0,1
0:22.083,7950,(,0,0,2
0:22.128,7966,t,0,0,4
0:22.392,8061,t,0,0,4
0:22.453,8083,),0,0,2
0:22.483,8094,(,0,0,0
0:22.506,8102,p,0,0,0
0:22.531,8111,),0,0,0
0:22.622,8144,(,0,0,1
0:22.725,8181,N,0,0,0
0:22.831,8219,),0,0,1
0:22.853,8227,(,0,0,2
0:23.050,8298,t,0,0,0
0:23.206,8354,),0,0,2
0:23.564,8483,(,0,0,0
0:23.589,8492,p,0,0,0
0:23.617,8502,),0,0,0
0:23.631,8507,(,0,0,1
0:23.683,8526,N,0,0,0
0:23.839,8582,),0,0,1
0:23.897,8603,(,0,0,2
0:23.983,8634,t,0,0,0
0:24.053,8659,),0,0,2
0:24.211,8716,(,0,0,0
0:24.308,8751,p,0,0,0
0:24.344,8764,),0,0,0
0:24.392,8781,(,0,0,1
0:24.533,8832,N,0,0,0
0:24.606,8858,),0,0,1
0:24.758,8913,(,0,0,2
0:24.806,8930,t,0,0,0
0:24.992,8997,),0,0,2
0:25.019,9007,(,0,0,0
0:25.139,9050,p,0,0,0
0:25.167,9060,),0,0,0
0:25.206,9074,(,0,0,1
0:25.350,9126,N,0,0,0
0:25.428,9154,),0,0,1
0:25.550,9198,(,0,0,2
0:25.639,9230,t,0,0,0
0:25.806,9290,),0,0,2
0:25.861,9310,(,0,0,0
0:25.875,9315,p,0,0,0
0:25.908,9327,),0,0,0
0:26.003,9361,(,0,0,1
0:26.156,9416,N,0,0,0
0:26.228,9442,),0,0,1
0:26.261,9454,(,0,0,2
0:26.453,9523,t,0,0,0
0:26.561,9562,),0,0,2
0:26.639,9590,(,0,0,0
0:26.756,9632,p,0,0,0
0:26.792,9645,),0,0,0
0:26.825,9657,(,0,0,1
0:26.883,9678,N,0,0,0
0:26.919,9691,),0,0,1
0:26.964,9707,(,0,0,2
0:27.117,9762,t,0,0,1
0:27.247,9809,),0,0,2
0:27.525,9909,(,0,0,0
0:27.564,9923,p,0,0,0
0:27.592,9933,),0,0,0
0:27.608,9939,(,0,0,1
0:27.639,9950,N,0,0,0
0:27.764,9995,),0,0,1
0:27.794,10006,(,0,0,2
0:27.956,10064,t,0,0,0
0:28.156,10136,),0,0,2
0:28.389,10220,(,0,0,0
0:28.417,10230,p,0,0,0
0:28.508,10263,),0,0,0
0:28.522,10268,N,0,0,0
0:28.522,10268,(,0,0,1
0:28.642,10311,),0,0,1
0:28.786,10363,(,0,0,2
0:28.808,10371,t,0,0,5
0:29.067,10464,t,0,0,5
0:29.086,10471,),0,0,2
0:29.097,10475,(,0,0,0
0:29.175,10503,p,0,0,0
0:29.250,10530,),0,0,0
0:29.256,10532,(,0,0,1
0:29.383,10578,N,0,0,0
0:29.450,10602,),0,0,1
0:29.614,10661,(,0,0,2
0:29.683,10686,t,0,0,0
0:29.967,10788,),0,0,2
0:30.056,10820,(,0,0,1
0:30.225,10881,N,0,0,0
0:30.281,10901,),0,0,1
0:30.303,10909,(,0,0,2
0:30.442,10959,t,0,0,0
0:30.653,11035,),0,0,2
0:30.883,11118,(,0,0,1
0:31.036,11173,N,0,0,0
0:31.108,11199,),0,0,1
0:31.136,11209,(,0,0,2
0:31.317,11274,t,0,0,0
0:31.475,11331,),0,0,2
0:31.706,11414,(,0,0,1
0:31.758,11433,N,0,0,0
0:31.794,11446,),0,0,1
0:31.900,11484,(,0,0,2
0:31.967,11508,t,0,0,4
0:32.125,11565,t,0,0,4
0:32.167,11580,),0,0,2
