Elapsedtime,sample,Type,Sub,Chan,Num
0:00.267, 96,(,0,0,0
0:00.308,111,p,0,0,0
0:00.383,138,),0,0,0
0:00.464,167,(,0,0,1
0:00.544,196,N,0,0,0
0:00.606,218,),0,0,1
0:00.678,244,(,0,0,2
0:00.772,278,t,0,0,0
0:00.853,307,),0,0,2
0:01.053,379,(,0,0,0
0:01.103,397,p,0,0,0
0:01.167,420,),0,0,0
0:01.256,452,(,0,0,1
0:01.353,487,N,0,0,0
0:01.419,511,),0,0,1
0:01.500,540,(,0,0,2
0:01.614,581,t,0,0,5
0:01.892,681,t,0,0,5
0:01.967,708,),0,0,2
0:02.131,767,(,0,0,1
0:02.225,801,N,0,0,0
0:02.297,827,),0,0,1
0:02.375,855,(,0,0,2
0:02.494,898,t,0,0,5
0:02.783,1002,t,0,0,5
0:02.847,1025,),0,0,2
0:03.017,1086,(,0,0,1
0:03.125,1125,N,0,0,0
0:03.197,1151,),0,0,1
0:03.289,1184,(,0,0,2
0:03.392,1221,t,0,0,0
0:03.483,1254,),0,0,2
0:03.683,1326,(,0,0,0
0:03.731,1343,p,0,0,0
0:03.794,1366,),0,0,0
0:03.847,1385,(,0,0,1
0:03.967,1428,N,0,0,0
0:04.031,1451,),0,0,1
0:04.136,1489,(,0,0,2
0:04.233,1524,t,0,0,0
0:04.300,1548,),0,0,2
0:04.539,1634,(,0,0,0
0:04.581,1649,p,0,0,0
0:04.664,1679,),0,0,0
0:04.731,1703,(,0,0,1
0:04.825,1737,N,0,0,0
0:04.889,1760,),0,0,1
0:04.986,1795,(,0,0,2
0:05.078,1828,t,0,0,0
0:05.156,1856,),0,0,2
0:05.378,1936,(,0,0,0
0:05.422,1952,p,0,0,0
0:05.506,1982,),0,0,0
0:05.581,2009,(,0,0,1
0:05.661,2038,N,0,0,0
0:05.722,2060,),0,0,1
0:05.808,2091,(,0,0,2
0:05.906,2126,t,0,0,0
0:05.978,2152,),0,0,2
0:06.211,2236,(,0,0,0
0:06.261,2254,p,0,0,0
0:06.328,2278,),0,0,0
0:06.422,2312,(,0,0,1
0:06.506,2342,N,0,0,0
0:06.567,2364,),0,0,1
0:06.644,2392,(,0,0,2
0:06.736,2425,t,0,0,5
0:06.994,2518,t,0,0,5
0:07.067,2544,),0,0,2
0:07.236,2605,(,0,0,1
0:07.331,2639,N,0,0,0
0:07.397,2663,),0,0,1
0:07.492,2697,(,0,0,2
0:07.597,2735,t,0,0,5
0:07.889,2840,t,0,0,5
0:07.953,2863,),0,0,2
0:08.133,2928,(,0,0,1
0:08.219,2959,N,0,0,0
0:08.289,2984,),0,0,1
0:08.392,3021,(,0,0,2
0:08.492,3057,t,0,0,5
0:08.775,3159,t,0,0,5
0:08.844,3184,),0,0,2
0:09.011,3244,(,0,0,1
0:09.100,3276,N,0,0,0
0:09.169,3301,),0,0,1
0:09.267,3336,(,0,0,2
0:09.367,3372,t,0,0,0
0:09.453,3403,),0,0,2
0:09.667,3480,(,0,0,0
0:09.719,3499,p,0,0,0
0:09.775,3519,),0,0,0
0:09.847,3545,(,0,0,1
0:09.936,3577,N,0,0,0
0:10.003,3601,),0,0,1
0:10.089,3632,(,0,0,2
0:10.194,3670,t,0,0,5
0:10.481,3773,t,0,0,5
0:10.539,3794,),0,0,2
0:10.708,3855,(,0,0,1
0:10.792,3885,N,0,0,0
0:10.856,3908,),0,0,1
0:10.925,3933,(,0,0,2
0:11.047,3977,t,0,0,5
0:11.325,4077,t,0,0,5
0:11.394,4102,),0,0,2
0:11.553,4159,(,0,0,1
0:11.647,4193,N,0,0,0
0:11.711,4216,),0,0,1
0:11.792,4245,(,0,0,2
0:11.894,4282,t,0,0,0
0:11.978,4312,),0,0,2
0:12.200,4392,(,0,0,0
0:12.233,4404,p,0,0,0
0:12.311,4432,),0,0,0
0:12.389,4460,(,0,0,1
0:12.478,4492,N,0,0,0
0:12.544,4516,),0,0,1
0:12.606,4538,(,0,0,2
0:12.717,4578,t,0,0,5
0:12.942,4659,t,0,0,5
0:13.036,4693,),0,0,2
0:13.200,4752,(,0,0,1
0:13.289,4784,N,0,0,0
0:13.358,4809,),0,0,1
0:13.456,4844,(,0,0,2
0:13.556,4880,t,0,0,5
0:13.844,4984,t,0,0,5
0:13.906,5006,),0,0,2
0:14.078,5068,(,0,0,1
0:14.164,5099,N,0,0,0
0:14.231,5123,),0,0,1
0:14.317,5154,(,0,0,2
0:14.431,5195,t,0,0,5
0:14.736,5305,t,0,0,5
0:14.792,5325,),0,0,2
0:14.953,5383,(,0,0,1
0:15.044,5416,N,0,0,0
0:15.114,5441,),0,0,1
0:15.197,5471,(,0,0,2
0:15.311,5512,t,0,0,0
0:15.394,5542,),0,0,2
0:15.622,5624,(,0,0,0
0:15.667,5640,p,0,0,0
0:15.742,5667,),0,0,0
0:15.814,5693,(,0,0,1
0:15.897,5723,N,0,0,0
0:15.967,5748,),0,0,1
0:16.042,5775,(,0,0,2
0:16.161,5818,t,0,0,5
0:16.442,5919,t,0,0,5
0:16.522,5948,),0,0,2
0:16.700,6012,(,0,0,1
0:16.783,6042,N,0,0,0
0:16.850,6066,),0,0,1
0:16.933,6096,(,0,0,2
0:17.033,6132,t,0,0,5
0:17.294,6226,t,0,0,5
0:17.358,6249,),0,0,2
0:17.508,6303,(,0,0,1
0:17.614,6341,N,0,0,0
0:17.678,6364,),0,0,1
0:17.750,6390,(,0,0,2
0:17.853,6427,t,0,0,0
0:17.931,6455,),0,0,2
0:18.144,6532,(,0,0,0
0:18.192,6549,p,0,0,0
0:18.264,6575,),0,0,0
0:18.347,6605,(,0,0,1
0:18.433,6636,N,0,0,0
0:18.494,6658,),0,0,1
0:18.569,6685,(,0,0,2
0:18.669,6721,t,0,0,5
0:18.928,6814,t,0,0,5
0:18.994,6838,),0,0,2
0:19.172,6902,(,0,0,1
0:19.256,6932,N,0,0,0
0:19.322,6956,),0,0,1
0:19.422,6992,(,0,0,2
0:19.519,7027,t,0,0,5
0:19.825,7137,t,0,0,5
0:19.889,7160,),0,0,2
0:20.067,7224,(,0,0,1
0:20.164,7259,N,0,0,0
0:20.233,7284,),0,0,1
0:20.311,7312,(,0,0,2
0:20.428,7354,t,0,0,5
0:20.711,7456,t,0,0,5
0:20.783,7482,),0,0,2
0:20.950,7542,(,0,0,1
0:21.044,7576,N,0,0,0
0:21.117,7602,),0,0,1
0:21.200,7632,(,0,0,2
0:21.317,7674,t,0,0,0
0:21.403,7705,),0,0,2
0:21.628,7786,(,0,0,0
0:21.672,7802,p,0,0,0
0:21.736,7825,),0,0,0
0:21.819,7855,(,0,0,1
0:21.894,7882,N,0,0,0
0:21.964,7907,),0,0,1
0:22.053,7939,(,0,0,2
0:22.156,7976,t,0,0,0
0:22.242,8007,),0,0,2
0:22.453,8083,(,0,0,0
0:22.506,8102,p,0,0,0
0:22.569,8125,),0,0,0
0:22.669,8161,(,0,0,1
0:22.758,8193,N,0,0,0
0:22.825,8217,),0,0,1
0:22.903,8245,(,0,0,2
0:23.011,8284,t,0,0,0
0:23.083,8310,),0,0,2
0:23.314,8393,(,0,0,0
0:23.358,8409,p,0,0,0
0:23.436,8437,),0,0,0
0:23.519,8467,(,0,0,1
0:23.603,8497,N,0,0,0
0:23.667,8520,),0,0,1
0:23.753,8551,(,0,0,2
0:23.847,8585,t,0,0,5
0:24.108,8679,t,0,0,5
0:24.192,8709,),0,0,2
0:24.353,8767,(,0,0,1
0:24.444,8800,N,0,0,0
0:24.508,8823,),0,0,1
0:24.594,8854,(,0,0,2
0:24.683,8886,t,0,0,5
0:24.950,8982,t,0,0,5
0:25.019,9007,),0,0,2
0:25.183,9066,(,0,0,1
0:25.283,9102,N,0,0,0
0:25.353,9127,),0,0,1
