Elapsedtime,sample,Type,Sub,Chan,Num
0:00.614,221,(,0,0,0
0:00.650,234,p,0,0,0
0:00.692,249,),0,0,0
0:00.733,264,(,0,0,1
0:00.783,282,N,0,0,0
0:00.822,296,),0,0,1
0:00.908,327,(,0,0,2
0:01.008,363,t,0,0,0
0:01.086,391,),0,0,2
0:01.386,499,(,0,0,0
0:01.419,511,p,0,0,0
0:01.464,527,),0,0,0
0:01.511,544,(,0,0,1
0:01.556,560,N,0,0,0
0:01.597,575,),0,0,1
0:01.706,614,(,0,0,2
0:01.797,647,t,0,0,0
0:01.881,677,),0,0,2
0:02.119,763,(,0,0,0
0:02.186,787,p,0,0,0
0:02.239,806,),0,0,0
0:02.278,820,(,0,0,1
0:02.325,837,N,0,0,0
0:02.364,851,),0,0,1
0:02.478,892,(,0,0,2
0:02.561,922,t,0,0,0
0:02.642,951,),0,0,2
0:02.886,1039,(,0,0,0
0:02.936,1057,p,0,0,0
0:02.986,1075,),0,0,0
0:03.019,1087,(,0,0,1
0:03.067,1104,N,0,0,0
0:03.103,1117,),0,0,1
0:03.200,1152,(,0,0,2
0:03.297,1187,t,0,0,0
0:03.378,1216,),0,0,2
0:03.606,1298,(,0,0,0
0:03.672,1322,p,0,0,0
0:03.719,1339,),0,0,0
0:03.753,1351,(,0,0,1
0:03.800,1368,N,0,0,0
0:03.842,1383,),0,0,1
0:03.947,1421,(,0,0,2
0:04.028,1450,t,0,0,0
0:04.114,1481,),0,0,2
0:04.386,1579,(,0,0,0
0:04.422,1592,p,0,0,0
0:04.467,1608,),0,0,0
0:04.503,1621,(,0,0,1
0:04.550,1638,N,0,0,0
0:04.589,1652,),0,0,1
0:04.694,1690,(,0,0,2
0:04.789,1724,t,0,0,0
0:04.867,1752,),0,0,2
0:05.114,1841,(,0,0,0
0:05.161,1858,p,0,0,0
0:05.211,1876,),0,0,0
0:05.253,1891,(,0,0,1
0:05.303,1909,N,0,0,0
0:05.342,1923,),0,0,1
0:05.444,1960,(,0,0,2
0:05.536,1993,t,0,0,0
0:05.619,2023,),0,0,2
0:05.861,2110,(,0,0,0
0:05.925,2133,p,0,0,0
0:05.975,2151,),0,0,0
0:06.008,2163,(,0,0,1
0:06.053,2179,N,0,0,0
0:06.094,2194,),0,0,1
0:06.178,2224,(,0,0,2
0:06.278,2260,t,0,0,0
0:06.361,2290,),0,0,2
0:06.600,2376,(,0,0,0
0:06.664,2399,p,0,0,0
0:06.717,2418,),0,0,0
0:06.750,2430,(,0,0,1
0:06.797,2447,N,0,0,0
0:06.836,2461,),0,0,1
0:06.928,2494,(,0,0,2
0:07.022,2528,t,0,0,0
0:07.103,2557,),0,0,2
0:07.353,2647,(,0,0,0
0:07.408,2667,p,0,0,0
0:07.461,2686,),0,0,0
0:07.494,2698,(,0,0,1
0:07.550,2718,N,0,0,0
0:07.589,2732,),0,0,1
0:07.689,2768,(,0,0,2
0:07.792,2805,t,0,0,0
0:07.872,2834,),0,0,2
0:08.106,2918,(,0,0,0
0:08.164,2939,p,0,0,0
0:08.211,2956,),0,0,0
0:08.250,2970,(,0,0,1
0:08.294,2986,N,0,0,0
0:08.333,3000,),0,0,1
0:08.447,3041,(,0,0,2
0:08.533,3072,t,0,0,0
0:08.614,3101,),0,0,2
0:08.853,3187,(,0,0,0
0:08.914,3209,p,0,0,0
0:08.964,3227,),0,0,0
0:08.997,3239,(,0,0,1
0:09.042,3255,N,0,0,0
0:09.081,3269,),0,0,1
0:09.183,3306,(,0,0,2
0:09.272,3338,t,0,0,0
0:09.353,3367,),0,0,2
0:09.597,3455,(,0,0,0
0:09.667,3480,p,0,0,0
0:09.714,3497,),0,0,0
0:09.725,3501,(,0,0,1
0:09.800,3528,N,0,0,0
0:09.839,3542,),0,0,1
0:09.928,3574,(,0,0,2
0:10.028,3610,t,0,0,0
0:10.106,3638,),0,0,2
0:10.350,3726,(,0,0,0
0:10.408,3747,p,0,0,0
0:10.461,3766,),0,0,0
0:10.497,3779,(,0,0,1
0:10.542,3795,N,0,0,0
0:10.581,3809,),0,0,1
0:10.678,3844,(,0,0,2
0:10.769,3877,t,0,0,0
0:10.853,3907,),0,0,2
0:11.097,3995,(,0,0,0
0:11.161,4018,p,0,0,0
0:11.208,4035,),0,0,0
0:11.250,4050,(,0,0,1
0:11.294,4066,N,0,0,0
0:11.336,4081,),0,0,1
