Col1,wPre,Type
0.003,0.80000000,L
0.016,0.87222222,L
0.031,0.87500000,L
0.045,0.87500000,L
0.060,0.88055556,L
0.074,0.82777778,L
0.088,0.63888889,V
0.099,0.95555556,L
0.115,0.77222222,L
0.128,0.87777778,L
0.142,0.45000000,V
0.150,1.27500000,L
0.171,0.77222222,L
0.184,0.71944444,L
0.196,0.73055556,L
0.208,0.75833333,L
0.221,0.76388889,L
0.233,0.77500000,L
0.246,0.88055556,L
0.261,0.89444444,L
0.276,0.74722222,L
0.288,0.72222222,L
0.300,0.72777778,L
0.313,0.78055556,L
0.326,0.81666667,L
0.339,0.81944444,L
0.353,0.80277778,L
0.366,0.83333333,L
0.380,0.76666667,L
0.393,0.71388889,L
0.405,0.74722222,L
0.417,0.78055556,L
0.430,0.82500000,L
0.444,0.86111111,L
0.458,0.82500000,L
0.472,0.76666667,L
0.485,0.77222222,L
0.498,0.74166667,L
0.510,0.75277778,L
0.523,0.78333333,L
0.536,0.81388889,L
0.549,0.84166667,L
0.563,0.82500000,L
0.577,0.56111111,V
0.586,0.93888889,L
0.602,0.74722222,L
0.614,0.78611111,L
0.628,0.78611111,L
0.641,0.80833333,L
0.654,0.82500000,L
0.668,0.79722222,L
0.681,0.77500000,L
0.694,0.75000000,L
0.707,0.73611111,L
0.719,0.81666667,L
0.733,0.85555556,L
0.747,0.84444444,L
0.761,0.82500000,L
0.775,0.76944444,L
0.787,0.75000000,L
0.800,0.73055556,L
0.812,0.74722222,L
0.825,0.76388889,L
0.837,0.84722222,L
0.851,0.84722222,L
0.866,0.81388889,L
0.879,0.78333333,L
0.892,0.75555556,L
0.905,0.79166667,L
0.918,0.80555556,L
0.931,0.81111111,L
0.945,0.82500000,L
0.959,0.85277778,L
0.973,0.76388889,L
0.986,0.72222222,L
0.998,0.72500000,L
1.010,0.74722222,L
1.022,0.81944444,L
1.036,0.85000000,L
1.050,0.82777778,L
1.064,0.78333333,L
1.077,0.76388889,L
1.090,0.71666667,L
1.101,0.70000000,L
1.113,0.74444444,L
1.126,0.77500000,L
1.138,0.85000000,L
1.153,1.01111111,L
1.169,0.78611111,L
1.183,0.73055556,L
1.195,0.75833333,L
1.207,0.74166667,L
1.220,0.75000000,L
1.232,0.78611111,L
1.245,0.81111111,L
1.259,0.84444444,L
1.305,1.06111111,L
1.323,0.79166667,L
1.336,0.61388889,V
1.363,0.77222222,L
1.383,1.02222222,L
1.400,0.67777778,L
1.411,0.46388889,V
1.419,0.99444444,L
1.435,0.80000000,L
1.449,0.54166667,V
1.474,0.69444444,L
1.486,0.66111111,L
1.497,0.65277778,L
1.508,0.68333333,L
1.519,0.70833333,L
1.531,0.72222222,L
1.543,0.58333333,V
1.553,1.16388889,L
1.572,0.72500000,L
1.584,0.72500000,L
1.596,0.72777778,L
1.608,0.77777778,L
1.621,0.78611111,L
1.634,0.80555556,L
1.648,0.78611111,L
1.661,0.81666667,L
1.675,0.77777778,L
1.688,0.73333333,L
1.700,0.71944444,L
1.712,0.73055556,L
1.724,0.79444444,L
1.737,0.80277778,L
1.751,0.78333333,L
1.764,0.73888889,L
1.776,0.74166667,L
1.788,0.69166667,L
1.800,0.69166667,L
1.811,0.71111111,L
1.823,0.74722222,L
1.836,0.79444444,L
1.849,0.86111111,L
1.863,0.42222222,V
1.870,1.15555556,L
1.890,0.74722222,L
1.902,0.77500000,L
1.915,0.78333333,L
1.928,0.78611111,L
1.941,0.85277778,L
1.955,0.42777778,V
1.962,1.32500000,L
1.984,0.76111111,L
1.997,0.75000000,L
2.010,0.83333333,L
2.024,0.82500000,L
2.037,0.85000000,L
2.051,0.86388889,L
2.066,0.43055556,V
2.073,1.21111111,L
2.093,0.75000000,L
2.106,0.76388889,L
2.118,0.38333333,V
2.125,1.31666667,L
2.147,0.86111111,L
2.161,0.84722222,L
2.175,0.40555556,V
2.182,1.11944444,L
2.201,0.75277778,L
2.213,0.76944444,L
2.226,0.78333333,L
2.239,0.81111111,L
2.253,0.87777778,L
2.267,0.78055556,L
2.280,0.70555556,L
2.292,0.68055556,L
2.303,0.73055556,L
2.328,0.81666667,L
2.342,0.83333333,L
2.356,0.82222222,L
2.369,0.81944444,L
2.383,0.39444444,V
2.390,1.10277778,L
2.408,0.72777778,L
2.420,0.73333333,L
2.432,0.80277778,L
2.446,0.80000000,L
2.459,0.55000000,V
2.468,0.98611111,L
2.485,0.71944444,L
2.497,0.72222222,L
2.509,0.70000000,L
2.520,0.74722222,L
2.533,0.78333333,L
2.546,0.81111111,L
2.559,0.83611111,L
2.573,0.79722222,L
2.587,0.36111111,V
2.593,1.21111111,L
2.613,0.79722222,L
2.626,0.57222222,V
2.636,1.15000000,L
2.655,0.83055556,L
2.669,0.82222222,L
2.682,0.44166667,V
2.690,0.41111111,V
2.696,1.26111111,L
2.717,0.81111111,L
2.731,0.81666667,L
2.745,0.79166667,L
2.758,0.79722222,L
2.771,0.75000000,L
2.784,0.73611111,L
2.796,0.73888889,L
2.808,0.48055556,V
2.816,1.12777778,L
2.835,0.85555556,L
2.849,0.88055556,L
2.864,0.65833333,V
2.875,0.98333333,L
2.891,0.74722222,L
2.904,0.56388889,V
2.913,1.03333333,L
2.930,0.78611111,L
2.943,0.86388889,L
2.958,0.87222222,L
2.972,0.79166667,L
2.986,0.76388889,L
2.998,0.75555556,L
3.011,0.81388889,L
3.024,0.85277778,L
3.039,0.87222222,L
