Col1,wPre,Type
0.004,0.81388889,N
0.017,0.81111111,N
0.031,0.78888889,N
0.044,0.79166667,N
0.057,0.78888889,N
0.07,0.81666667,N
0.084,0.65277778,A
0.095,0.99444444,N
0.111,0.84444444,N
0.125,0.81111111,N
0.139,0.78888889,N
0.152,0.77222222,N
0.165,0.83888889,N
0.179,0.85555556,N
0.193,0.82222222,N
0.207,0.82777778,N
0.221,0.82222222,N
0.234,0.79444444,N
0.247,0.79722222,N
0.261,0.79166667,N
0.274,0.82222222,N
0.288,0.86944444,N
0.302,0.82222222,N
0.316,0.78611111,N
0.329,0.79166667,N
0.342,0.775,N
0.355,0.78611111,N
0.368,0.81111111,N
0.382,0.81666667,N
0.395,0.82777778,N
0.409,0.84444444,N
0.423,0.80555556,N
0.437,0.775,N
0.45,0.8,N
0.463,0.78888889,N
0.476,0.85833333,N
0.49,0.84166667,N
0.504,0.825,N
0.518,0.80277778,N
0.531,0.83611111,N
0.545,0.79166667,N
0.559,0.78888889,N
0.572,0.81944444,N
0.585,0.84444444,N
0.599,0.88055556,N
0.614,0.82222222,N
0.628,0.77777778,N
0.641,0.80277778,N
0.654,0.81111111,N
0.668,0.79722222,N
0.681,0.83611111,N
0.695,0.83055556,N
0.709,0.825,N
0.723,0.81111111,N
0.736,0.78888889,N
0.749,0.78055556,N
0.762,0.80833333,N
0.776,0.84166667,N
0.79,0.83333333,N
0.804,0.83055556,N
0.817,0.80555556,N
0.831,0.77777778,N
0.844,0.79722222,N
0.857,0.78055556,N
0.87,0.79166667,N
0.883,0.85555556,N
0.898,0.84722222,N
0.912,0.82222222,N
0.925,0.78333333,N
0.938,0.78611111,N
0.952,0.78611111,N
0.965,0.81666667,N
0.978,0.81111111,N
0.992,0.85,N
1.006,0.83333333,N
1.02,0.81111111,N
1.033,0.78333333,N
1.046,0.77222222,N
1.059,0.78611111,N
1.072,0.80277778,N
1.086,0.84166667,N
1.1,0.825,N
1.114,0.81111111,N
1.127,0.77777778,N
1.14,0.8,N
1.153,0.78888889,N
1.167,0.8,N
1.18,0.81666667,N
1.193,0.85833333,N
1.208,0.83055556,N
1.222,0.78611111,N
1.235,0.78333333,N
1.248,0.79166667,N
1.261,0.83055556,N
1.275,0.825,N
1.289,0.83055556,N
1.302,0.83055556,N
1.316,0.82222222,N
1.33,0.79722222,N
1.343,0.77777778,N
1.356,0.79444444,N
1.369,0.81388889,N
1.383,0.85833333,N
1.397,0.84722222,N
1.411,0.81111111,N
1.425,0.79444444,N
1.438,0.78611111,N
1.451,0.79722222,N
1.465,0.81111111,N
1.478,0.825,N
1.492,0.84722222,N
1.506,0.85277778,N
1.52,0.80833333,N
1.534,0.76666667,N
1.546,0.8,N
1.56,0.80277778,N
1.573,0.81666667,N
1.587,0.83611111,N
1.601,0.81944444,N
1.614,0.82777778,N
1.628,0.79722222,N
1.641,0.78055556,N
1.654,0.77777778,N
1.667,0.81388889,N
1.681,0.82222222,N
1.695,0.86388889,N
1.709,0.83055556,N
1.723,0.78888889,N
1.736,0.78611111,N
1.749,0.80277778,N
1.763,0.79166667,N
1.776,0.81944444,N
1.789,0.83055556,N
1.803,0.83888889,N
1.817,0.81944444,N
1.831,0.77222222,N
1.844,0.75277778,N
1.856,0.79444444,N
1.87,0.81944444,N
1.883,0.81388889,N
1.897,0.83611111,N
1.911,0.82222222,N
1.924,0.78333333,N
1.937,0.74444444,N
1.95,0.83055556,N
1.964,0.78055556,N
1.977,0.83055556,N
1.991,0.86388889,N
2.005,0.82222222,N
2.019,0.80277778,N
2.032,0.77777778,N
2.045,0.78611111,N
2.058,0.8,N
2.071,0.79722222,N
2.085,0.81388889,N
2.098,0.84722222,N
2.112,0.825,N
2.126,0.775,N
2.139,0.76111111,N
2.152,0.78055556,N
2.165,0.77222222,N
2.178,0.825,N
2.191,0.82777778,N
2.205,0.79722222,N
2.218,0.78611111,N
2.232,0.78888889,N
2.245,0.77777778,N
2.258,0.76111111,N
2.27,0.78611111,N
2.283,0.81944444,N
2.297,0.84722222,N
2.311,0.80833333,N
2.325,0.76944444,N
2.338,0.77777778,N
2.351,0.79166667,N
2.364,0.78611111,N
2.377,0.79722222,N
2.39,0.81944444,N
2.404,0.81944444,N
2.417,0.80555556,N
2.431,0.77222222,N
2.444,0.775,N
2.457,0.77222222,N
2.469,0.80555556,N
2.483,0.81111111,N
2.496,0.82222222,N
2.51,0.8,N
2.523,0.76944444,N
2.536,0.77777778,N
2.549,0.775,N
2.562,0.78333333,N
2.575,0.78611111,N
2.588,0.83055556,N
2.602,0.81944444,N
2.616,0.78333333,N
2.629,0.75277778,N
2.641,0.77222222,N
2.654,0.78333333,N
2.667,0.79166667,N
2.681,0.81111111,N
2.694,0.82777778,N
2.708,0.82777778,N
2.722,0.80277778,N
2.735,0.76944444,N
2.748,0.76944444,N
2.761,0.8,N
2.774,0.81944444,N
2.788,0.83611111,N
2.802,0.83888889,N
2.816,0.8,N
2.829,0.79444444,N
2.842,0.80277778,N
2.856,0.78611111,N
2.869,0.78888889,N
2.882,0.83333333,N
2.896,0.84722222,N
2.91,0.83888889,N
2.924,0.78888889,N
2.937,0.75833333,N
2.95,0.79722222,N
2.963,0.80555556,N
2.976,0.81388889,N
2.99,0.81944444,N
3.004,0.82777778,N
3.017,0.80555556,N
3.031,0.79444444,N
3.044,0.77777778,N
3.057,0.76944444,N
3.07,0.825,N
3.084,0.52222222,A
3.092,0.93888889,N
3.108,0.84444444,N
3.122,0.81666667,N
3.136,0.775,N
3.148,0.81944444,N
3.162,0.81111111,N
3.176,0.81111111,N
3.189,0.84722222,N
3.203,0.86666667,N
3.218,0.81388889,N
3.231,0.76944444,N
3.244,0.78888889,N
3.257,0.79444444,N
3.271,0.82777778,N
3.284,0.83055556,N
3.298,0.83055556,N
3.312,0.85,N
3.326,0.81388889,N
3.34,0.775,N
3.353,0.79444444,N
3.366,0.81944444,N
3.38,0.84166667,N
3.394,0.86111111,N
3.408,0.83333333,N
3.422,0.79166667,N
3.435,0.79722222,N
3.448,0.78888889,N
3.461,0.60833333,A
3.472,0.96111111,N
3.488,0.83333333,N
3.501,0.83888889,N
3.515,0.83055556,N
3.529,0.78333333,N
3.542,0.75,N
3.555,0.80277778,N
3.568,0.81111111,N
3.582,0.825,N
3.596,0.80833333,N
3.609,0.825,N
3.623,0.8,N
3.636,0.79166667,N
3.649,0.76666667,N
3.662,0.79444444,N
3.675,0.84166667,N
3.689,0.83888889,N
3.703,0.83055556,N
3.717,0.81388889,N
3.731,0.79166667,N
3.744,0.78888889,N
3.757,0.79722222,N
3.77,0.80833333,N
3.784,0.83333333,N
3.798,0.84722222,N
3.812,0.83611111,N
3.826,0.80833333,N
3.839,0.78333333,N
3.852,0.78611111,N
3.865,0.83888889,N
3.879,0.85833333,N
3.894,0.84444444,N
3.908,0.83888889,N
3.922,0.83611111,N
3.936,0.81388889,N
3.949,0.76944444,N
3.962,0.80555556,N
3.975,0.83611111,N
3.989,0.85277778,N
4.004,0.83888889,N
4.018,0.83055556,N
4.031,0.79166667,N
4.045,0.8,N
4.058,0.80277778,N
4.071,0.80833333,N
4.085,0.82777778,N
4.099,0.84444444,N
4.113,0.83611111,N
4.127,0.79444444,N
4.14,0.78333333,N
4.153,0.79166667,N
4.166,0.82777778,N
4.18,0.84444444,N
4.194,0.81944444,N
4.208,0.84722222,N
4.222,0.80833333,N
4.235,0.77777778,N
4.248,0.79166667,N
4.261,0.81111111,N
4.275,0.81944444,N
4.289,0.86388889,N
4.303,0.83888889,N
4.317,0.8,N
4.33,0.80555556,N
4.344,0.77222222,N
4.357,0.81388889,N
4.37,0.82777778,N
4.384,0.84166667,N
4.398,0.83888889,N
4.412,0.85555556,N
4.426,0.79722222,N
4.439,0.77222222,N
4.452,0.775,N
4.465,0.82222222,N
4.479,0.84444444,N
4.493,0.82777778,N
4.507,0.82222222,N
4.521,0.81111111,N
4.534,0.81111111,N
4.548,0.77777778,N
4.561,0.78055556,N
4.574,0.81944444,N
4.587,0.82777778,N
4.601,0.54722222,A
4.61,0.975,N
4.626,0.8,N
4.64,0.77222222,N
4.653,0.79166667,N
4.666,0.80555556,N
4.679,0.80555556,N
4.693,0.81111111,N
4.706,0.8,N
4.719,0.81388889,N
4.733,0.78333333,N
4.746,0.76944444,N
4.759,0.78055556,N
4.772,0.825,N
4.786,0.82777778,N
4.799,0.81944444,N
4.813,0.825,N
4.827,0.78888889,N
4.84,0.79166667,N
4.853,0.8,N
4.867,0.80277778,N
4.88,0.83333333,N
4.894,0.85555556,N
4.908,0.83055556,N
4.922,0.79444444,N
4.935,0.78333333,N
4.948,0.76944444,N
4.961,0.81666667,N
4.975,0.825,N
4.988,0.81944444,N
5.002,0.825,N
5.016,0.83611111,N
5.03,0.78611111,N
5.043,0.75833333,N
5.056,0.79722222,N
5.069,0.79444444,N
5.082,0.84444444,N
5.096,0.82777778,N
5.11,0.83055556,N
5.124,0.80555556,N
5.137,0.78055556,N
5.15,0.77777778,N
5.163,0.79444444,N
5.176,0.82777778,N
5.19,0.825,N
5.204,0.84722222,N
5.218,0.80555556,N
