Elapsedtime,sample,Type,Sub,Chan,Num
0:00.761,274,(,0,0,0
0:00.794,286,p,0,0,0
0:00.850,306,),0,0,0
0:00.928,334,(,0,0,1
0:00.969,349,N,0,0,0
0:01.025,369,),0,0,1
0:01.125,405,(,0,0,2
0:01.203,433,t,0,0,0
0:01.311,472,),0,0,2
0:01.497,539,(,0,0,0
0:01.544,556,p,0,0,0
0:01.603,577,),0,0,0
0:01.664,599,(,0,0,1
0:01.711,616,N,0,0,0
0:01.761,634,),0,0,1
0:01.850,666,(,0,0,2
0:01.936,697,t,0,0,0
0:02.033,732,),0,0,2
0:02.228,802,(,0,0,0
0:02.278,820,p,0,0,0
0:02.336,841,),0,0,0
0:02.369,853,(,0,0,1
0:02.442,879,N,0,0,0
0:02.497,899,),0,0,1
0:02.536,913,(,0,0,2
0:02.678,964,t,0,0,5
0:02.769,997,t,0,0,5
0:02.842,1023,),0,0,2
0:03.000,1080,(,0,0,0
0:03.044,1096,p,0,0,0
0:03.083,1110,),0,0,0
0:03.117,1122,(,0,0,1
0:03.161,1138,N,0,0,0
0:03.214,1157,),0,0,1
0:03.294,1186,(,0,0,2
0:03.392,1221,t,0,0,0
0:03.489,1256,),0,0,2
0:03.678,1324,(,0,0,0
0:03.717,1338,p,0,0,0
0:03.781,1361,),0,0,0
0:03.847,1385,(,0,0,1
0:03.889,1400,N,0,0,0
0:03.939,1418,),0,0,1
0:03.994,1438,(,0,0,2
0:04.100,1476,t,0,0,0
0:04.222,1520,),0,0,2
0:04.403,1585,(,0,0,0
0:04.442,1599,p,0,0,0
0:04.503,1621,),0,0,0
0:04.531,1631,(,0,0,1
0:04.625,1665,N,0,0,0
0:04.678,1684,),0,0,1
0:04.769,1717,(,0,0,2
0:04.883,1758,t,0,0,0
0:04.933,1776,),0,0,2
0:05.136,1849,(,0,0,0
0:05.178,1864,p,0,0,0
0:05.228,1882,),0,0,0
0:05.247,1889,(,0,0,1
0:05.350,1926,N,0,0,0
0:05.397,1943,),0,0,1
0:05.428,1954,(,0,0,2
0:05.503,1981,t,0,0,4
0:05.608,2019,t,0,0,4
0:05.664,2039,),0,0,2
0:05.906,2126,(,0,0,0
0:05.950,2142,p,0,0,0
0:05.994,2158,),0,0,0
0:06.006,2162,(,0,0,1
0:06.108,2199,N,0,0,0
0:06.156,2216,),0,0,1
0:06.286,2263,(,0,0,2
0:06.358,2289,t,0,0,5
0:06.444,2320,t,0,0,5
0:06.542,2355,),0,0,2
0:06.639,2390,(,0,0,0
0:06.672,2402,p,0,0,0
0:06.728,2422,),0,0,0
0:06.742,2427,(,0,0,1
0:06.850,2466,N,0,0,0
0:06.900,2484,),0,0,1
0:06.978,2512,(,0,0,2
0:07.003,2521,t,0,0,4
0:07.100,2556,t,0,0,4
0:07.158,2577,),0,0,2
0:07.358,2649,(,0,0,0
0:07.397,2663,p,0,0,0
0:07.450,2682,),0,0,0
0:07.472,2690,(,0,0,1
0:07.569,2725,N,0,0,0
0:07.619,2743,),0,0,1
0:07.703,2773,(,0,0,2
0:07.792,2805,t,0,0,0
0:07.892,2841,),0,0,2
0:08.072,2906,(,0,0,0
0:08.117,2922,p,0,0,0
0:08.172,2942,),0,0,0
0:08.192,2949,(,0,0,1
0:08.289,2984,N,0,0,0
0:08.339,3002,),0,0,1
0:08.467,3048,(,0,0,2
0:08.544,3076,t,0,0,0
0:08.589,3092,),0,0,2
0:08.628,3106,(,0,0,0
0:08.678,3124,p,0,0,0
0:08.764,3155,),0,0,0
0:08.911,3208,(,0,0,1
0:09.008,3243,N,0,0,0
0:09.056,3260,),0,0,1
0:09.072,3266,(,0,0,2
0:09.156,3296,t,0,0,4
0:09.386,3379,t,0,0,4
0:09.467,3408,),0,0,2
0:09.508,3423,(,0,0,0
0:09.550,3438,p,0,0,0
0:09.611,3460,),0,0,0
0:09.633,3468,(,0,0,1
0:09.728,3502,N,0,0,0
0:09.778,3520,),0,0,1
0:09.875,3555,(,0,0,2
0:09.986,3595,t,0,0,0
0:10.061,3622,),0,0,2
0:10.239,3686,(,0,0,0
0:10.286,3703,p,0,0,0
0:10.339,3722,),0,0,0
0:10.369,3733,(,0,0,1
0:10.450,3762,N,0,0,0
0:10.500,3780,),0,0,1
0:10.639,3830,(,0,0,2
0:10.703,3853,t,0,0,0
0:10.753,3871,),0,0,2
0:10.964,3947,(,0,0,0
0:11.000,3960,p,0,0,0
0:11.039,3974,),0,0,0
0:11.072,3986,(,0,0,1
0:11.183,4026,N,0,0,0
0:11.231,4043,),0,0,1
0:11.372,4094,(,0,0,2
0:11.442,4119,t,0,0,5
0:11.506,4142,t,0,0,5
0:11.583,4170,),0,0,2
0:11.728,4222,(,0,0,0
0:11.764,4235,p,0,0,0
0:11.814,4253,),0,0,0
0:11.839,4262,(,0,0,1
0:11.942,4299,N,0,0,0
0:11.989,4316,),0,0,1
0:12.097,4355,(,0,0,2
0:12.178,4384,t,0,0,5
0:12.267,4416,t,0,0,5
0:12.353,4447,),0,0,2
0:12.606,4538,(,0,0,1
0:12.692,4569,N,0,0,0
0:12.742,4587,),0,0,1
0:12.819,4615,(,0,0,2
0:12.911,4648,t,0,0,0
0:13.006,4682,),0,0,2
0:13.239,4766,(,0,0,0
0:13.281,4781,p,0,0,0
0:13.333,4800,),0,0,0
0:13.344,4804,(,0,0,1
0:13.444,4840,N,0,0,0
0:13.494,4858,),0,0,1
0:13.631,4907,(,0,0,2
0:13.706,4934,t,0,0,0
0:13.775,4959,),0,0,2
0:14.003,5041,(,0,0,0
0:14.039,5054,p,0,0,0
0:14.092,5073,),0,0,0
0:14.106,5078,(,0,0,1
0:14.206,5114,N,0,0,0
0:14.256,5132,),0,0,1
0:14.317,5154,(,0,0,2
0:14.367,5172,t,0,0,4
0:14.458,5205,t,0,0,4
0:14.531,5231,),0,0,2
0:14.758,5313,(,0,0,0
0:14.800,5328,p,0,0,0
0:14.847,5345,),0,0,0
0:14.867,5352,(,0,0,1
0:14.964,5387,N,0,0,0
0:15.011,5404,),0,0,1
0:15.111,5440,(,0,0,2
0:15.214,5477,t,0,0,5
0:15.303,5509,t,0,0,5
0:15.350,5526,),0,0,2
0:15.522,5588,(,0,0,0
0:15.561,5602,p,0,0,0
0:15.633,5628,),0,0,0
0:15.664,5639,(,0,0,1
0:15.725,5661,N,0,0,0
0:15.781,5681,),0,0,1
0:15.875,5715,(,0,0,2
0:15.964,5747,t,0,0,5
0:16.128,5806,t,0,0,5
0:16.161,5818,),0,0,2
