Col1,wPre,Type
0.009,0.81944444,/
0.023,0.86666667,/
0.038,0.88611111,/
0.052,0.85555556,/
0.067,0.82500000,f
0.080,0.82777778,/
0.094,0.80833333,/
0.108,0.84444444,/
0.122,0.82777778,/
0.136,0.85833333,/
0.150,0.85833333,/
0.164,0.86666667,/
0.179,0.82500000,/
0.192,0.78333333,/
0.205,0.79166667,/
0.219,0.83888889,/
0.233,0.87500000,/
0.247,0.90833333,/
0.262,0.84444444,/
0.276,0.81111111,/
0.290,0.80277778,/
0.303,0.84166667,/
0.317,0.83055556,/
0.331,0.86388889,/
0.346,0.86666667,/
0.360,0.84722222,/
0.374,0.83888889,/
0.388,0.81111111,/
0.402,0.78611111,/
0.415,0.83055556,/
0.429,0.83333333,/
0.442,0.90833333,/
0.458,0.85833333,/
0.472,0.83055556,/
0.486,0.79722222,/
0.499,0.80833333,/
0.512,0.81111111,/
0.526,0.86666667,/
0.540,0.90277778,/
0.555,0.84444444,/
0.570,0.83611111,/
0.583,0.81944444,/
0.597,0.78888889,/
0.610,0.83888889,/
0.624,0.58888889,V
0.634,0.89166667,/
0.649,0.86388889,/
0.663,0.85555556,/
0.678,0.83333333,/
0.691,0.79444444,/
0.705,0.78611111,/
0.718,0.82777778,/
0.732,0.89166667,/
0.746,0.88333333,/
0.761,0.81944444,/
0.775,0.83611111,/
0.789,0.80000000,/
0.802,0.79722222,/
0.815,0.86111111,/
0.830,0.84722222,/
0.844,0.85555556,/
0.858,0.86388889,/
0.873,0.83611111,/
0.886,0.81111111,/
0.900,0.78611111,/
0.913,0.81666667,/
0.927,0.85000000,/
0.941,0.88888889,/
0.956,0.86388889,/
0.970,0.83333333,/
0.984,0.80833333,/
0.997,0.77777778,/
1.010,0.85277778,/
1.025,0.86944444,/
1.039,0.88333333,/
1.054,0.85555556,/
1.068,0.84722222,/
1.082,0.81111111,/
1.096,0.80555556,/
1.109,0.83611111,/
1.123,0.82222222,/
1.137,0.86388889,/
1.151,0.87222222,/
1.166,0.85277778,/
1.180,0.82222222,/
1.194,0.78611111,/
1.207,0.81111111,/
1.220,0.83055556,/
1.234,0.86666667,/
1.249,0.87777778,/
1.263,0.85000000,/
1.277,0.80555556,/
1.291,0.81388889,/
1.304,0.82500000,/
1.318,0.82222222,f
1.332,0.58055556,V
1.341,0.89166667,f
1.356,0.66666667,V
1.367,0.88333333,/
1.382,0.83055556,/
1.396,0.79444444,/
1.409,0.81944444,/
1.423,0.79444444,f
1.446,0.93055556,f
1.462,0.68611111,V
1.473,0.85000000,f
1.487,0.65277778,V
1.498,0.85277778,f
1.513,0.62777778,V
1.538,0.88611111,/
1.553,0.81666667,/
1.566,0.86666667,/
1.581,0.83055556,/
1.595,0.80555556,/
1.608,0.80833333,/
1.621,0.81388889,/
1.635,0.83888889,/
1.649,0.85833333,/
1.663,0.86388889,/
1.678,0.83055556,/
1.692,0.79722222,/
1.705,0.78888889,/
1.718,0.81111111,/
1.732,0.90000000,/
1.747,0.87500000,/
1.761,0.83055556,/
1.775,0.83611111,/
1.789,0.80555556,/
1.802,0.80833333,/
1.816,0.84444444,/
1.830,0.85277778,/
1.844,0.87777778,/
1.859,0.85000000,/
1.873,0.68611111,V
1.884,0.83888889,f
1.898,0.83055556,/
1.912,0.80277778,/
1.926,0.85833333,/
1.940,0.87777778,/
1.954,0.85833333,/
1.969,0.85555556,/
1.983,0.81388889,/
1.997,0.78055556,/
2.010,0.83888889,/
2.024,0.89722222,/
2.039,0.91944444,/
2.054,0.85277778,/
2.068,0.85000000,/
2.082,0.80000000,/
2.096,0.81111111,/
2.109,0.86111111,/
2.123,0.86944444,/
2.138,0.86944444,/
2.152,0.87500000,/
2.167,0.85833333,/
2.181,0.82222222,/
2.195,0.77222222,/
2.208,0.80000000,/
2.221,0.83611111,/
2.235,0.87222222,/
2.250,0.88888889,/
2.264,0.85000000,/
2.279,0.80555556,/
2.292,0.80833333,/
2.306,0.83611111,/
2.319,0.84444444,/
2.334,0.86388889,/
2.348,0.86111111,/
2.362,0.83888889,/
2.376,0.84166667,/
2.390,0.81666667,/
2.404,0.80000000,/
2.417,0.83611111,/
2.431,0.86111111,/
2.446,0.88888889,/
2.460,0.85277778,/
2.475,0.81666667,/
2.488,0.79166667,/
2.501,0.80555556,/
2.515,0.82222222,/
2.529,0.88611111,/
2.543,0.88611111,/
2.558,0.83611111,/
2.572,0.83888889,/
2.586,0.82777778,/
2.600,0.79722222,/
2.613,0.82500000,/
2.627,0.83611111,/
2.641,0.87500000,/
2.655,0.85000000,f
2.669,0.56388889,V
2.679,0.85555556,f
2.693,0.75000000,N
2.706,0.81388889,f
2.719,0.86944444,/
2.734,0.89444444,/
2.749,0.88055556,/
2.763,0.83611111,/
2.777,0.82777778,/
2.791,0.79444444,/
2.804,0.81111111,/
2.818,0.85833333,/
2.832,0.85833333,/
2.846,0.85000000,/
2.861,0.86111111,/
2.875,0.84444444,/
2.889,0.79722222,/
2.902,0.80833333,/
2.916,0.81111111,/
2.929,0.85555556,/
2.944,0.90000000,/
2.959,0.85833333,/
2.973,0.83055556,/
2.987,0.78611111,f
3.000,0.77500000,f
3.013,0.79722222,N
3.026,0.55000000,V
3.035,0.95555556,/
3.051,0.85000000,/
3.065,0.85555556,/
3.079,0.81111111,/
3.093,0.79722222,f
3.118,0.70833333,N
3.130,0.53055556,V
3.154,0.86944444,/
3.169,0.84444444,/
3.183,0.81666667,/
3.196,0.78055556,/
3.209,0.81111111,/
3.223,0.81944444,/
3.236,0.86666667,/
3.251,0.87500000,/
3.266,0.85000000,/
3.280,0.80555556,/
3.293,0.80555556,/
3.307,0.82500000,/
3.320,0.83611111,/
3.334,0.85555556,/
3.348,0.85555556,/
3.363,0.83888889,/
3.377,0.82777778,f
3.391,0.83055556,/
3.404,0.76666667,f
3.417,0.81944444,f
3.431,0.80000000,N
3.444,0.60555556,V
3.454,0.92777778,f
3.470,0.82222222,f
3.483,0.80277778,f
3.497,0.52777778,V
3.506,0.85000000,/
3.520,0.83055556,/
3.534,0.90833333,/
3.549,0.85555556,/
3.563,0.83333333,/
3.577,0.83333333,/
3.591,0.82222222,/
3.604,0.79166667,f
3.618,0.83333333,/
3.632,0.84722222,/
3.646,0.87222222,/
3.660,0.86111111,/
3.675,0.83611111,/
3.688,0.80000000,/
3.702,0.81111111,/
3.715,0.80833333,/
3.729,0.88055556,/
3.743,0.89166667,/
3.758,0.85000000,/
3.772,0.82777778,/
3.786,0.82222222,/
3.800,0.79444444,/
3.813,0.83333333,/
3.827,0.88055556,/
3.842,0.88611111,/
3.857,0.84166667,/
3.871,0.85277778,/
3.885,0.82222222,/
3.899,0.82500000,/
3.912,0.81666667,/
3.926,0.83333333,f
3.940,0.56944444,V
3.949,0.90833333,f
3.964,0.71388889,V
3.976,0.85555556,f
3.991,0.82500000,/
4.004,0.80000000,/
4.018,0.86388889,/
4.032,0.90000000,/
4.047,0.86388889,/
4.061,0.85000000,/
4.076,0.83888889,/
4.090,0.80000000,/
4.103,0.81944444,/
4.117,0.82777778,/
4.130,0.86111111,/
4.145,0.86388889,/
4.159,0.86944444,/
4.174,0.83611111,/
4.188,0.81111111,/
4.201,0.79166667,/
4.214,0.83888889,/
4.228,0.85833333,/
4.243,0.89722222,/
4.258,0.85277778,/
4.272,0.83888889,/
4.286,0.77500000,f
4.299,0.80555556,f
4.312,0.53333333,V
4.321,0.89722222,/
4.336,0.65277778,V
4.347,0.90277778,f
4.375,0.79444444,N
4.388,0.78611111,N
4.401,0.80833333,f
4.415,0.74166667,N
4.427,0.50277778,V
4.451,0.87777778,/
4.466,0.85833333,/
4.480,0.80555556,/
4.494,0.78611111,/
4.507,0.80555556,/
4.520,0.84722222,/
4.534,0.91666667,/
4.549,0.86944444,/
4.564,0.83055556,/
4.578,0.83611111,/
4.592,0.82222222,/
4.605,0.82222222,/
4.619,0.81666667,/
4.633,0.87500000,/
4.647,0.86666667,/
4.662,0.86944444,/
4.676,0.84444444,/
4.690,0.80277778,/
4.704,0.78888889,/
4.717,0.82777778,/
4.731,0.91388889,/
4.746,0.89722222,/
4.761,0.83333333,/
4.775,0.82222222,/
4.788,0.80555556,/
4.802,0.80833333,/
4.815,0.84444444,/
4.829,0.87777778,/
4.844,0.87222222,/
4.859,0.85277778,/
4.873,0.83888889,f
4.896,0.84444444,/
4.911,0.66666667,V
4.922,0.88333333,/
4.936,0.65277778,V
4.963,0.85833333,f
4.977,0.58888889,V
4.987,0.87777778,/
5.001,0.78055556,/
5.014,0.84444444,/
5.028,0.88333333,/
5.043,0.87222222,/
5.058,0.81944444,/
5.071,0.83888889,/
5.085,0.80555556,/
5.099,0.80000000,/
5.112,0.81111111,/
5.126,0.83333333,/
5.139,0.84722222,/
5.154,0.87500000,/
5.168,0.83611111,/
5.182,0.81666667,f
5.196,0.78333333,f
5.209,0.48611111,V
5.217,0.87777778,/
5.231,0.71111111,V
5.243,0.92500000,f
5.259,0.82500000,f
5.272,0.82500000,f
5.286,0.79444444,f
5.299,0.83611111,/
5.313,0.83333333,/
5.327,0.85277778,/
5.342,0.87500000,/
5.356,0.85277778,/
5.370,0.82777778,/
5.384,0.82222222,/
5.398,0.80277778,/
5.411,0.82777778,/
5.425,0.83333333,/
5.439,0.88055556,/
5.454,0.87222222,/
5.468,0.85277778,/
5.482,0.79722222,/
5.496,0.78333333,/
5.509,0.81111111,/
5.522,0.85555556,/
5.536,0.91666667,/
5.552,0.86388889,/
5.566,0.80000000,/
5.579,0.85277778,/
5.594,0.82222222,/
5.607,0.81944444,/
5.621,0.84166667,/
5.635,0.86388889,/
5.649,0.86666667,/
5.664,0.85277778,/
5.678,0.83055556,/
5.692,0.79444444,/
5.705,0.81388889,/
5.719,0.82222222,/
5.732,0.90833333,/
5.748,0.90833333,/
5.763,0.85000000,/
5.777,0.81388889,/
5.790,0.80555556,/
5.804,0.76944444,f
5.817,0.58611111,V
5.826,0.94722222,f
5.842,0.83333333,V
5.856,0.88611111,/
5.871,0.84444444,/
5.885,0.82222222,/
5.899,0.79722222,/
5.912,0.82222222,/
5.926,0.84166667,/
5.940,0.88888889,/
5.955,0.86666667,/
5.969,0.85000000,/
5.983,0.80555556,/
5.997,0.78888889,/
6.010,0.80555556,/
6.023,0.89166667,/
6.038,0.91111111,/
6.053,0.85833333,/
6.067,0.84444444,/
6.082,0.81666667,/
6.095,0.79444444,/
6.108,0.83611111,/
6.122,0.86666667,/
6.137,0.88055556,/
6.151,0.85833333,/
6.166,0.87222222,/
6.180,0.81388889,/
6.194,0.80000000,/
6.207,0.80000000,/
6.221,0.84722222,/
6.235,0.72222222,V
6.247,0.93333333,/
6.262,0.72222222,V
6.274,0.46666667,V
6.282,0.85000000,/
6.296,0.78888889,/
6.309,0.85833333,/
6.324,0.86944444,/
6.338,0.90277778,/
6.353,0.86111111,/
6.368,0.85000000,/
6.382,0.81388889,/
6.395,0.80555556,/
6.409,0.81944444,/
6.422,0.85555556,/
6.437,0.89166667,/
6.452,0.54166667,V
6.461,0.90277778,/
6.476,0.84166667,/
6.490,0.79166667,/
6.503,0.80277778,/
6.516,0.82777778,/
6.530,0.89444444,/
6.545,1.00555556,/
6.562,0.85277778,/
6.576,0.80555556,/
6.589,0.81111111,/
6.603,0.85000000,/
6.617,0.85555556,/
6.631,0.88888889,/
6.646,0.89166667,/
6.661,0.83611111,/
6.675,0.84722222,/
6.689,0.81111111,/
6.702,0.80555556,/
6.716,0.81388889,/
6.729,0.87500000,/
6.744,0.93333333,/
6.760,0.85277778,/
6.774,0.81666667,/
6.787,0.79722222,/
6.801,0.79444444,/
6.814,0.82500000,f
6.837,0.92500000,f
6.853,0.69722222,V
6.864,0.88333333,/
6.879,0.71944444,V
6.891,0.85833333,/
6.905,0.66944444,V
