Elapsedtime,sample,Type,Sub,Chan,Num
0:00.453,163,(,0,0,0
0:00.497,179,p,0,0,0
0:00.553,199,),0,0,0
0:00.600,216,(,0,0,1
0:00.633,228,N,0,0,0
0:00.667,240,),0,0,1
0:00.864,311,(,0,0,2
0:00.922,332,t,0,0,0
0:00.997,359,),0,0,2
0:01.114,401,(,0,0,0
0:01.153,415,p,0,0,0
0:01.214,437,),0,0,0
0:01.225,441,(,0,0,1
0:01.292,465,N,0,0,0
0:01.317,474,),0,0,1
0:01.536,553,(,0,0,2
0:01.578,568,t,0,0,0
0:01.650,594,),0,0,2
0:01.786,643,(,0,0,0
0:01.819,655,p,0,0,0
0:01.883,678,),0,0,0
0:01.928,694,(,0,0,1
0:01.958,705,N,0,0,0
0:01.997,719,),0,0,1
0:02.192,789,(,0,0,2
0:02.244,808,t,0,0,0
0:02.311,832,),0,0,2
0:02.436,877,(,0,0,0
0:02.478,892,p,0,0,0
0:02.536,913,),0,0,0
0:02.589,932,(,0,0,1
0:02.619,943,N,0,0,0
0:02.658,957,),0,0,1
0:02.872,1034,(,0,0,2
0:02.919,1051,t,0,0,0
0:03.008,1083,),0,0,2
0:03.103,1117,(,0,0,0
0:03.147,1133,p,0,0,0
0:03.214,1157,),0,0,0
0:03.264,1175,(,0,0,1
0:03.297,1187,N,0,0,0
0:03.333,1200,),0,0,1
0:03.547,1277,(,0,0,2
0:03.597,1295,t,0,0,0
0:03.686,1327,),0,0,2
0:03.789,1364,(,0,0,0
0:03.833,1380,p,0,0,0
0:03.897,1403,),0,0,0
0:03.942,1419,(,0,0,1
0:03.972,1430,N,0,0,0
0:04.006,1442,),0,0,1
0:04.211,1516,(,0,0,2
0:04.256,1532,t,0,0,0
0:04.356,1568,),0,0,2
0:04.450,1602,(,0,0,0
0:04.497,1619,p,0,0,0
0:04.556,1640,),0,0,0
0:04.606,1658,(,0,0,1
0:04.639,1670,N,0,0,0
0:04.664,1679,),0,0,1
0:04.869,1753,(,0,0,2
0:04.922,1772,t,0,0,0
0:04.989,1796,),0,0,2
0:05.108,1839,(,0,0,0
0:05.144,1852,p,0,0,0
0:05.203,1873,),0,0,0
0:05.222,1880,(,0,0,1
0:05.281,1901,N,0,0,0
0:05.319,1915,),0,0,1
0:05.519,1987,(,0,0,2
0:05.575,2007,t,0,0,0
0:05.647,2033,),0,0,2
0:05.767,2076,(,0,0,0
0:05.811,2092,p,0,0,0
0:05.872,2114,),0,0,0
0:05.889,2120,(,0,0,1
0:05.956,2144,N,0,0,0
0:05.981,2153,),0,0,1
0:06.206,2234,(,0,0,2
0:06.261,2254,t,0,0,0
0:06.344,2284,),0,0,2
0:06.458,2325,(,0,0,0
0:06.506,2342,p,0,0,0
0:06.558,2361,),0,0,0
0:06.614,2381,(,0,0,1
0:06.644,2392,N,0,0,0
0:06.678,2404,),0,0,1
0:06.883,2478,(,0,0,2
0:06.933,2496,t,0,0,0
0:07.033,2532,),0,0,2
0:07.128,2566,(,0,0,0
0:07.175,2583,p,0,0,0
0:07.239,2606,),0,0,0
0:07.258,2613,(,0,0,1
0:07.319,2635,N,0,0,0
0:07.344,2644,),0,0,1
0:07.556,2720,(,0,0,2
0:07.617,2742,t,0,0,0
0:07.689,2768,),0,0,2
0:07.811,2812,(,0,0,0
0:07.842,2823,p,0,0,0
0:07.897,2843,),0,0,0
0:07.947,2861,(,0,0,1
0:07.978,2872,N,0,0,0
0:08.003,2881,),0,0,1
0:08.222,2960,(,0,0,2
0:08.269,2977,t,0,0,0
0:08.353,3007,),0,0,2
0:08.461,3046,(,0,0,0
0:08.508,3063,p,0,0,0
0:08.561,3082,),0,0,0
0:08.614,3101,(,0,0,1
0:08.644,3112,N,0,0,0
0:08.678,3124,),0,0,1
0:08.889,3200,(,0,0,2
0:08.936,3217,t,0,0,0
0:09.006,3242,),0,0,2
0:09.128,3286,(,0,0,0
0:09.175,3303,p,0,0,0
0:09.231,3323,),0,0,0
0:09.283,3342,(,0,0,1
0:09.314,3353,N,0,0,0
0:09.347,3365,),0,0,1
0:09.550,3438,(,0,0,2
0:09.600,3456,t,0,0,0
0:09.689,3488,),0,0,2
0:09.792,3525,(,0,0,0
0:09.836,3541,p,0,0,0
0:09.894,3562,),0,0,0
0:09.950,3582,(,0,0,1
0:09.981,3593,N,0,0,0
0:10.006,3602,),0,0,1
0:10.228,3682,(,0,0,2
0:10.275,3699,t,0,0,0
0:10.353,3727,),0,0,2
0:10.481,3773,(,0,0,0
0:10.519,3787,p,0,0,0
0:10.583,3810,),0,0,0
0:10.631,3827,(,0,0,1
0:10.664,3839,N,0,0,0
0:10.697,3851,),0,0,1
0:10.919,3931,(,0,0,2
0:10.967,3948,t,0,0,0
0:11.061,3982,),0,0,2
0:11.161,4018,(,0,0,0
0:11.203,4033,p,0,0,0
0:11.264,4055,),0,0,0
0:11.308,4071,(,0,0,1
0:11.342,4083,N,0,0,0
0:11.375,4095,),0,0,1
0:11.586,4171,(,0,0,2
0:11.631,4187,t,0,0,0
0:11.722,4220,),0,0,2
0:11.825,4257,(,0,0,0
0:11.869,4273,p,0,0,0
0:11.925,4293,),0,0,0
0:11.975,4311,(,0,0,1
0:12.008,4323,N,0,0,0
0:12.033,4332,),0,0,1
0:12.244,4408,(,0,0,2
0:12.294,4426,t,0,0,0
0:12.367,4452,),0,0,2
0:12.486,4495,(,0,0,0
0:12.528,4510,p,0,0,0
0:12.583,4530,),0,0,0
0:12.633,4548,(,0,0,1
0:12.667,4560,N,0,0,0
0:12.703,4573,),0,0,1
0:12.919,4651,(,0,0,2
0:12.969,4669,t,0,0,0
0:13.061,4702,),0,0,2
0:13.158,4737,(,0,0,0
0:13.200,4752,p,0,0,0
0:13.261,4774,),0,0,0
0:13.314,4793,(,0,0,1
0:13.347,4805,N,0,0,0
0:13.372,4814,),0,0,1
0:13.606,4898,(,0,0,2
0:13.664,4919,t,0,0,0
0:13.764,4955,),0,0,2
0:13.861,4990,(,0,0,0
0:13.911,5008,p,0,0,0
0:13.969,5029,),0,0,0
0:14.017,5046,(,0,0,1
0:14.050,5058,N,0,0,0
0:14.083,5070,),0,0,1
0:14.292,5145,(,0,0,2
0:14.344,5164,t,0,0,0
0:14.447,5201,),0,0,2
0:14.536,5233,(,0,0,0
0:14.581,5249,p,0,0,0
0:14.644,5272,),0,0,0
0:14.694,5290,(,0,0,1
0:14.725,5301,N,0,0,0
0:14.750,5310,),0,0,1
0:14.961,5386,(,0,0,2
0:15.019,5407,t,0,0,0
0:15.128,5446,),0,0,2
0:15.211,5476,(,0,0,0
0:15.253,5491,p,0,0,0
0:15.314,5513,),0,0,0
0:15.361,5530,(,0,0,1
0:15.394,5542,N,0,0,0
0:15.419,5551,),0,0,1
0:15.633,5628,(,0,0,2
0:15.689,5648,t,0,0,0
0:15.792,5685,),0,0,2
0:15.875,5715,(,0,0,0
0:15.917,5730,p,0,0,0
0:15.972,5750,),0,0,0
0:16.028,5770,(,0,0,1
0:16.061,5782,N,0,0,0
0:16.086,5791,),0,0,1
0:16.308,5871,(,0,0,2
0:16.361,5890,t,0,0,0
0:16.456,5924,),0,0,2
0:16.561,5962,(,0,0,0
0:16.600,5976,p,0,0,0
0:16.653,5995,),0,0,0
0:16.697,6011,(,0,0,1
0:16.731,6023,N,0,0,0
0:16.767,6036,),0,0,1
0:16.975,6111,(,0,0,2
0:17.025,6129,t,0,0,0
0:17.128,6166,),0,0,2
0:17.219,6199,(,0,0,0
0:17.258,6213,p,0,0,0
0:17.322,6236,),0,0,0
0:17.369,6253,(,0,0,1
0:17.403,6265,N,0,0,0
0:17.439,6278,),0,0,1
0:17.653,6355,(,0,0,2
0:17.706,6374,t,0,0,0
0:17.783,6402,),0,0,2
0:17.897,6443,(,0,0,0
0:17.944,6460,p,0,0,0
0:18.003,6481,),0,0,0
0:18.058,6501,(,0,0,1
0:18.092,6513,N,0,0,0
0:18.117,6522,),0,0,1
0:18.336,6601,(,0,0,2
0:18.394,6622,t,0,0,0
0:18.494,6658,),0,0,2
0:18.572,6686,(,0,0,0
0:18.617,6702,p,0,0,0
0:18.672,6722,),0,0,0
0:18.722,6740,(,0,0,1
0:18.756,6752,N,0,0,0
0:18.789,6764,),0,0,1
0:19.003,6841,(,0,0,2
0:19.058,6861,t,0,0,0
0:19.167,6900,),0,0,2
0:19.239,6926,(,0,0,0
0:19.283,6942,p,0,0,0
0:19.342,6963,),0,0,0
0:19.386,6979,(,0,0,1
0:19.417,6990,N,0,0,0
0:19.453,7003,),0,0,1
0:19.658,7077,(,0,0,2
0:19.711,7096,t,0,0,0
0:19.794,7126,),0,0,2
0:19.892,7161,(,0,0,0
0:19.933,7176,p,0,0,0
0:19.994,7198,),0,0,0
0:20.042,7215,(,0,0,1
0:20.075,7227,N,0,0,0
0:20.100,7236,),0,0,1
0:20.314,7313,(,0,0,2
0:20.372,7334,t,0,0,0
0:20.436,7357,),0,0,2
0:20.564,7403,(,0,0,0
0:20.608,7419,p,0,0,0
0:20.667,7440,),0,0,0
0:20.719,7459,(,0,0,1
0:20.750,7470,N,0,0,0
0:20.775,7479,),0,0,1
0:21.000,7560,(,0,0,2
0:21.053,7579,t,0,0,0
0:21.158,7617,),0,0,2
0:21.233,7644,(,0,0,0
0:21.275,7659,p,0,0,0
0:21.331,7679,),0,0,0
0:21.381,7697,(,0,0,1
0:21.411,7708,N,0,0,0
0:21.444,7720,),0,0,1
0:21.653,7795,(,0,0,2
0:21.708,7815,t,0,0,0
0:21.767,7836,),0,0,2
0:21.894,7882,(,0,0,0
0:21.933,7896,p,0,0,0
0:21.994,7918,),0,0,0
0:22.042,7935,(,0,0,1
0:22.075,7947,N,0,0,0
0:22.108,7959,),0,0,1
0:22.311,8032,(,0,0,2
0:22.361,8050,t,0,0,0
0:22.439,8078,),0,0,2
0:22.536,8113,(,0,0,0
0:22.581,8129,p,0,0,0
0:22.639,8150,),0,0,0
0:22.692,8169,(,0,0,1
0:22.722,8180,N,0,0,0
0:22.747,8189,),0,0,1
0:22.964,8267,(,0,0,2
0:23.017,8286,t,0,0,0
0:23.103,8317,),0,0,2
0:23.203,8353,(,0,0,0
0:23.244,8368,p,0,0,0
0:23.300,8388,),0,0,0
0:23.353,8407,(,0,0,1
0:23.386,8419,N,0,0,0
0:23.419,8431,),0,0,1
0:23.631,8507,(,0,0,2
0:23.686,8527,t,0,0,0
0:23.764,8555,),0,0,2
0:23.864,8591,(,0,0,0
0:23.903,8605,p,0,0,0
0:23.961,8626,),0,0,0
0:23.972,8630,(,0,0,1
0:24.036,8653,N,0,0,0
0:24.061,8662,),0,0,1
0:24.278,8740,(,0,0,2
0:24.342,8763,t,0,0,0
0:24.436,8797,),0,0,2
0:24.531,8831,(,0,0,0
0:24.572,8846,p,0,0,0
0:24.633,8868,),0,0,0
0:24.683,8886,(,0,0,1
0:24.717,8898,N,0,0,0
0:24.750,8910,),0,0,1
0:24.953,8983,(,0,0,2
0:25.008,9003,t,0,0,0
0:25.100,9036,),0,0,2
0:25.197,9071,(,0,0,0
0:25.242,9087,p,0,0,0
0:25.300,9108,),0,0,0
0:25.356,9128,(,0,0,1
0:25.386,9139,N,0,0,0
0:25.411,9148,),0,0,1
0:25.628,9226,(,0,0,2
0:25.681,9245,t,0,0,0
0:25.761,9274,),0,0,2
0:25.858,9309,(,0,0,0
0:25.900,9324,p,0,0,0
0:25.961,9346,),0,0,0
