Col1,wPre,Type
0.006,0.71666667,N
0.018,0.72777778,N
0.030,0.68888889,N
0.041,0.71388889,N
0.053,0.67777778,N
0.064,0.70833333,N
0.076,0.67500000,N
0.088,0.71111111,N
0.099,0.68055556,N
0.111,0.66111111,N
0.122,0.69444444,N
0.133,0.68888889,N
0.145,0.69166667,N
0.156,0.68055556,N
0.168,0.69166667,N
0.179,0.68888889,N
0.191,0.69166667,N
0.202,0.71111111,N
0.214,0.68611111,N
0.226,0.68888889,N
0.237,0.67222222,N
0.248,0.71111111,N
0.260,0.68888889,N
0.272,0.67777778,N
0.283,0.70000000,N
0.294,0.69166667,N
0.306,0.70000000,N
0.318,0.70833333,N
0.329,0.72222222,N
0.342,0.71111111,N
0.353,0.70555556,N
0.365,0.73055556,N
0.377,0.70833333,N
0.389,0.70277778,N
0.401,0.69444444,N
0.412,0.72222222,N
0.424,0.71111111,N
0.436,0.70277778,N
0.448,0.73055556,N
0.460,0.70833333,N
0.472,0.69444444,N
0.484,0.71388889,N
0.495,0.72222222,N
0.507,0.71666667,N
0.519,0.68055556,N
0.531,0.74166667,N
0.543,0.68055556,N
0.554,0.70833333,N
0.566,0.71666667,N
0.578,0.70833333,N
0.590,0.70277778,N
0.602,0.69722222,N
0.613,0.73055556,N
0.626,0.69444444,N
0.637,0.69722222,N
0.649,0.68055556,N
0.660,0.68888889,N
0.672,0.69722222,N
0.683,0.67500000,N
0.694,0.72222222,N
0.706,0.69166667,N
0.718,0.69444444,N
0.730,0.70833333,N
0.741,0.70833333,N
0.753,0.71944444,N
0.765,0.69722222,N
0.777,0.70833333,N
0.789,0.68888889,N
0.800,0.70277778,N
0.812,0.70833333,N
0.824,0.71944444,N
0.836,0.68333333,N
0.847,0.69722222,N
0.859,0.70833333,N
0.870,0.69166667,N
0.882,0.70833333,N
0.894,0.68611111,N
0.905,0.70833333,N
0.917,0.69444444,N
0.929,0.71388889,N
0.940,0.72500000,N
0.953,0.71666667,N
0.964,0.70833333,N
0.976,0.71388889,N
0.988,0.71111111,N
1.000,0.71388889,N
1.012,0.69722222,N
1.024,0.71666667,N
1.036,0.67777778,N
1.047,0.70555556,N
1.059,0.69722222,N
1.070,0.71388889,N
1.082,0.68611111,N
1.094,0.68888889,N
1.105,0.71111111,N
1.117,0.68333333,N
1.128,0.71111111,N
1.140,0.68333333,N
1.151,0.70000000,N
1.163,0.68888889,N
1.175,0.70555556,N
1.186,0.70000000,N
1.198,0.68611111,N
1.209,0.68055556,N
1.221,0.68888889,N
1.232,0.69444444,N
1.244,0.68611111,N
1.255,0.68333333,N
1.267,0.68888889,N
1.278,0.68888889,N
1.290,0.69444444,N
1.301,0.68611111,N
1.313,0.70833333,N
1.324,0.69166667,N
1.336,0.69444444,N
1.348,0.70000000,N
1.359,0.69444444,N
1.371,0.71111111,N
1.383,0.67777778,N
1.394,0.69722222,N
1.406,0.68333333,N
1.417,0.69166667,N
1.429,0.69166667,N
1.440,0.69444444,N
1.452,0.67777778,N
1.463,0.68888889,N
1.474,0.69166667,N
1.486,0.68888889,N
1.497,0.69444444,N
1.509,0.67500000,N
1.520,0.68333333,N
1.532,0.69444444,N
1.543,0.68888889,N
1.555,0.69166667,N
1.566,0.69444444,N
1.578,0.67500000,N
1.589,0.67500000,N
1.600,0.69722222,N
1.612,0.67500000,N
1.623,0.67500000,N
1.634,0.67500000,N
1.646,0.67500000,N
1.657,0.68333333,N
1.668,0.68611111,N
1.680,0.70277778,N
1.691,0.69166667,N
1.703,0.68611111,N
1.714,0.69166667,N
1.726,0.70277778,N
1.738,0.70000000,N
1.749,0.68055556,N
1.761,0.70555556,N
1.772,0.70277778,N
1.784,0.68888889,N
1.796,0.71388889,N
1.808,0.70277778,N
1.819,0.70000000,N
1.831,0.68333333,N
1.842,0.71388889,N
1.854,0.69722222,N
1.866,0.69722222,N
1.877,0.69722222,N
1.889,0.70555556,N
1.901,0.70277778,N
1.913,0.68333333,N
1.924,0.72500000,N
1.936,0.68611111,N
1.947,0.69166667,N
1.959,0.71111111,N
1.971,0.70277778,N
1.982,0.70000000,N
1.994,0.68055556,N
2.006,0.70555556,N
2.017,0.67777778,N
2.029,0.70000000,N
2.040,0.68888889,N
2.052,0.68611111,N
2.063,0.69166667,N
2.075,0.68055556,N
2.086,0.71944444,N
2.098,0.69444444,N
2.110,0.69444444,N
2.121,0.69444444,N
2.133,0.70555556,N
2.144,0.69166667,N
2.156,0.70277778,N
2.168,0.72500000,N
2.180,0.70555556,N
2.192,0.70000000,N
2.203,0.71666667,N
2.215,0.72500000,N
2.227,0.70555556,N
2.239,0.68611111,N
2.250,0.72222222,N
2.263,0.70000000,N
2.274,0.70833333,N
2.286,0.72777778,N
2.298,0.71111111,N
2.310,0.69722222,N
2.322,0.70277778,N
2.333,0.73888889,N
2.346,0.70833333,N
2.357,0.71666667,N
2.369,0.71944444,N
2.381,0.71388889,N
2.393,0.70833333,N
2.405,0.71666667,N
2.417,0.72500000,N
2.429,0.70555556,N
2.441,0.71111111,N
2.453,0.71944444,N
2.465,0.71388889,N
2.477,0.70277778,N
2.488,0.67500000,N
2.500,0.70000000,N
2.511,0.68611111,N
2.523,0.68888889,N
2.534,0.70833333,N
2.546,0.69444444,N
2.558,0.69166667,N
2.569,0.69444444,N
2.581,0.70555556,N
2.592,0.69166667,N
2.604,0.70000000,N
2.616,0.69722222,N
2.627,0.70277778,N
2.639,0.70000000,N
2.651,0.69722222,N
2.662,0.71666667,N
2.674,0.69166667,N
2.686,0.70277778,N
2.697,0.70555556,N
2.709,0.69722222,N
2.721,0.70833333,N
2.733,0.69166667,N
2.744,0.71111111,N
2.756,0.69722222,N
2.768,0.70000000,N
2.779,0.70000000,N
2.791,0.70555556,N
2.803,0.69166667,N
2.814,0.68888889,N
2.826,0.71111111,N
2.837,0.68611111,N
2.849,0.70000000,N
2.861,0.68333333,N
2.872,0.69722222,N
2.884,0.70555556,N
2.895,0.69722222,N
2.907,0.71388889,N
2.919,0.69166667,N
2.930,0.70555556,N
2.942,0.71111111,N
2.954,0.73055556,N
2.966,0.71944444,N
2.978,0.70555556,N
2.990,0.71666667,N
3.002,0.71944444,N
3.014,0.70555556,N
3.026,0.71666667,N
3.038,0.71666667,N
3.050,0.71111111,N
3.061,0.70555556,N
3.073,0.73611111,N
3.085,0.71388889,N
3.097,0.71666667,N
3.109,0.72500000,N
3.121,0.71388889,N
3.133,0.73333333,N
3.145,0.71944444,N
3.157,0.73333333,N
3.170,0.71666667,N
3.182,0.71666667,N
3.194,0.74166667,N
3.206,0.72777778,N
3.218,0.72500000,N
3.230,0.70833333,N
3.242,0.71666667,N
3.254,0.70555556,N
3.266,0.71388889,N
3.278,0.71944444,N
3.290,0.70833333,N
3.301,0.68333333,N
3.313,0.73055556,N
3.325,0.69722222,N
3.337,0.71388889,N
3.348,0.69166667,N
3.360,0.71944444,N
3.372,0.71111111,N
3.384,0.70000000,N
3.395,0.72777778,N
3.408,0.69166667,N
3.419,0.70000000,N
3.431,0.69166667,N
3.442,0.70833333,N
3.454,0.68888889,N
3.466,0.66944444,N
3.477,0.70555556,N
3.489,0.68888889,N
3.500,0.68888889,N
3.511,0.70277778,N
3.523,0.71666667,N
3.535,0.71111111,N
3.547,0.70555556,N
3.559,0.73888889,N
3.571,0.71388889,N
3.583,0.70833333,N
3.595,0.69722222,N
3.606,0.71111111,N
3.618,0.71111111,N
3.630,0.70000000,N
3.642,0.73055556,N
3.654,0.69166667,N
3.665,0.68611111,N
3.677,0.72222222,N
3.689,0.70555556,N
3.701,0.70277778,N
3.712,0.68611111,N
3.724,0.71944444,N
3.736,0.70277778,N
3.748,0.71666667,N
3.759,0.72777778,N
3.772,0.72222222,N
3.784,0.69166667,N
3.795,0.71388889,N
3.807,0.72222222,N
3.819,0.71111111,N
3.831,0.69444444,N
3.843,0.71388889,N
3.854,0.70277778,N
3.866,0.70833333,N
3.878,0.70833333,N
3.890,0.73055556,N
3.902,0.69444444,N
3.914,0.71111111,N
3.925,0.74166667,N
3.938,0.72777778,N
3.950,0.73055556,N
3.962,0.71111111,N
3.974,0.73055556,N
3.986,0.70277778,N
3.998,0.73055556,N
4.010,0.74166667,N
4.022,0.73055556,N
4.034,0.71944444,N
4.046,0.74166667,N
4.059,0.71944444,N
4.071,0.72500000,N
4.083,0.70555556,N
4.095,0.72222222,N
4.107,0.71388889,N
4.119,0.70833333,N
4.130,0.73611111,N
4.143,0.70000000,N
4.154,0.71944444,N
4.166,0.70555556,N
4.178,0.72777778,N
4.190,0.70000000,N
4.202,0.70277778,N
4.214,0.70000000,N
4.225,0.69444444,N
4.237,0.69166667,N
4.248,0.69722222,N
4.260,0.69166667,N
4.272,0.68333333,N
4.283,0.68611111,N
4.294,0.70000000,N
4.306,0.68611111,N
4.317,0.70000000,N
4.329,0.67222222,N
4.340,0.69166667,N
4.352,0.66944444,N
4.363,0.68888889,N
4.374,0.67500000,N
4.386,0.68055556,N
4.397,0.67500000,N
4.408,0.67222222,N
4.420,0.69444444,N
4.431,0.67222222,N
4.442,0.68888889,N
4.454,0.66388889,N
4.465,0.68333333,N
4.476,0.68055556,N
4.488,0.68333333,N
4.499,0.67777778,N
4.510,0.68888889,N
4.522,0.66388889,N
4.533,0.68333333,N
4.544,0.68888889,N
4.556,0.68333333,N
4.567,0.68888889,N
4.579,0.67500000,N
4.590,0.68611111,N
4.601,0.70833333,N
4.613,0.70277778,N
4.625,0.70833333,N
4.637,0.68888889,N
4.648,0.70000000,N
4.660,0.68888889,N
4.671,0.71111111,N
4.683,0.71388889,N
4.695,0.69166667,N
4.706,0.71388889,N
4.718,0.69166667,N
4.730,0.71666667,N
4.742,0.69166667,N
4.753,0.72500000,N
4.765,0.69722222,N
4.777,0.69166667,N
4.789,0.71388889,N
4.801,0.70277778,N
4.812,0.70000000,N
4.824,0.66944444,N
4.835,0.69444444,N
4.847,0.67500000,N
4.858,0.68333333,N
4.869,0.69722222,N
4.881,0.67777778,N
4.892,0.68333333,N
4.904,0.67222222,N
4.915,0.69444444,N
4.926,0.68611111,N
4.938,0.67222222,N
4.949,0.67777778,N
4.960,0.68055556,N
4.972,0.68055556,N
4.983,0.66388889,N
4.994,0.70555556,N
5.006,0.67222222,N
5.017,0.67222222,N
5.028,0.68611111,N
5.040,0.70000000,N
5.051,0.67777778,N
5.063,0.66388889,N
5.074,0.69722222,N
5.085,0.67500000,N
5.097,0.67777778,N
5.108,0.68611111,N
5.119,0.70277778,N
5.131,0.69166667,N
5.143,0.67777778,N
5.154,0.72777778,N
5.166,0.69722222,N
5.178,0.70833333,N
5.189,0.68611111,N
5.201,0.71944444,N
5.213,0.70000000,N
5.224,0.71388889,N
5.236,0.72222222,N
5.248,0.70555556,N
5.260,0.70277778,N
5.272,0.71666667,N
5.284,0.71944444,N
5.296,0.71944444,N
5.308,0.68888889,N
5.319,0.71944444,N
5.331,0.69444444,N
5.343,0.70555556,N
5.355,0.72500000,N
5.367,0.70833333,N
5.378,0.70277778,N
5.390,0.70000000,N
5.402,0.73333333,N
5.414,0.71111111,N
5.426,0.70000000,N
5.438,0.71111111,N
5.449,0.70555556,N
5.461,0.70555556,N
5.473,0.73055556,N
5.485,0.73611111,N
5.497,0.70833333,N
5.509,0.71944444,N
5.521,0.74166667,N
5.534,0.73055556,N
5.546,0.70277778,N
5.557,0.72777778,N
5.570,0.69444444,N
5.581,0.71388889,N
5.593,0.71111111,N
5.605,0.73055556,N
5.617,0.70833333,N
5.629,0.70833333,N
5.641,0.71388889,N
5.653,0.70833333,N
5.664,0.70000000,N
5.676,0.66944444,N
5.687,0.71666667,N
5.699,0.67777778,N
5.710,0.69166667,N
5.722,0.70000000,N
5.734,0.70555556,N
5.745,0.68888889,N
5.757,0.70277778,N
5.769,0.71388889,N
5.781,0.69444444,N
5.792,0.70000000,N
5.804,0.68333333,N
5.815,0.68611111,N
5.827,0.69166667,N
5.838,0.68333333,N
5.849,0.70833333,N
5.861,0.66944444,N
5.872,0.68888889,N
5.884,0.68611111,N
5.895,0.70555556,N
5.907,0.69444444,N
5.919,0.69166667,N
5.930,0.71111111,N
5.942,0.67222222,N
5.953,0.71111111,N
5.965,0.68888889,N
5.977,0.71666667,N
5.989,0.68333333,N
6.000,0.68888889,N
6.011,0.70833333,N
6.023,0.69722222,N
6.035,0.70000000,N
6.047,0.68611111,N
6.058,0.70000000,N
6.070,0.69444444,N
6.081,0.70000000,N
6.093,0.71111111,N
6.105,0.70000000,N
6.116,0.71111111,N
6.128,0.69166667,N
6.140,0.71388889,N
6.152,0.69444444,N
6.163,0.69444444,N
6.175,0.70000000,N
6.186,0.67222222,N
6.198,0.70000000,N
6.209,0.68333333,N
6.221,0.70000000,N
6.232,0.68611111,N
6.244,0.67777778,N
6.255,0.69722222,N
6.267,0.69722222,N
6.278,0.69166667,N
6.290,0.68333333,N
6.301,0.69166667,N
6.313,0.69166667,N
6.324,0.69444444,N
6.336,0.70555556,N
6.348,0.69444444,N
6.359,0.70555556,N
6.371,0.69166667,N
6.383,0.70277778,N
6.394,0.69444444,N
6.406,0.69722222,N
6.417,0.67777778,N
6.429,0.69722222,N
6.440,0.68611111,N
6.452,0.68611111,N
6.463,0.69166667,N
6.475,0.69722222,N
6.486,0.68333333,N
6.498,0.68333333,N
6.509,0.70833333,N
6.521,0.69166667,N
6.532,0.68611111,N
6.544,0.70277778,N
6.556,0.68888889,N
6.567,0.68333333,N
6.579,0.69444444,N
6.590,0.70555556,N
6.602,0.68333333,N
6.613,0.66944444,N
6.624,0.69722222,N
6.636,0.68888889,N
6.647,0.69722222,N
6.659,0.67222222,N
6.670,0.70833333,N
6.682,0.69722222,N
6.694,0.69444444,N
6.705,0.71388889,N
6.717,0.70555556,N
6.729,0.70833333,N
6.741,0.70000000,N
6.752,0.73888889,N
6.765,0.71944444,N
6.777,0.71111111,N
6.789,0.71944444,N
6.801,0.71944444,N
6.813,0.70277778,N
6.824,0.72222222,N
6.836,0.70833333,N
6.848,0.70555556,N
6.860,0.68888889,N
6.871,0.73611111,N
6.884,0.70555556,N
6.895,0.71388889,N
6.907,0.70000000,N
6.919,0.71666667,N
6.931,0.70833333,N
6.943,0.71944444,N
6.955,0.74166667,N
6.967,0.71944444,N
6.979,0.70833333,N
6.991,0.73611111,N
7.003,0.72500000,N
7.015,0.71944444,N
7.027,0.69722222,N
7.039,0.71944444,N
7.051,0.71111111,N
7.063,0.71666667,N
7.075,0.73888889,N
7.087,0.71111111,N
7.099,0.71388889,N
7.111,0.71944444,N
7.123,0.71944444,N
7.135,0.71388889,N
7.147,0.69444444,N
7.158,0.72500000,N
7.170,0.70555556,N
7.182,0.70555556,N
7.194,0.72777778,N
7.206,0.71111111,N
7.218,0.71388889,N
7.230,0.70555556,N
7.241,0.72777778,N
7.254,0.69444444,N
7.265,0.69166667,N
7.277,0.70000000,N
7.288,0.69722222,N
7.300,0.67500000,N
7.311,0.70277778,N
7.323,0.69444444,N
7.334,0.69166667,N
7.346,0.68333333,N
7.357,0.71666667,N
7.369,0.69166667,N
7.381,0.69722222,N
7.392,0.66388889,N
7.404,0.71666667,N
7.415,0.68055556,N
7.427,0.68611111,N
7.438,0.70277778,N
7.450,0.70000000,N
7.462,0.69444444,N
7.473,0.69444444,N
7.485,0.71666667,N
7.497,0.70277778,N
7.508,0.70555556,N
7.520,0.69722222,N
7.532,0.70277778,N
7.544,0.70833333,N
7.555,0.71666667,N
7.567,0.71666667,N
7.579,0.70277778,N
7.591,0.70555556,N
7.603,0.72500000,N
7.615,0.71666667,N
7.627,0.71388889,N
7.639,0.69166667,N
7.650,0.71944444,N
7.662,0.68611111,N
7.674,0.70833333,N
7.685,0.71388889,N
7.697,0.70277778,N
7.709,0.70833333,N
7.721,0.69444444,N
7.732,0.72777778,N
7.744,0.69444444,N
7.756,0.71111111,N
7.768,0.69166667,N
7.779,0.69722222,N
7.791,0.70000000,N
7.803,0.70833333,N
7.815,0.71388889,N
7.826,0.70277778,N
7.838,0.70000000,N
7.850,0.70833333,N
7.862,0.71111111,N
7.873,0.71388889,N
7.885,0.70555556,N
7.897,0.71388889,N
7.909,0.71111111,N
7.921,0.71111111,N
7.933,0.72222222,N
7.945,0.70555556,N
7.957,0.72777778,N
7.969,0.71388889,N
7.981,0.74444444,N
7.993,0.72500000,N
8.005,0.71111111,N
8.017,0.72500000,N
8.029,0.70833333,N
8.041,0.72500000,N
8.053,0.70555556,N
8.065,0.72222222,N
8.077,0.70277778,N
8.088,0.70555556,N
8.100,0.71944444,N
8.112,0.71666667,N
8.124,0.70555556,N
8.136,0.70000000,N
8.148,0.71388889,N
8.159,0.71111111,N
8.171,0.71111111,N
8.183,0.72777778,N
8.195,0.70833333,N
8.207,0.70833333,N
8.219,0.73055556,N
8.231,0.71666667,N
8.243,0.71388889,N
8.255,0.69722222,N
8.266,0.70833333,N
8.278,0.70833333,N
8.290,0.70555556,N
8.302,0.71944444,N
8.314,0.70833333,N
8.326,0.70555556,N
8.337,0.71944444,N
8.349,0.72777778,N
8.362,0.71944444,N
8.374,0.70277778,N
8.385,0.71666667,N
8.397,0.70833333,N
8.409,0.71666667,N
8.421,0.73055556,N
8.433,0.72500000,N
8.445,0.71944444,N
8.457,0.70833333,N
8.469,0.73888889,N
8.481,0.72500000,N
8.493,0.70833333,N
8.505,0.73611111,N
8.517,0.71944444,N
8.529,0.72500000,N
8.542,0.74444444,N
8.554,0.74444444,N
8.566,0.74166667,N
8.579,0.73888889,N
8.591,0.75277778,N
8.604,0.74722222,N
8.616,0.71111111,N
8.628,0.75000000,N
8.640,0.73333333,N
8.653,0.72222222,N
8.665,0.74166667,N
8.677,0.72222222,N
8.689,0.71666667,N
8.701,0.71666667,N
