Col1,wPre,Type
0.016,1.09444444,N
0.034,1.14722222,N
0.053,1.16944444,N
0.073,1.12222222,N
0.092,1.06944444,N
0.109,1.08888889,N
0.128,1.13888889,N
0.147,1.17222222,N
0.166,1.15833333,N
0.185,1.09444444,N
0.204,1.10833333,N
0.222,1.11388889,N
0.241,1.14722222,N
0.260,1.11666667,N
0.278,1.08611111,N
0.297,1.08888889,N
0.315,1.09166667,N
0.333,1.15555556,N
0.352,1.20555556,N
0.372,1.16666667,N
0.392,1.10000000,N
0.410,1.11944444,N
0.429,1.15833333,N
0.448,1.20000000,N
0.468,0.65833333,V
0.479,1.53888889,N
0.505,1.08333333,N
0.523,1.08611111,N
0.541,1.13055556,N
0.560,1.13333333,N
0.579,1.08333333,N
0.597,1.09166667,N
0.615,1.10000000,N
0.633,1.16666667,N
0.653,1.19166667,N
0.672,1.18055556,N
0.692,1.12222222,N
0.711,1.11944444,N
0.729,1.16666667,N
0.749,1.20277778,N
0.769,1.15000000,N
0.788,1.07222222,N
0.806,1.06388889,N
0.824,1.11666667,N
0.842,1.16111111,N
0.862,1.09444444,N
0.880,1.09444444,N
0.898,1.08055556,N
0.916,1.11666667,N
0.935,1.16388889,N
0.954,1.18055556,N
0.974,1.18055556,N
0.994,1.10833333,N
1.012,1.10277778,N
1.030,1.18055556,N
1.050,1.18888889,N
1.070,1.16666667,N
1.089,1.11111111,N
1.108,1.11388889,N
1.126,1.18333333,N
1.146,1.18055556,N
1.166,1.13888889,N
1.185,1.09166667,N
1.203,1.08333333,N
1.221,1.12222222,N
1.240,1.17222222,N
1.259,1.15833333,N
1.279,1.14722222,N
1.298,1.09444444,N
1.316,1.10833333,N
1.334,1.17222222,N
1.354,1.19722222,N
1.374,1.15277778,N
1.393,1.10555556,N
1.412,1.10277778,N
1.430,1.22222222,N
1.450,1.18611111,N
1.470,1.10000000,N
1.488,1.06666667,N
1.506,1.06666667,N
1.524,1.08333333,N
1.542,1.11666667,N
1.561,1.10277778,N
1.579,1.10277778,N
1.597,1.07222222,N
1.615,1.08055556,N
1.633,1.14722222,N
1.652,1.16944444,N
1.672,1.14444444,N
1.691,1.06944444,N
1.709,1.06388889,N
1.726,1.13611111,N
1.745,1.15277778,N
1.765,1.13055556,N
1.783,1.11388889,N
1.802,1.08888889,N
1.820,1.14722222,N
1.839,1.18333333,N
1.859,1.15833333,N
1.878,1.12777778,N
1.897,1.08611111,N
1.915,1.08055556,N
1.933,1.13611111,N
1.952,1.15000000,N
1.971,1.14722222,N
1.990,1.08888889,N
2.009,1.08888889,N
2.027,1.14166667,N
2.046,1.18888889,N
2.066,1.14722222,N
2.085,1.09722222,N
2.103,1.09444444,N
2.121,1.13611111,N
2.140,1.19722222,N
2.160,1.16666667,N
2.180,1.13888889,N
2.199,1.11388889,N
2.217,1.12222222,N
2.236,1.15277778,N
2.255,1.17777778,N
2.275,1.13333333,N
2.294,1.09722222,N
2.312,1.08611111,N
2.330,1.13055556,N
2.349,1.19722222,N
2.369,1.14722222,N
2.388,1.08333333,N
2.406,1.08888889,N
2.424,1.14166667,N
2.443,1.21388889,N
2.463,1.18611111,N
2.483,1.13055556,N
2.502,1.14722222,N
2.521,1.16388889,N
2.540,1.18888889,N
2.560,1.17500000,N
2.580,1.10833333,N
2.598,1.09166667,N
2.617,1.08611111,N
2.635,1.13888889,N
2.654,1.17777778,N
2.673,1.12222222,N
2.692,1.07777778,N
2.710,1.10555556,N
2.728,1.17222222,N
2.748,1.20555556,N
2.768,1.16111111,N
2.787,1.08611111,N
2.805,1.11111111,N
2.824,1.13333333,N
2.843,1.16944444,N
2.862,1.15833333,N
2.882,1.11666667,N
2.900,1.11111111,N
2.919,1.13055556,N
2.938,1.16666667,N
2.957,1.18333333,N
2.977,1.12500000,N
2.996,1.06666667,N
3.013,1.06666667,N
3.031,1.13055556,N
3.050,1.19166667,N
3.070,1.13055556,N
3.089,1.07777778,N
3.107,1.10277778,N
3.125,1.18055556,N
3.145,1.19444444,N
3.165,1.15833333,N
3.184,1.10833333,N
3.202,1.10555556,N
3.221,1.14444444,N
3.240,1.16666667,N
3.259,1.16388889,N
3.279,1.13611111,N
3.298,1.07500000,N
3.316,1.10555556,N
3.334,1.16111111,N
3.353,1.19444444,N
3.373,1.15000000,N
3.392,1.09444444,N
3.411,1.11388889,N
3.429,1.21666667,N
3.449,1.20833333,N
3.470,1.17222222,N
3.489,1.11944444,N
3.508,1.13611111,N
3.527,1.18888889,N
3.547,1.16666667,N
3.566,1.16666667,N
3.585,1.08055556,N
3.603,1.06666667,N
3.621,1.10833333,N
3.640,1.18055556,N
3.659,1.16944444,N
3.679,1.11388889,N
3.697,1.06388889,N
3.715,1.10277778,N
3.734,1.16666667,N
3.753,1.15277778,N
3.772,1.12222222,N
3.791,0.62500000,V
3.801,1.51388889,N
3.827,1.14166667,N
3.846,1.15277778,N
3.865,1.13611111,N
3.884,1.10277778,N
3.902,1.08333333,N
3.920,1.12777778,N
3.939,1.18055556,N
3.959,1.18055556,N
3.978,1.12777778,N
3.997,1.09166667,N
4.015,1.09166667,N
4.033,1.19722222,N
4.053,1.17222222,N
4.073,0.65000000,V
4.084,1.50000000,N
4.109,1.05833333,N
4.126,1.13055556,N
4.145,1.10277778,N
4.164,1.10277778,N
4.182,1.10000000,N
4.200,1.07500000,N
4.218,1.11388889,N
4.237,1.17777778,N
4.256,1.17777778,N
4.276,1.14722222,N
4.295,1.09166667,N
4.313,1.06944444,N
4.331,1.15000000,N
4.350,1.19166667,N
4.370,1.13888889,N
4.389,1.10000000,N
4.408,1.08055556,N
4.426,0.64444444,V
4.436,1.59444444,N
4.463,1.11666667,N
4.482,1.05277778,N
4.499,1.05000000,N
4.517,1.07777778,N
4.535,1.13055556,N
4.553,1.13333333,N
4.572,1.13055556,N
4.591,1.10833333,N
4.610,1.08611111,N
4.628,1.13333333,N
4.647,1.19444444,N
4.666,1.17222222,N
4.686,1.09166667,N
4.704,1.10833333,N
4.723,1.14444444,N
4.742,1.21111111,N
4.762,1.17500000,N
4.782,1.11111111,N
4.800,1.11666667,N
4.819,1.13333333,N
4.838,1.16666667,N
4.857,1.17222222,N
4.877,1.11944444,N
4.895,1.10555556,N
4.914,1.09444444,N
4.932,1.16666667,N
4.951,1.20555556,N
4.971,1.16111111,N
4.991,1.09444444,N
5.009,1.09166667,N
5.027,1.14444444,N
5.046,1.16944444,N
5.066,1.12777778,N
5.085,1.05277778,N
5.102,1.06944444,N
5.120,1.14722222,N
5.139,1.16944444,N
5.159,1.12777778,N
5.177,1.12500000,N
5.196,1.11666667,N
5.215,1.14166667,N
5.234,1.18888889,N
5.254,1.21111111,N
5.274,1.16944444,N
5.293,1.11111111,N
5.312,1.11944444,N
5.330,1.17777778,N
5.350,1.20277778,N
5.370,1.14722222,N
5.389,1.10000000,N
5.407,1.11666667,N
5.426,1.19722222,N
5.446,1.18888889,N
5.466,1.17777778,N
5.486,1.13611111,N
5.504,1.13611111,N
5.523,1.18055556,N
5.543,1.20277778,N
5.563,0.70277778,V
5.575,1.63888889,N
5.602,1.11111111,N
5.621,1.14722222,N
5.640,1.19722222,N
5.660,1.19166667,N
5.680,1.13055556,N
5.698,1.09444444,N
5.717,1.15277778,N
5.736,1.20000000,N
5.756,1.16388889,N
5.775,1.13611111,N
5.794,1.08888889,N
5.812,1.11666667,N
5.831,1.15833333,N
5.850,1.16111111,N
5.870,1.16388889,N
5.889,1.10277778,N
5.907,1.08888889,N
5.926,1.15000000,N
5.945,1.18888889,N
5.965,1.17777778,N
5.984,1.09444444,N
6.002,1.06388889,N
6.020,1.12500000,N
6.039,1.17500000,N
6.058,1.13888889,N
6.077,1.11111111,N
6.096,1.07777778,N
6.114,1.13333333,N
6.133,1.20277778,N
6.153,1.18333333,N
6.173,1.17500000,N
6.192,1.11666667,N
6.211,1.11111111,N
6.229,1.16944444,N
6.249,1.19166667,N
6.269,1.15833333,N
6.288,1.08888889,N
6.306,1.05555556,N
6.324,1.13611111,N
6.343,1.14166667,N
6.362,1.11388889,N
6.380,1.06388889,N
6.398,1.06666667,N
6.416,1.12222222,N
6.434,1.20833333,N
6.455,1.20000000,N
6.475,1.17777778,N
6.494,1.15277778,N
6.513,1.13055556,N
6.532,1.16944444,N
6.552,1.18333333,N
6.571,1.15833333,N
6.591,1.10000000,N
6.609,1.08611111,N
6.627,1.13611111,N
6.646,1.19444444,N
6.666,1.15000000,N
6.685,1.10000000,N
6.704,0.75277778,A
6.716,1.16666667,N
6.736,1.24722222,N
6.756,1.23333333,N
6.777,1.17777778,N
6.797,1.19444444,N
6.816,1.19166667,N
6.836,1.20277778,N
6.856,1.19444444,N
6.876,1.16944444,N
6.896,1.07500000,N
6.914,1.02222222,N
6.931,1.05555556,N
6.948,1.10555556,N
6.967,1.12777778,N
6.986,1.09722222,N
7.004,1.10277778,N
7.022,1.14166667,N
7.041,1.21666667,N
7.061,1.17777778,N
7.081,1.11111111,N
7.100,1.10555556,N
7.118,1.13611111,N
7.137,1.17777778,N
7.157,1.18055556,N
7.176,1.13333333,N
7.195,0.61388889,V
7.205,1.56388889,N
7.231,1.14444444,N
7.251,1.13333333,N
7.269,1.12222222,N
7.288,1.05833333,N
7.306,1.06111111,N
7.323,1.11388889,N
7.342,1.17777778,N
7.362,1.16111111,N
7.381,1.10277778,N
7.399,1.09722222,N
7.418,1.14722222,N
7.437,1.18055556,N
7.456,1.15833333,N
7.476,1.13055556,N
7.495,1.09722222,N
7.513,1.10555556,N
7.531,1.15277778,N
7.551,1.17500000,N
7.570,1.14444444,N
7.589,1.08611111,N
7.607,1.08055556,N
7.625,1.14166667,N
7.644,1.19722222,N
7.664,1.18611111,N
7.684,1.11388889,N
7.703,1.10555556,N
7.721,1.17500000,N
7.741,1.20277778,N
7.761,1.15000000,N
7.780,1.09722222,N
7.798,1.07777778,N
7.816,1.10000000,N
7.834,1.13611111,N
7.853,1.12500000,N
7.872,0.70000000,V
7.884,1.45555556,N
7.908,1.03055556,N
7.925,1.06666667,N
7.943,1.07777778,N
7.961,1.07777778,N
7.979,1.04444444,N
7.996,1.02222222,N
8.013,1.05833333,N
8.031,1.13611111,N
8.050,1.11944444,N
8.069,1.11388889,N
8.087,1.05833333,N
8.105,1.07222222,N
8.123,1.10277778,N
8.141,1.13888889,N
8.160,1.14722222,N
8.179,1.12500000,N
8.198,1.08055556,N
8.216,1.09722222,N
8.234,1.15555556,N
8.253,1.19444444,N
8.273,1.15000000,N
8.293,1.09722222,N
8.311,1.09722222,N
8.329,1.17222222,N
8.349,1.16944444,N
8.368,1.11388889,N
8.387,1.08055556,N
8.405,1.08333333,N
8.423,1.13611111,N
8.442,1.14166667,N
8.461,1.14166667,N
8.480,1.12777778,N
8.499,1.08888889,N
8.517,1.09444444,N
8.535,1.17500000,N
8.555,1.17777778,N
8.574,1.16111111,N
8.594,1.09166667,N
8.612,1.10000000,N
8.630,1.18888889,N
8.650,1.18611111,N
8.670,1.13611111,N
8.689,1.09722222,N
8.707,1.08055556,N
8.725,1.13055556,N
8.744,1.13055556,N
8.763,1.12500000,N
8.781,1.10833333,N
8.800,1.06666667,N
8.818,1.08333333,N
8.836,1.14722222,N
8.855,1.17222222,N
8.874,1.13888889,N
8.893,1.09444444,N
8.911,1.07222222,N
8.929,1.12777778,N
8.948,1.16666667,N
8.968,1.12500000,N
8.986,1.06388889,N
9.004,1.06944444,N
9.022,1.10555556,N
9.040,1.17222222,N
9.060,1.15000000,N
9.079,1.11111111,N
9.098,1.10555556,N
9.116,1.10555556,N
9.134,1.13611111,N
9.153,1.15833333,N
9.173,1.12222222,N
9.191,1.09166667,N
9.210,1.07222222,N
9.227,1.07500000,N
9.245,1.13333333,N
9.264,1.08611111,N
9.282,1.00000000,N
9.299,0.99444444,N
9.316,1.00555556,N
9.332,1.05833333,N
9.350,1.07222222,N
9.368,1.02500000,N
9.385,0.97500000,N
9.401,1.00833333,N
9.418,1.04444444,N
9.435,1.12777778,N
9.454,1.15277778,N
9.473,1.12222222,N
9.492,1.09166667,N
9.510,1.08888889,N
9.528,1.11666667,N
9.547,1.17500000,N
9.567,1.16388889,N
9.586,1.08333333,N
9.604,1.07500000,N
9.622,1.09166667,N
9.640,1.11111111,N
9.659,1.06388889,N
9.676,1.03055556,N
9.694,1.00000000,N
9.710,1.02500000,N
9.727,1.03888889,N
9.745,1.03888889,N
9.762,1.01388889,N
9.779,0.96111111,N
9.795,0.93333333,N
9.810,0.92222222,N
9.826,0.95833333,N
9.842,0.96666667,N
9.858,0.96944444,N
9.874,0.93888889,N
9.890,0.89722222,N
9.905,0.88611111,N
9.919,0.92222222,N
9.935,0.96111111,N
9.951,0.98888889,N
9.967,0.95833333,N
9.983,0.91666667,N
9.999,0.91388889,N
10.014,0.92777778,N
10.029,0.96111111,N
10.045,0.93333333,N
10.061,0.92222222,N
10.076,0.90833333,N
10.091,0.89722222,N
10.106,0.66111111,V
10.117,1.10277778,N
10.136,0.93611111,N
10.151,0.94166667,N
10.167,0.93888889,N
10.183,0.89166667,N
10.197,0.85833333,N
10.212,0.87777778,N
10.226,0.92500000,N
10.242,0.94444444,N
10.258,0.95000000,N
10.273,0.91111111,N
10.289,0.63333333,V
10.299,1.13333333,N
10.318,0.94722222,N
10.334,0.94166667,N
10.350,0.95277778,N
