Col1,wPre,Type
0.009,1.13611111,N
0.028,1.13333333,N
0.047,1.11666667,N
0.065,1.18333333,N
0.085,1.15277778,N
0.104,1.18888889,N
0.124,1.18888889,N
0.144,1.17777778,N
0.163,1.19166667,N
0.183,1.17777778,N
0.203,1.16111111,N
0.222,1.21944444,N
0.243,1.20555556,N
0.263,1.18055556,N
0.282,1.25555556,N
0.303,1.20277778,N
0.323,1.24444444,N
0.344,1.22222222,N
0.364,1.24722222,N
0.385,1.24444444,N
0.406,1.22500000,N
0.426,1.22500000,N
0.447,1.19166667,N
0.467,1.22222222,N
0.487,1.13888889,N
0.506,1.15833333,N
0.525,1.15000000,N
0.544,1.16388889,N
0.564,1.23055556,N
0.584,1.23055556,N
0.605,1.21111111,N
0.625,1.25833333,N
0.646,1.20555556,N
0.666,1.25833333,N
0.687,1.22777778,N
0.708,1.19722222,N
0.728,1.21666667,N
0.748,1.18888889,N
0.768,1.22777778,N
0.788,1.19444444,N
0.808,1.21944444,N
0.828,1.26666667,N
0.849,1.18611111,N
0.869,1.25555556,N
0.890,1.24444444,N
0.911,1.20277778,N
0.931,1.21111111,N
0.951,1.22222222,N
0.971,1.21388889,N
0.992,1.20833333,N
1.012,1.23333333,N
1.032,1.21111111,N
1.053,1.21111111,N
1.073,1.24166667,N
1.093,1.19166667,N
1.113,1.22500000,N
1.134,1.15277778,N
1.153,1.20000000,N
1.173,1.16944444,N
1.192,1.15555556,N
1.212,1.22500000,N
1.232,1.17500000,N
1.252,1.22222222,N
1.272,1.16666667,N
1.291,1.22500000,N
1.312,1.22500000,N
1.332,1.17777778,N
1.352,1.23611111,N
1.373,1.11944444,N
1.391,1.21111111,N
1.411,1.17777778,N
1.431,1.20833333,N
1.451,1.22777778,N
1.472,1.23055556,N
1.492,1.26111111,N
1.513,1.20277778,N
1.533,1.25833333,N
1.554,1.20833333,N
1.574,1.25277778,N
1.595,1.20277778,N
1.615,1.21944444,N
1.636,1.20000000,N
1.656,1.18055556,N
1.675,1.23333333,N
1.696,1.21944444,N
1.716,1.20555556,N
1.736,1.22777778,N
1.757,1.19444444,N
1.777,1.18888889,N
1.796,1.16111111,N
1.816,1.22222222,N
1.836,1.17777778,N
1.856,1.20000000,N
1.876,1.22500000,N
1.896,1.20277778,N
1.916,1.21944444,N
1.937,1.17500000,N
1.956,1.22500000,N
1.977,1.17500000,N
1.996,1.18611111,N
2.016,1.18055556,N
2.036,1.15000000,N
2.055,1.19166667,N
2.075,1.16388889,N
2.094,1.20277778,N
2.114,1.19444444,N
2.134,1.19444444,N
2.154,1.23611111,N
2.174,1.19444444,N
2.194,1.18333333,N
2.214,1.21388889,N
2.234,1.18611111,N
2.254,1.23888889,N
2.275,1.21388889,N
2.295,1.20833333,N
2.315,1.20277778,N
2.335,1.17500000,N
2.355,1.22222222,N
2.375,1.16388889,N
2.394,1.19166667,N
2.414,1.18611111,N
2.434,1.13055556,N
2.453,1.19722222,N
2.473,1.18055556,N
2.493,1.18888889,N
2.512,1.18888889,N
2.532,1.19166667,N
2.552,1.20555556,N
2.572,1.18888889,N
2.592,1.15555556,N
2.611,1.17500000,N
2.631,1.16111111,N
2.650,1.15555556,N
2.669,1.22777778,N
2.690,1.20555556,N
2.710,1.28888889,N
2.731,1.23611111,N
2.752,1.25555556,N
2.773,1.23333333,N
