Col1,wPre,Type
0.005,0.64444444,L
0.016,0.63333333,L
0.026,0.65555556,L
0.037,0.66944444,L
0.049,0.66388889,L
0.060,0.65555556,L
0.071,0.67222222,L
0.082,0.63611111,L
0.092,0.62500000,L
0.103,0.60000000,L
0.113,0.62777778,L
0.123,0.61666667,L
0.133,0.64722222,L
0.144,0.65555556,L
0.155,0.65000000,L
0.166,0.63055556,L
0.177,0.63333333,L
0.187,0.61944444,L
0.197,0.60000000,L
0.207,0.58333333,L
0.217,0.60555556,L
0.227,0.61111111,L
0.237,0.63888889,L
0.248,0.65000000,L
0.259,0.63333333,L
0.269,0.63055556,L
0.280,0.58888889,F
0.290,0.61944444,L
0.300,0.59444444,L
0.310,0.61666667,L
0.320,0.60000000,L
0.330,0.61944444,L
0.341,0.63055556,L
0.351,0.66666667,L
0.362,0.67500000,L
0.373,0.62500000,L
0.384,0.61111111,L
0.394,0.62500000,L
0.404,0.65000000,L
0.415,0.62777778,L
0.426,0.62777778,L
0.436,0.65833333,L
0.447,0.67222222,L
0.458,0.68333333,L
0.470,0.67500000,L
0.481,0.63611111,L
0.492,0.62500000,L
0.502,0.63888889,L
0.513,0.65277778,F
0.524,0.66388889,L
0.535,0.65277778,L
0.546,0.68333333,L
0.557,0.68611111,L
0.568,0.68333333,L
0.580,0.67222222,L
0.591,0.64444444,L
0.602,0.64166667,L
0.612,0.65555556,L
0.623,0.70000000,L
0.635,0.57777778,V
0.645,0.80000000,L
0.658,0.69722222,L
0.670,0.69722222,L
0.681,0.67777778,L
0.693,0.67500000,L
0.704,0.65555556,L
0.715,0.64444444,L
0.725,0.69166667,L
0.737,0.73055556,L
0.749,0.71111111,L
0.761,0.69166667,L
0.772,0.69444444,L
0.784,0.67222222,L
0.795,0.68333333,L
0.807,0.66388889,L
0.818,0.66666667,L
0.829,0.69722222,L
0.840,0.74444444,L
0.853,0.71388889,L
0.865,0.69444444,L
0.876,0.68611111,L
0.888,0.66388889,L
0.899,0.68055556,L
0.910,0.68611111,L
0.922,0.67777778,L
0.933,0.69166667,L
0.944,0.74444444,L
0.957,0.72500000,L
0.969,0.69722222,L
0.981,0.68055556,L
0.992,0.67500000,L
1.003,0.67222222,L
1.014,0.69444444,L
1.026,0.68888889,L
1.037,0.70277778,L
1.049,0.72500000,L
1.061,0.74166667,L
1.074,0.69444444,L
1.085,0.66111111,L
1.096,0.66944444,L
1.107,0.66666667,L
1.118,0.69444444,L
1.130,0.71111111,L
1.142,0.71944444,L
1.154,0.71388889,L
1.166,0.74444444,L
1.178,0.69722222,L
1.190,0.66388889,L
1.201,0.66666667,L
1.212,0.67777778,L
1.223,0.71388889,L
1.235,0.72500000,L
1.247,0.72222222,L
1.259,0.70833333,L
1.271,0.55833333,V
1.280,0.85833333,L
1.295,0.66388889,L
1.306,0.68888889,L
1.317,0.68611111,L
1.329,0.72500000,L
1.341,0.75000000,L
1.353,0.72222222,L
1.365,0.70277778,L
1.377,0.72500000,L
1.389,0.69722222,L
1.401,0.67777778,L
1.412,0.67777778,L
1.423,0.70555556,L
1.435,0.72777778,L
1.447,0.75833333,L
1.460,0.72222222,L
1.472,0.69444444,L
1.483,0.70277778,L
1.495,0.71111111,L
1.507,0.68888889,L
1.518,0.67500000,L
1.530,0.55833333,V
1.539,0.88333333,L
1.554,0.73611111,L
1.566,0.72777778,L
1.578,0.68611111,L
1.590,0.68055556,L
1.601,0.71388889,L
1.613,0.69166667,L
1.624,0.68333333,L
1.636,0.71944444,L
1.648,0.72777778,L
1.660,0.73888889,L
1.672,0.71944444,L
1.684,0.69166667,L
1.696,0.68611111,L
1.707,0.71388889,L
1.719,0.70000000,L
1.731,0.71111111,L
1.743,0.73055556,L
1.755,0.73055556,L
1.767,0.73888889,L
1.779,0.72222222,L
1.791,0.68333333,L
1.803,0.66944444,L
1.814,0.71111111,L
1.826,0.71388889,L
1.838,0.72500000,L
1.850,0.72222222,L
1.862,0.72500000,L
1.874,0.71111111,L
1.886,0.70833333,L
1.897,0.67777778,L
1.909,0.67222222,L
1.920,0.69722222,L
1.932,0.74444444,L
1.944,0.72777778,L
1.956,0.70277778,L
1.968,0.72222222,L
1.980,0.68888889,L
1.991,0.70000000,L
2.003,0.68888889,L
2.014,0.68888889,L
2.026,0.69444444,L
2.038,0.75833333,L
2.050,0.73333333,L
2.062,0.70277778,L
2.074,0.70555556,L
2.086,0.68888889,L
2.097,0.68611111,L
2.109,0.63333333,V
2.119,0.74722222,L
2.132,0.68333333,L
2.143,0.73333333,L
2.155,0.73333333,L
2.168,0.71111111,L
2.179,0.66666667,L
2.191,0.67222222,L
2.202,0.66111111,L
2.213,0.68888889,L
2.224,0.68611111,L
2.236,0.70833333,L
2.248,0.71944444,L
2.259,0.74444444,L
2.272,0.70833333,L
2.284,0.66388889,L
2.295,0.67222222,L
2.306,0.66666667,L
2.317,0.69722222,L
2.329,0.71666667,L
2.341,0.70000000,L
2.352,0.70000000,L
2.364,0.74166667,L
2.376,0.69722222,L
2.388,0.66944444,L
2.399,0.66111111,L
2.410,0.67500000,L
2.421,0.68888889,L
2.433,0.72777778,L
2.445,0.71111111,L
2.457,0.69722222,L
2.468,0.71944444,L
2.480,0.70833333,L
2.492,0.66666667,L
2.503,0.65000000,L
