Elapsedtime,sample,Type,Sub,Chan,Num
0:00.200, 72,(,0,0,0
0:00.236, 85,p,0,0,0
0:00.269, 97,),0,0,0
0:00.383,138,(,0,0,1
0:00.439,158,N,0,0,0
0:00.469,169,),0,0,1
0:00.556,200,(,0,0,2
0:00.633,228,t,0,0,0
0:00.714,257,),0,0,2
0:00.989,356,(,0,0,0
0:01.014,365,p,0,0,0
0:01.047,377,),0,0,0
0:01.072,386,(,0,0,1
0:01.150,414,N,0,0,0
0:01.194,430,),0,0,1
0:01.256,452,(,0,0,2
0:01.381,497,t,0,0,0
0:01.450,522,),0,0,2
0:01.850,666,(,0,0,1
0:01.906,686,N,0,0,0
0:01.947,701,),0,0,1
0:02.100,756,(,0,0,2
0:02.147,773,t,0,0,5
0:02.267,816,t,0,0,5
0:02.303,829,),0,0,2
0:02.450,882,(,0,0,1
0:02.511,904,N,0,0,0
0:02.544,916,),0,0,1
0:02.764,995,(,0,0,2
0:02.819,1015,t,0,0,1
0:02.861,1030,),0,0,2
0:03.092,1113,(,0,0,0
0:03.136,1129,p,0,0,0
0:03.178,1144,),0,0,0
0:03.244,1168,(,0,0,1
0:03.300,1188,N,0,0,0
0:03.344,1204,),0,0,1
0:03.511,1264,(,0,0,2
0:03.556,1280,t,0,0,5
0:03.642,1311,t,0,0,5
0:03.678,1324,),0,0,2
0:03.900,1404,(,0,0,1
0:03.947,1421,N,0,0,0
0:03.978,1432,),0,0,1
0:04.275,1539,(,0,0,0
0:04.325,1557,p,0,0,0
0:04.428,1594,),0,0,0
0:04.447,1601,(,0,0,1
0:04.500,1620,N,0,0,0
0:04.533,1632,),0,0,1
0:04.631,1667,(,0,0,2
0:04.733,1704,t,0,0,0
0:04.800,1728,),0,0,2
0:05.200,1872,(,0,0,0
0:05.264,1895,p,0,0,0
0:05.378,1936,),0,0,0
0:05.394,1942,(,0,0,1
0:05.458,1965,N,0,0,0
0:05.497,1979,),0,0,1
0:05.583,2010,(,0,0,2
0:05.778,2080,t,0,0,0
0:05.889,2120,),0,0,2
0:06.003,2161,(,0,0,0
0:06.042,2175,p,0,0,0
0:06.097,2195,),0,0,0
0:06.158,2217,(,0,0,1
0:06.211,2236,N,0,0,0
0:06.253,2251,),0,0,1
0:06.361,2290,(,0,0,2
0:06.439,2318,t,0,0,0
0:06.533,2352,),0,0,2
0:06.775,2439,(,0,0,0
0:06.814,2453,p,0,0,0
0:06.856,2468,),0,0,0
0:06.869,2473,(,0,0,1
0:06.931,2495,N,0,0,0
0:06.961,2506,),0,0,1
0:07.083,2550,(,0,0,2
0:07.150,2574,t,0,0,5
0:07.236,2605,t,0,0,5
0:07.283,2622,),0,0,2
0:07.314,2633,(,0,0,0
0:07.414,2669,p,0,0,0
0:07.444,2680,),0,0,0
0:07.503,2701,(,0,0,1
0:07.556,2720,N,0,0,0
0:07.594,2734,),0,0,1
0:07.725,2781,(,0,0,2
0:07.781,2801,t,0,0,5
0:07.925,2853,t,0,0,5
0:07.964,2867,),0,0,2
0:08.128,2926,(,0,0,1
0:08.208,2955,N,0,0,0
0:08.250,2970,),0,0,1
0:08.367,3012,(,0,0,2
0:08.439,3038,t,0,0,5
0:08.497,3059,t,0,0,5
0:08.522,3068,),0,0,2
0:08.642,3111,(,0,0,0
0:08.678,3124,p,0,0,0
0:08.717,3138,),0,0,0
0:08.822,3176,(,0,0,1
0:08.878,3196,N,0,0,0
0:09.058,3261,),0,0,1
0:09.133,3288,(,0,0,2
0:09.261,3334,t,0,0,1
0:09.300,3348,),0,0,2
0:09.578,3448,(,0,0,1
0:09.639,3470,N,0,0,0
0:09.814,3533,),0,0,1
0:09.892,3561,(,0,0,2
0:10.036,3613,t,0,0,1
0:10.100,3636,),0,0,2
0:10.286,3703,(,0,0,0
0:10.353,3727,p,0,0,0
0:10.436,3757,),0,0,0
0:10.494,3778,(,0,0,1
0:10.550,3798,N,0,0,0
0:10.592,3813,),0,0,1
0:10.708,3855,(,0,0,2
0:10.811,3892,t,0,0,5
0:10.950,3942,t,0,0,5
0:10.997,3959,),0,0,2
0:11.081,3989,(,0,0,0
0:11.125,4005,p,0,0,0
0:11.156,4016,),0,0,0
0:11.358,4089,(,0,0,1
0:11.414,4109,N,0,0,0
0:11.442,4119,),0,0,1
0:11.608,4179,(,0,0,2
0:11.656,4196,t,0,0,5
0:11.825,4257,t,0,0,5
0:11.856,4268,),0,0,2
0:11.911,4288,(,0,0,0
0:11.936,4297,p,0,0,0
0:11.994,4318,),0,0,0
0:12.011,4324,(,0,0,1
0:12.089,4352,N,0,0,0
0:12.119,4363,),0,0,1
0:12.250,4410,(,0,0,2
0:12.322,4436,t,0,0,0
0:12.400,4464,),0,0,2
0:12.675,4563,(,0,0,1
0:12.750,4590,N,0,0,0
0:12.792,4605,),0,0,1
0:12.883,4638,(,0,0,2
0:12.975,4671,t,0,0,0
0:13.050,4698,),0,0,2
0:13.381,4817,(,0,0,1
0:13.461,4846,N,0,0,0
0:13.492,4857,),0,0,1
0:13.644,4912,(,0,0,2
0:13.689,4928,t,0,0,0
0:13.742,4947,),0,0,2
0:13.800,4968,(,0,0,1
0:13.856,4988,N,0,0,0
0:13.889,5000,),0,0,1
0:14.019,5047,(,0,0,2
0:14.106,5078,t,0,0,0
0:14.181,5105,),0,0,2
0:14.269,5137,(,0,0,0
0:14.297,5147,p,0,0,0
0:14.347,5165,),0,0,0
0:14.428,5194,(,0,0,1
0:14.500,5220,N,0,0,0
0:14.531,5231,),0,0,1
0:14.619,5263,(,0,0,2
0:14.708,5295,t,0,0,0
0:14.789,5324,),0,0,2
0:14.978,5392,(,0,0,0
0:15.008,5403,p,0,0,0
0:15.050,5418,),0,0,0
0:15.158,5457,(,0,0,1
0:15.214,5477,N,0,0,0
0:15.256,5492,),0,0,1
0:15.347,5525,(,0,0,2
0:15.453,5563,t,0,0,0
0:15.519,5587,),0,0,2
0:15.731,5663,(,0,0,1
0:15.797,5687,N,0,0,0
0:15.839,5702,),0,0,1
0:16.392,5901,(,0,0,1
0:16.439,5918,N,0,0,0
0:16.472,5930,),0,0,1
0:16.625,5985,(,0,0,2
0:16.694,6010,t,0,0,0
0:16.772,6038,),0,0,2
0:16.900,6084,(,0,0,1
0:16.950,6102,N,0,0,0
0:16.981,6113,),0,0,1
0:17.106,6158,(,0,0,2
0:17.189,6188,t,0,0,0
0:17.256,6212,),0,0,2
0:17.492,6297,(,0,0,0
0:17.544,6316,p,0,0,0
0:17.608,6339,),0,0,0
0:17.669,6361,(,0,0,1
0:17.750,6390,N,0,0,0
0:17.792,6405,),0,0,1
0:17.944,6460,(,0,0,2
0:18.003,6481,t,0,0,0
0:18.072,6506,),0,0,2
0:18.342,6603,(,0,0,1
0:18.433,6636,N,0,0,0
0:18.472,6650,),0,0,1
0:18.558,6681,(,0,0,2
0:18.653,6715,t,0,0,0
0:18.733,6744,),0,0,2
0:18.939,6818,(,0,0,1
0:18.989,6836,N,0,0,0
0:19.017,6846,),0,0,1
0:19.161,6898,(,0,0,2
0:19.208,6915,t,0,0,5
0:19.286,6943,t,0,0,5
0:19.336,6961,),0,0,2
0:19.581,7049,(,0,0,1
0:19.636,7069,N,0,0,0
0:19.667,7080,),0,0,1
0:19.806,7130,(,0,0,2
0:19.878,7156,t,0,0,5
0:19.969,7189,t,0,0,5
0:20.022,7208,),0,0,2
0:20.103,7237,(,0,0,0
0:20.150,7254,p,0,0,0
0:20.208,7275,),0,0,0
0:20.283,7302,(,0,0,1
0:20.342,7323,N,0,0,0
0:20.383,7338,),0,0,1
0:20.464,7367,(,0,0,2
0:20.594,7414,t,0,0,5
0:20.669,7441,t,0,0,5
0:20.703,7453,),0,0,2
0:21.092,7593,(,0,0,1
0:21.147,7613,N,0,0,0
0:21.178,7624,),0,0,1
0:21.364,7691,(,0,0,2
0:21.406,7706,t,0,0,0
