Col1,wPre,Type
0.004,0.98333333,N
0.020,0.96388889,N
0.037,1.01666667,N
0.053,0.93888889,N
0.069,0.91111111,N
0.084,0.93333333,N
0.100,1.00000000,N
0.117,1.03333333,N
0.134,0.96944444,N
0.150,0.98611111,N
0.166,0.91944444,N
0.182,0.50277778,V
0.213,1.02500000,N
0.230,1.05277778,N
0.248,1.01388889,N
0.265,1.11111111,N
0.283,1.01111111,N
0.300,1.13055556,N
0.319,1.11388889,N
0.337,1.11111111,N
0.356,1.02500000,N
0.373,1.04444444,N
0.390,1.03333333,N
0.408,1.08888889,N
0.426,1.08333333,N
0.461,1.00555556,N
0.495,0.50000000,V
0.530,1.01666667,N
0.547,0.98611111,N
0.564,0.93055556,N
0.579,0.96388889,N
0.595,1.05555556,N
0.613,1.13333333,N
0.632,1.19166667,N
0.652,1.09444444,N
0.670,1.05555556,N
0.687,1.04166667,N
0.705,1.10555556,N
0.723,1.10555556,N
0.742,1.06944444,N
0.759,1.06944444,N
0.777,1.03611111,N
0.794,1.03611111,N
0.812,1.10555556,N
0.830,1.09722222,N
0.848,0.99444444,N
0.865,1.00000000,N
0.882,1.03055556,N
0.899,1.07222222,N
0.917,1.08611111,N
0.935,1.09166667,N
0.953,0.98888889,N
0.970,1.01666667,N
0.986,1.02222222,N
1.004,1.05000000,N
1.021,1.03611111,N
1.038,1.01944444,N
1.055,1.09722222,N
1.074,1.16944444,N
1.093,1.18611111,N
1.113,1.15833333,N
1.132,1.10000000,N
1.150,1.06111111,N
1.168,1.06944444,N
1.186,1.03888889,N
1.203,1.09722222,N
1.222,1.11388889,N
1.240,1.09444444,N
1.258,1.01111111,N
1.275,1.05833333,N
1.293,1.07500000,N
1.311,1.12222222,N
1.329,1.06388889,N
1.347,0.98611111,N
1.364,0.94722222,N
1.379,0.98333333,N
1.396,1.09722222,N
1.414,1.19722222,N
1.434,1.23333333,N
1.455,1.20833333,N
1.475,1.13055556,N
1.494,1.21111111,N
1.514,1.17500000,N
1.533,1.08888889,N
1.552,1.04444444,N
1.569,1.02777778,N
1.586,1.01666667,N
1.603,1.09166667,N
1.621,1.10000000,N
1.640,0.97222222,N
1.656,0.97500000,N
1.672,0.99444444,N
1.689,1.04444444,N
