Elapsedtime,sample,Type,Sub,Chan,Num
0:00.958,345,(,0,0,0
0:01.008,363,p,0,0,0
0:01.050,378,),0,0,0
0:01.103,397,(,0,0,1
0:01.225,441,N,0,0,0
0:01.278,460,),0,0,1
0:01.356,488,(,0,0,2
0:01.475,531,t,0,0,5
0:01.750,630,t,0,0,5
0:01.789,644,),0,0,2
0:01.931,695,(,0,0,0
0:01.978,712,p,0,0,0
0:02.017,726,),0,0,0
0:02.119,763,(,0,0,1
0:02.192,789,N,0,0,0
0:02.244,808,),0,0,1
0:02.931,1055,(,0,0,0
0:02.981,1073,p,0,0,0
0:03.019,1087,),0,0,0
0:03.125,1125,(,0,0,1
0:03.206,1154,N,0,0,0
0:03.256,1172,),0,0,1
0:03.328,1198,(,0,0,2
0:03.436,1237,t,0,0,5
0:03.711,1336,t,0,0,5
0:03.750,1350,),0,0,2
0:03.886,1399,(,0,0,0
0:03.933,1416,p,0,0,0
0:03.972,1430,),0,0,0
0:04.042,1455,(,0,0,1
0:04.144,1492,N,0,0,0
0:04.194,1510,),0,0,1
0:04.547,1637,(,0,0,2
0:04.600,1656,t,0,0,4
0:04.706,1694,t,0,0,4
0:04.756,1712,),0,0,2
0:04.778,1720,(,0,0,0
0:04.847,1745,p,0,0,0
0:04.889,1760,),0,0,0
0:04.911,1768,(,0,0,1
0:05.053,1819,N,0,0,0
0:05.100,1836,),0,0,1
0:05.133,1848,(,0,0,2
0:05.278,1900,t,0,0,0
0:05.417,1950,),0,0,2
0:05.747,2069,(,0,0,0
0:05.786,2083,p,0,0,0
0:05.828,2098,),0,0,0
0:05.928,2134,(,0,0,1
0:05.986,2155,N,0,0,0
0:06.036,2173,),0,0,1
0:06.708,2415,(,0,0,0
0:06.764,2435,p,0,0,0
0:06.806,2450,),0,0,0
0:06.842,2463,(,0,0,1
0:06.989,2516,N,0,0,0
0:07.050,2538,),0,0,1
0:07.136,2569,(,0,0,2
0:07.228,2602,t,0,0,5
0:07.536,2713,t,0,0,5
0:07.644,2752,),0,0,2
0:07.750,2790,(,0,0,0
0:07.806,2810,p,0,0,0
0:07.844,2824,),0,0,0
0:07.961,2866,(,0,0,1
0:08.022,2888,N,0,0,0
0:08.072,2906,),0,0,1
0:08.142,2931,(,0,0,2
0:08.272,2978,t,0,0,5
0:08.539,3074,t,0,0,5
0:08.647,3113,),0,0,2
0:08.736,3145,(,0,0,0
0:08.775,3159,p,0,0,0
0:08.817,3174,),0,0,0
0:08.878,3196,(,0,0,1
0:08.992,3237,N,0,0,0
0:09.050,3258,),0,0,1
0:09.097,3275,(,0,0,2
0:09.225,3321,t,0,0,5
0:09.533,3432,t,0,0,5
0:09.575,3447,),0,0,2
0:09.706,3494,(,0,0,0
0:09.758,3513,p,0,0,0
0:09.797,3527,),0,0,0
0:09.900,3564,(,0,0,1
0:09.978,3592,N,0,0,0
0:10.031,3611,),0,0,1
0:10.103,3637,(,0,0,2
0:10.203,3673,t,0,0,5
0:10.467,3768,t,0,0,5
0:10.494,3778,),0,0,2
0:10.647,3833,(,0,0,0
0:10.689,3848,p,0,0,0
0:10.728,3862,),0,0,0
0:10.831,3899,(,0,0,1
0:10.897,3923,N,0,0,0
0:10.944,3940,),0,0,1
0:11.014,3965,(,0,0,2
0:11.111,4000,t,0,0,0
0:11.211,4036,),0,0,2
0:11.325,4077,(,0,0,1
0:11.400,4104,N,0,0,0
0:11.453,4123,),0,0,1
0:11.556,4160,(,0,0,2
0:11.614,4181,t,0,0,5
0:11.667,4200,t,0,0,5
0:11.744,4228,),0,0,2
0:12.528,4510,(,0,0,0
0:12.578,4528,p,0,0,0
0:12.617,4542,),0,0,0
0:12.703,4573,(,0,0,1
0:12.781,4601,N,0,0,0
0:12.836,4621,),0,0,1
0:12.922,4652,(,0,0,2
0:13.017,4686,t,0,0,5
0:13.322,4796,t,0,0,5
0:13.375,4815,),0,0,2
0:13.536,4873,(,0,0,0
0:13.578,4888,p,0,0,0
0:13.619,4903,),0,0,0
0:13.692,4929,(,0,0,1
0:13.806,4970,N,0,0,0
0:13.861,4990,),0,0,1
0:13.944,5020,(,0,0,2
0:14.056,5060,t,0,0,5
0:14.336,5161,t,0,0,5
0:14.375,5175,),0,0,2
0:14.586,5251,(,0,0,0
0:14.636,5269,p,0,0,0
0:14.675,5283,),0,0,0
0:14.794,5326,(,0,0,1
0:14.856,5348,N,0,0,0
0:14.906,5366,),0,0,1
0:14.967,5388,(,0,0,2
0:15.083,5430,t,0,0,0
0:15.328,5518,),0,0,2
0:15.625,5625,(,0,0,0
0:15.667,5640,p,0,0,0
0:15.706,5654,),0,0,0
0:15.814,5693,(,0,0,1
0:15.872,5714,N,0,0,0
0:15.922,5732,),0,0,1
0:16.131,5807,(,0,0,2
0:16.369,5893,t,0,0,1
0:16.453,5923,),0,0,2
0:16.711,6016,(,0,0,0
0:16.772,6038,p,0,0,0
0:16.814,6053,),0,0,0
0:16.914,6089,(,0,0,1
0:16.983,6114,N,0,0,0
0:17.028,6130,),0,0,1
0:17.133,6168,(,0,0,2
0:17.203,6193,t,0,0,0
0:17.303,6229,),0,0,2
0:17.750,6390,(,0,0,0
0:17.789,6404,p,0,0,0
0:17.831,6419,),0,0,0
0:17.942,6459,(,0,0,1
0:17.994,6478,N,0,0,0
0:18.039,6494,),0,0,1
0:18.117,6522,(,0,0,2
0:18.228,6562,t,0,0,0
0:18.342,6603,),0,0,2
0:18.856,6788,(,0,0,0
0:18.889,6800,p,0,0,0
0:18.931,6815,),0,0,0
0:18.953,6823,(,0,0,1
0:19.125,6885,N,0,0,0
0:19.186,6907,),0,0,1
0:19.272,6938,(,0,0,2
0:19.358,6969,t,0,0,0
0:19.511,7024,),0,0,2
0:19.981,7193,(,0,0,0
0:20.022,7208,p,0,0,0
0:20.061,7222,),0,0,0
0:20.119,7243,(,0,0,1
0:20.239,7286,N,0,0,0
0:20.300,7308,),0,0,1
0:20.394,7342,(,0,0,2
0:20.472,7370,t,0,0,5
0:20.794,7486,t,0,0,5
0:20.833,7500,),0,0,2
0:21.100,7596,(,0,0,0
0:21.139,7610,p,0,0,0
0:21.175,7623,),0,0,0
0:21.264,7655,(,0,0,1
0:21.350,7686,N,0,0,0
0:21.403,7705,),0,0,1
0:21.472,7730,(,0,0,2
0:21.581,7769,t,0,0,5
0:21.844,7864,t,0,0,5
0:21.961,7906,),0,0,2
0:22.131,7967,(,0,0,0
0:22.169,7981,p,0,0,0
0:22.208,7995,),0,0,0
0:22.325,8037,(,0,0,1
0:22.375,8055,N,0,0,0
0:22.422,8072,),0,0,1
0:23.142,8331,(,0,0,0
0:23.200,8352,p,0,0,0
0:23.239,8366,),0,0,0
0:23.361,8410,(,0,0,1
0:23.419,8431,N,0,0,0
0:23.467,8448,),0,0,1
0:23.578,8488,(,0,0,2
0:23.653,8515,t,0,0,5
0:23.917,8610,t,0,0,5
0:24.011,8644,),0,0,2
0:24.197,8711,(,0,0,0
0:24.242,8727,p,0,0,0
0:24.281,8741,),0,0,0
0:24.369,8773,(,0,0,1
0:24.453,8803,N,0,0,0
0:24.497,8819,),0,0,1
0:24.567,8844,(,0,0,2
0:24.672,8882,t,0,0,0
0:24.806,8930,),0,0,2
0:25.269,9097,(,0,0,0
0:25.314,9113,p,0,0,0
0:25.353,9127,),0,0,0
0:25.464,9167,(,0,0,1
0:25.542,9195,N,0,0,0
0:25.597,9215,),0,0,1
0:25.700,9252,(,0,0,2
