Col1,wPre,Type
0.007,0.75833333,N
0.020,0.81388889,N
0.034,0.93055556,N
0.049,0.84722222,N
0.063,0.79166667,N
0.076,0.78888889,N
0.090,0.80000000,N
0.103,0.76666667,N
0.116,0.81666667,N
0.129,0.83611111,N
0.143,0.85555556,N
0.158,0.81111111,N
0.171,0.81111111,N
0.185,0.80277778,N
0.198,0.74166667,N
0.210,0.77222222,N
0.236,0.93333333,N
0.292,0.93333333,N
0.307,0.52222222,V
0.316,1.03888889,N
0.333,0.60555556,V
0.343,1.13888889,N
0.362,0.55833333,V
0.372,1.02222222,N
0.389,0.52222222,V
0.397,0.96944444,N
0.413,0.55277778,V
0.423,1.03888889,N
0.440,0.57222222,V
0.450,1.07777778,N
0.468,0.57777778,V
0.477,0.97222222,N
0.493,0.52222222,V
0.502,0.98611111,N
0.518,0.53611111,V
0.527,1.06666667,N
0.545,0.60000000,V
0.574,0.85833333,N
0.589,0.83055556,N
0.602,0.76388889,N
0.615,0.79722222,N
0.628,0.89444444,N
0.643,0.94722222,N
0.659,0.91944444,N
0.674,0.91388889,N
0.690,0.81388889,N
0.703,0.76388889,N
0.716,0.80555556,N
0.763,0.95833333,N
0.792,0.78055556,N
0.805,0.79444444,N
0.819,0.87777778,N
0.833,1.01666667,N
0.850,0.91111111,V
0.865,1.20833333,N
0.885,0.78611111,N
0.899,0.79444444,N
0.912,0.58055556,V
0.921,0.70555556,V
0.933,1.64444444,N
0.961,1.03611111,N
0.978,0.87777778,N
1.005,0.80277778,N
1.018,0.85833333,N
1.033,0.88888889,N
1.058,1.17777778,N
1.078,0.88333333,N
1.093,0.80555556,N
1.106,0.51111111,V
1.115,1.10000000,N
1.133,0.57222222,V
1.143,1.20000000,N
1.163,0.86388889,N
1.177,0.86944444,N
1.191,0.79722222,N
1.205,0.78333333,N
1.218,0.78333333,N
1.231,0.83888889,N
1.245,0.93611111,N
1.260,0.92222222,N
1.276,0.92777778,N
1.291,0.77500000,N
1.304,0.78333333,N
1.317,0.79166667,N
1.330,0.83055556,N
1.344,0.88333333,N
1.359,0.84722222,N
1.373,0.59166667,V
1.383,1.04166667,N
1.400,0.79722222,N
1.414,0.81944444,N
1.427,0.83055556,N
1.441,0.84722222,N
1.455,0.84166667,N
1.469,0.56944444,V
1.479,1.07777778,N
1.497,0.50833333,V
1.505,1.05277778,N
1.523,0.80833333,N
1.536,0.83055556,N
1.579,0.60277778,V
1.607,0.51944444,V
1.616,1.06388889,N
1.634,0.58055556,V
1.644,1.21388889,N
1.664,0.68611111,V
1.675,1.15000000,N
1.704,1.05000000,N
1.721,0.64722222,V
1.732,1.29166667,N
1.754,0.73055556,V
1.766,1.23888889,N
1.787,0.58611111,V
1.796,1.02500000,N
1.813,0.55833333,V
1.823,1.29722222,N
1.844,0.75277778,V
1.878,0.66388889,V
1.908,0.96111111,N
1.924,1.20555556,N
1.944,1.14166667,N
1.963,0.98055556,N
1.980,0.89444444,N
1.995,0.84722222,N
2.009,0.87222222,N
2.023,1.03611111,N
2.041,1.08888889,N
2.059,0.94166667,N
2.074,0.85000000,N
2.089,0.84166667,N
2.103,0.88333333,N
2.117,0.89166667,N
2.132,0.95555556,N
2.159,1.18333333,N
2.179,0.57777778,V
2.189,1.03333333,N
2.206,0.64166667,V
2.234,0.86666667,N
2.249,0.91944444,N
2.264,0.89166667,N
2.279,0.83055556,N
2.293,0.75277778,N
2.305,0.79166667,N
2.318,0.83055556,N
2.332,0.82500000,N
2.346,0.90000000,N
2.361,0.88611111,N
2.376,0.83611111,N
2.390,0.75277778,N
2.411,1.10000000,N
2.430,0.58055556,V
2.439,1.18055556,N
2.459,0.56944444,V
2.487,0.79166667,N
2.500,0.79444444,N
2.514,0.62500000,V
2.524,1.15555556,N
2.543,0.90000000,N
2.558,0.84444444,N
2.572,0.86666667,N
2.587,0.84722222,N
2.601,0.57222222,V
2.611,0.99444444,N
2.627,0.78333333,N
2.640,0.80277778,N
2.654,0.80555556,N
2.667,0.61944444,V
2.694,0.74444444,N
2.706,0.74166667,N
2.719,0.56388889,V
2.728,1.11666667,N
2.747,0.92222222,N
2.762,0.91111111,N
2.777,0.80833333,N
2.791,0.76666667,N
2.804,0.53055556,V
2.812,1.02500000,N
2.829,0.61388889,V
2.840,1.25000000,N
2.861,0.94166667,N
2.876,0.83611111,N
2.890,0.77222222,N
2.903,0.79722222,N
2.916,0.85555556,N
2.931,1.03888889,N
2.948,0.91666667,N
2.963,0.89722222,N
2.978,0.85555556,N
3.006,0.82777778,N
3.036,0.81666667,V
3.049,1.11111111,N
3.068,0.92777778,N
3.083,0.88611111,N
3.098,0.81944444,N
3.112,0.87777778,N
3.126,0.94722222,N
3.159,0.87222222,N
3.173,0.88333333,N
3.188,0.82500000,N
3.202,0.79166667,N
3.225,1.13055556,N
3.244,0.96944444,N
3.260,0.94166667,N
3.275,0.85833333,N
3.290,0.76666667,N
