Elapsedtime,sample,Type,Sub,Chan,Num
0:00.444,160,(,0,0,0
0:00.508,183,p,0,0,0
0:00.561,202,),0,0,0
0:00.589,212,(,0,0,1
0:00.672,242,N,0,0,0
0:00.753,271,),0,0,1
0:00.881,317,(,0,0,2
0:00.958,345,t,0,0,4
0:01.075,387,t,0,0,4
0:01.142,411,),0,0,2
0:01.842,663,(,0,0,1
0:01.919,691,N,0,0,0
0:01.989,716,),0,0,1
0:02.081,749,(,0,0,2
0:02.178,784,t,0,0,4
0:02.283,822,t,0,0,4
0:02.358,849,),0,0,2
0:02.903,1045,(,0,0,0
0:02.950,1062,p,0,0,0
0:03.006,1082,),0,0,0
0:03.031,1091,(,0,0,1
0:03.103,1117,N,0,0,0
0:03.178,1144,),0,0,1
0:03.256,1172,(,0,0,2
0:03.383,1218,t,0,0,4
0:03.489,1256,t,0,0,4
0:03.558,1281,),0,0,2
0:04.094,1474,(,0,0,0
0:04.147,1493,p,0,0,0
0:04.203,1513,),0,0,0
0:04.231,1523,(,0,0,1
0:04.308,1551,N,0,0,0
0:04.386,1579,),0,0,1
0:04.483,1614,(,0,0,2
0:04.594,1654,t,0,0,4
0:04.706,1694,t,0,0,4
0:04.786,1723,),0,0,2
0:05.442,1959,(,0,0,1
0:05.522,1988,N,0,0,0
0:05.586,2011,),0,0,1
0:05.686,2047,(,0,0,2
0:05.797,2087,t,0,0,4
0:05.903,2125,t,0,0,4
0:05.972,2150,),0,0,2
0:06.708,2415,(,0,0,1
0:06.783,2442,N,0,0,0
0:06.853,2467,),0,0,1
0:06.950,2502,(,0,0,2
0:07.056,2540,t,0,0,4
0:07.167,2580,t,0,0,4
0:07.250,2610,),0,0,2
0:07.803,2809,(,0,0,0
0:07.844,2824,p,0,0,0
0:07.900,2844,),0,0,0
0:07.928,2854,(,0,0,1
0:08.011,2884,N,0,0,0
0:08.083,2910,),0,0,1
0:08.192,2949,(,0,0,2
0:08.297,2987,t,0,0,4
0:08.411,3028,t,0,0,4
0:08.486,3055,),0,0,2
0:09.108,3279,(,0,0,1
0:09.183,3306,N,0,0,0
0:09.253,3331,),0,0,1
0:09.356,3368,(,0,0,2
0:09.458,3405,t,0,0,4
0:09.564,3443,t,0,0,4
0:09.642,3471,),0,0,2
0:10.181,3665,(,0,0,0
0:10.233,3684,p,0,0,0
0:10.289,3704,),0,0,0
0:10.317,3714,(,0,0,1
0:10.397,3743,N,0,0,0
0:10.458,3765,),0,0,1
0:10.561,3802,(,0,0,2
0:10.669,3841,t,0,0,4
0:10.775,3879,t,0,0,4
0:10.844,3904,),0,0,2
0:11.467,4128,(,0,0,1
0:11.539,4154,N,0,0,0
0:11.611,4180,),0,0,1
0:11.714,4217,(,0,0,2
0:11.822,4256,t,0,0,4
0:11.933,4296,t,0,0,4
0:12.011,4324,),0,0,2
0:12.678,4564,(,0,0,1
0:12.758,4593,N,0,0,0
0:12.822,4616,),0,0,1
0:12.911,4648,(,0,0,2
0:13.036,4693,t,0,0,4
0:13.144,4732,t,0,0,4
0:13.211,4756,),0,0,2
0:13.850,4986,(,0,0,1
0:13.931,5015,N,0,0,0
0:13.994,5038,),0,0,1
