Elapsedtime,sample,Type,Sub,Chan,Num
0:00.500,180,(,0,0,1
0:00.625,225,N,0,0,0
0:00.700,252,),0,0,1
0:00.739,266,(,0,0,2
0:00.861,310,t,0,0,0
0:01.000,360,),0,0,2
0:01.303,469,(,0,0,1
0:01.456,524,N,0,0,0
0:01.556,560,),0,0,1
0:01.597,575,(,0,0,2
0:01.725,621,t,0,0,0
0:01.864,671,),0,0,2
0:01.936,697,(,0,0,0
0:02.017,726,p,0,0,0
0:02.058,741,),0,0,0
0:02.164,779,(,0,0,1
0:02.322,836,N,0,0,0
0:02.422,872,),0,0,1
0:02.442,879,(,0,0,2
0:02.589,932,t,0,0,0
0:02.722,980,),0,0,2
0:02.897,1043,(,0,0,0
0:02.928,1054,p,0,0,0
0:02.961,1066,),0,0,0
0:03.075,1107,(,0,0,1
0:03.208,1155,N,0,0,0
0:03.314,1193,),0,0,1
0:03.358,1209,(,0,0,2
0:03.478,1252,t,0,0,0
0:03.608,1299,),0,0,2
0:03.908,1407,(,0,0,1
0:04.053,1459,N,0,0,0
0:04.125,1485,),0,0,1
0:04.217,1518,(,0,0,2
0:04.314,1553,t,0,0,0
0:04.428,1594,),0,0,2
0:04.756,1712,(,0,0,1
0:04.817,1734,N,0,0,0
0:04.942,1779,),0,0,1
0:05.128,1846,(,0,0,2
0:05.186,1867,t,0,0,1
0:05.231,1883,),0,0,2
0:05.406,1946,(,0,0,0
0:05.436,1957,p,0,0,0
0:05.464,1967,),0,0,0
0:05.586,2011,(,0,0,1
0:05.708,2055,N,0,0,0
0:05.803,2089,),0,0,1
0:05.869,2113,(,0,0,2
0:05.967,2148,t,0,0,0
0:06.072,2186,),0,0,2
0:06.397,2303,(,0,0,1
0:06.517,2346,N,0,0,0
0:06.639,2390,),0,0,1
0:06.672,2402,(,0,0,2
0:06.781,2441,t,0,0,0
0:06.894,2482,),0,0,2
0:07.239,2606,(,0,0,1
0:07.367,2652,N,0,0,0
0:07.469,2689,),0,0,1
