Col1,wPre,Type
0.013,0.77500000,N
0.026,0.76666667,N
0.039,0.74166667,N
0.051,0.73611111,N
0.063,0.75000000,N
0.076,0.75000000,N
0.088,0.75277778,N
0.101,0.74166667,N
0.113,0.75277778,N
0.126,0.74722222,N
0.138,0.74444444,N
0.151,0.76111111,N
0.163,0.74166667,N
0.176,0.75277778,N
0.188,0.76944444,N
0.201,0.75000000,N
0.214,0.75555556,N
0.226,0.77222222,N
0.239,0.75000000,N
0.252,0.75555556,N
0.264,0.75277778,N
0.277,0.76944444,N
0.290,0.77222222,N
0.302,0.75000000,N
0.315,0.78611111,N
0.328,0.76388889,N
0.341,0.75833333,N
0.353,0.76944444,N
0.366,0.75833333,N
0.379,0.76111111,N
0.392,0.78055556,N
0.405,0.75555556,N
0.417,0.75833333,N
0.430,0.77222222,N
0.443,0.75000000,N
0.455,0.75000000,N
0.468,0.75277778,N
0.480,0.75277778,N
0.493,0.76388889,N
0.505,0.75000000,N
0.518,0.75555556,N
0.531,0.76111111,N
0.543,0.77222222,N
0.556,0.75277778,N
0.569,0.74444444,N
0.581,0.76111111,N
0.594,0.79722222,N
0.607,0.76388889,N
0.620,0.77500000,N
0.633,0.78888889,N
0.646,0.75277778,N
0.658,0.76666667,N
0.671,0.76388889,N
0.684,0.75833333,N
0.697,0.76111111,N
0.709,0.75277778,N
0.722,0.75833333,N
0.734,0.76111111,N
0.747,0.77222222,N
0.760,0.75277778,N
0.772,0.74166667,N
0.785,0.76666667,N
0.798,0.78611111,N
0.811,0.76944444,N
0.824,0.77777778,N
0.837,0.78333333,N
0.850,0.78055556,N
0.863,0.78055556,N
0.876,0.76388889,N
0.888,0.78055556,N
0.901,0.78888889,N
0.914,0.75833333,N
0.927,0.77500000,N
0.940,0.78611111,N
0.953,0.76944444,N
0.966,0.77777778,N
0.979,0.76666667,N
0.992,0.77222222,N
1.005,0.79166667,N
1.018,0.77500000,N
1.031,0.79444444,N
1.044,0.76666667,N
1.057,0.75555556,N
1.069,0.78333333,N
1.082,0.76388889,N
1.095,0.76666667,N
1.108,0.76944444,N
1.121,0.76111111,N
1.133,0.78055556,N
1.146,0.78055556,N
1.159,0.74444444,N
1.172,0.77777778,N
1.185,0.76666667,N
1.198,0.78611111,N
1.211,0.75833333,N
1.223,0.76111111,N
1.236,0.78888889,N
1.249,0.75833333,N
1.262,0.75833333,N
1.274,0.76388889,N
1.287,0.75833333,N
1.300,0.77777778,N
1.313,0.75000000,N
1.325,0.75000000,N
1.338,0.77500000,N
1.351,0.75555556,N
