Col1,wPre,Type
0.023,0.68333333,A
0.034,0.73055556,A
0.046,1.83055556,R
0.077,0.67777778,A
0.088,0.70277778,A
0.131,0.65833333,A
0.142,1.66944444,R
0.170,0.67222222,A
0.181,1.67222222,R
0.209,0.66666667,A
0.220,1.63888889,R
0.247,0.67500000,A
0.259,0.75277778,A
0.271,1.74166667,R
0.300,0.66388889,A
0.311,0.72500000,A
0.323,0.69444444,A
0.335,0.72500000,A
0.347,0.72500000,A
0.359,0.69166667,A
0.371,0.70000000,A
0.382,1.90555556,R
0.414,2.63611111,R
0.458,1.12500000,R
0.477,0.68055556,A
0.488,0.71111111,A
0.500,1.85000000,R
0.531,0.67222222,A
0.542,0.75000000,A
0.554,0.73055556,A
0.567,0.70833333,A
0.578,0.70833333,A
0.590,0.71111111,A
0.602,0.72500000,A
0.614,0.72777778,A
0.626,0.73888889,A
0.639,0.73888889,A
0.651,0.72222222,A
0.663,2.77500000,R
0.709,1.13888889,R
0.728,0.66388889,A
0.739,0.71944444,A
0.751,1.92500000,R
0.783,0.67777778,A
0.795,0.72222222,A
0.807,0.72777778,A
0.819,1.99722222,R
0.852,1.35833333,R
0.875,0.66111111,A
0.886,0.72500000,A
0.898,0.72222222,A
0.910,0.70555556,A
0.922,0.72777778,A
0.934,2.66944444,R
0.978,1.20000000,R
0.998,0.68055556,A
1.009,0.72500000,A
1.022,1.83333333,R
1.052,0.66388889,A
1.063,0.73611111,A
1.075,1.82500000,R
1.106,0.66388889,A
1.117,0.71666667,A
1.129,0.71111111,A
1.141,1.97777778,R
1.208,1.97222222,R
1.241,0.66388889,A
1.252,0.71388889,A
1.264,0.70277778,A
1.276,0.72777778,A
1.288,0.72500000,A
1.300,0.70833333,A
1.312,0.70555556,A
1.324,0.72222222,A
1.336,0.73055556,A
1.348,0.72222222,A
1.360,1.76388889,R
1.401,0.72777778,A
1.413,0.72222222,A
1.425,1.43055556,R
1.449,0.66944444,A
1.460,0.71944444,A
1.504,0.69444444,A
1.515,0.73611111,A
1.527,0.71944444,A
1.539,0.71944444,A
1.551,0.71666667,A
1.563,1.48888889,R
1.588,0.69722222,A
1.600,0.74722222,A
1.612,1.90555556,R
1.644,0.66388889,A
1.655,0.75000000,A
1.668,0.73333333,A
1.680,1.90833333,R
1.712,0.66666667,A
1.723,0.76388889,A
1.735,1.96388889,R
1.768,0.67500000,A
1.779,0.73611111,A
1.792,0.72222222,A
1.804,1.96111111,R
1.836,0.67222222,A
1.848,0.71666667,A
1.860,1.96111111,R
1.892,0.70000000,A
1.904,0.71666667,A
1.916,1.90277778,R
1.948,0.68333333,A
1.959,0.73055556,A
1.971,1.86666667,R
2.002,0.68611111,A
2.014,0.75000000,A
2.026,1.87500000,R
2.057,0.67500000,A
2.069,0.72500000,A
2.081,0.70555556,A
2.093,0.72500000,A
2.105,0.71666667,A
2.117,1.87777778,R
2.148,0.68055556,A
2.159,0.74722222,A
2.172,0.74166667,A
2.184,0.73333333,A
2.196,0.71666667,A
2.208,0.71666667,A
2.220,0.71944444,A
2.232,0.72777778,A
2.244,0.73055556,A
2.256,0.74444444,A
2.269,2.40000000,R
2.309,1.38055556,R
2.332,0.68888889,A
2.343,0.73333333,A
2.356,0.70555556,A
2.367,0.73333333,A
2.380,1.68888889,R
2.408,0.70833333,A
2.419,0.73055556,A
2.432,1.82222222,R
2.462,0.70277778,A
2.474,0.71944444,A
2.486,1.85555556,R
2.517,0.68055556,A
2.528,0.71666667,A
2.540,1.90833333,R
2.572,0.68888889,A
2.583,0.73333333,A
2.595,1.90277778,R
2.627,0.67777778,A
2.638,0.71388889,A
2.650,0.71666667,A
2.662,0.72777778,A
2.674,0.71944444,A
2.686,2.53055556,R
2.729,1.43611111,R
2.753,0.67777778,A
2.764,0.72222222,A
2.776,1.88611111,R
2.807,0.70277778,A
2.819,0.73333333,A
2.831,0.73333333,A
2.843,0.73333333,A
2.856,0.72222222,A
2.868,1.89722222,R
2.899,0.68333333,A
2.911,1.72777778,R
2.940,0.66111111,A
2.951,1.65833333,R
2.978,0.68055556,A
2.990,1.65277778,R
3.017,0.67777778,A
3.028,0.71944444,A
3.040,1.80833333,R
3.071,0.68888889,A
3.082,0.71111111,A
3.094,1.76666667,R
3.123,0.68333333,A
3.135,0.73055556,A
3.147,1.77222222,R
3.176,0.65277778,A
3.187,1.65555556,R
3.215,0.68611111,A
3.226,0.71111111,A
3.238,1.78333333,R
3.268,0.67500000,A
3.279,0.73888889,A
3.291,0.71944444,A
3.303,1.80000000,R
3.333,0.67500000,A
3.345,1.71666667,R
3.373,0.64444444,A
3.384,0.71111111,A
3.396,0.70277778,A
3.408,0.71944444,A
3.420,1.81388889,R
3.450,1.93333333,R
3.482,0.67777778,A
3.493,0.72222222,A
3.505,1.86666667,R
3.536,0.65555556,A
3.547,0.73333333,A
3.560,1.87222222,R
3.591,0.66111111,A
3.602,0.72222222,A
3.614,1.85277778,R
3.645,0.69166667,A
3.656,0.73333333,A
3.669,0.68888889,A
3.680,0.70000000,A
3.692,0.71388889,A
3.704,1.92777778,R
3.736,0.67222222,A
3.747,0.71944444,A
3.771,0.71944444,A
3.783,0.73888889,A
3.795,0.71388889,A
3.807,0.74444444,A
3.819,0.71944444,A
3.831,0.73055556,A
3.843,0.73055556,A
3.856,0.74166667,A
3.868,0.73055556,A
3.880,0.74444444,A
3.893,0.73333333,A
3.905,0.71666667,A
3.917,1.59722222,R
3.943,0.69722222,A
3.955,0.75833333,A
3.968,0.72777778,A
3.980,0.73055556,A
3.992,2.80555556,R
4.061,0.68333333,A
4.072,0.74444444,A
4.084,0.72777778,A
4.097,0.72500000,A
4.109,0.69722222,A
4.120,0.73055556,A
4.132,0.74444444,A
4.145,0.72777778,A
4.157,2.01111111,R
4.190,0.70277778,A
4.202,0.73888889,A
4.214,1.93888889,R
4.247,0.69722222,A
4.258,1.74444444,R
4.287,0.67777778,A
4.299,0.74444444,A
4.311,0.72777778,A
4.323,0.72777778,A
4.335,1.71111111,R
4.364,0.70000000,A
4.376,0.76388889,A
4.388,1.92500000,R
4.420,0.67500000,A
4.432,0.73055556,A
4.444,0.74166667,A
4.456,0.74444444,A
4.469,0.73055556,A
4.514,0.69166667,A
4.525,1.82500000,R
4.556,0.68611111,A
4.567,0.74722222,A
4.580,0.71666667,A
4.633,0.68611111,A
4.644,0.72777778,A
4.688,0.68333333,A
4.699,0.72222222,A
4.711,0.71111111,A
4.723,2.65833333,R
4.768,1.13055556,R
4.786,0.68888889,A
4.798,0.73888889,A
4.810,1.92500000,R
4.842,0.65833333,A
4.853,0.73055556,A
4.866,1.99444444,R
4.899,1.45000000,R
4.923,0.68333333,A
4.934,0.71944444,A
4.946,0.72777778,A
4.958,0.74166667,A
4.971,0.73055556,A
4.983,0.73055556,A
4.995,0.73888889,A
5.007,1.89166667,R
5.039,1.41666667,R
5.063,0.67777778,A
5.074,0.73888889,A
5.086,0.72222222,A
5.098,0.73611111,A
5.111,1.89444444,R
5.142,0.67222222,A
5.153,0.73888889,A
5.166,0.73055556,A
5.178,0.74444444,A
5.190,0.74166667,A
5.203,2.78055556,R
5.249,1.39444444,R
5.272,0.67777778,A
5.283,1.67500000,R
5.311,0.65833333,A
5.322,0.73055556,A
5.334,0.72500000,A
5.347,0.71944444,A
5.359,0.70555556,A
5.370,0.71666667,A
5.382,0.72222222,A
5.394,0.75000000,A
5.407,1.85555556,R
5.438,0.67500000,A
5.449,1.75555556,R
5.478,0.69444444,A
5.490,0.74722222,A
5.502,1.81111111,R
5.532,0.67500000,A
5.544,0.74722222,A
5.556,0.70277778,A
5.568,0.73888889,A
5.580,0.71666667,A
5.592,1.84722222,R
5.623,0.68611111,A
5.634,0.74444444,A
5.647,0.71944444,A
5.671,1.65277778,R
5.699,0.66944444,A
5.710,0.71944444,A
5.722,0.71111111,A
5.734,0.71666667,A
5.746,1.60277778,R
5.772,0.67222222,A
5.783,0.73888889,A
5.796,0.70555556,A
5.808,0.72500000,A
5.852,0.68888889,A
5.864,0.73333333,A
5.876,1.94444444,R
5.909,2.56111111,R
5.951,1.38888889,R
5.974,0.68611111,A
5.998,0.73055556,A
6.011,0.73888889,A
6.023,0.71111111,A
6.035,0.72777778,A
6.047,0.73888889,A
6.059,2.76111111,R
6.105,1.28333333,R
6.127,0.68611111,A
6.138,0.74166667,A
6.150,0.71666667,A
6.162,0.71944444,A
6.174,1.66944444,R
6.202,0.69166667,A
6.226,1.89166667,R
6.258,0.67777778,A
6.269,0.74444444,A
6.282,0.74722222,A
6.294,0.71666667,A
6.306,0.71666667,A
6.330,2.70000000,R
6.397,0.67500000,A
6.408,0.73333333,A
6.421,0.73888889,A
6.433,0.73055556,A
6.445,0.72777778,A
6.457,0.70555556,A
6.496,0.68611111,A
6.507,0.74722222,A
6.520,0.75277778,A
6.545,0.72500000,A
6.557,0.73333333,A
6.569,0.75277778,A
6.581,2.84722222,R
6.629,1.13611111,R
6.648,0.70000000,A
6.659,0.73333333,A
6.672,0.72222222,A
6.684,1.91944444,R
6.716,0.69722222,A
6.727,0.74722222,A
6.740,1.81111111,R
6.770,0.66944444,A
6.781,0.73055556,A
6.793,0.74444444,A
6.806,0.76388889,A
6.831,0.73333333,A
6.843,0.72222222,A
6.867,0.75277778,A
6.880,0.73611111,A
6.892,1.91666667,R
6.924,0.68333333,A
6.935,0.73333333,A
6.947,1.99166667,R
6.981,0.68055556,A
6.992,0.73611111,A
7.004,0.75000000,A
7.017,0.75000000,A
7.029,0.72777778,A
7.041,2.59444444,R
7.085,1.23055556,R
7.105,0.69444444,A
7.117,0.72222222,A
7.129,1.86111111,R
7.160,0.71111111,A
7.172,0.74166667,A
7.184,0.72222222,A
7.196,0.72777778,A
7.208,1.85277778,R
7.239,0.69166667,A
7.251,0.75000000,A
7.263,1.83888889,R
7.294,0.67500000,A
7.305,0.74166667,A
7.317,0.72777778,A
7.329,0.72777778,A
7.342,0.72222222,A
7.354,0.72222222,A
7.366,1.48055556,R
7.390,0.70000000,A
7.402,0.75555556,A
7.415,0.73055556,A
7.427,0.72222222,A
7.439,0.73611111,A
7.451,2.07777778,R
7.486,0.66388889,A
7.497,0.73888889,A
7.509,0.73333333,A
7.521,0.73333333,A
7.534,1.75555556,R
7.563,0.69444444,A
7.574,0.72500000,A
7.586,0.73611111,A
7.599,0.76388889,A
7.611,0.73611111,A
7.624,0.73888889,A
7.636,1.78888889,R
7.666,0.67777778,A
7.677,0.76388889,A
7.690,0.74166667,A
7.702,2.71944444,R
7.748,1.33333333,R
7.770,0.69722222,A
7.781,0.72222222,A
