Col1,wPre,Type
0.008,1.14722222,N
0.027,1.06388889,N
0.045,1.00000000,N
0.061,1.05000000,N
0.079,1.08333333,N
0.097,1.15833333,N
0.116,1.00277778,N
0.133,1.05277778,N
0.151,1.09722222,N
0.169,1.02777778,N
0.186,0.93055556,N
0.201,0.96666667,N
0.218,1.07222222,N
0.235,1.02222222,N
0.252,0.89166667,N
0.267,1.05277778,N
0.285,1.20000000,N
0.305,1.09166667,N
0.323,0.97500000,N
0.339,1.11388889,N
0.358,1.07500000,N
0.376,0.92777778,N
0.391,0.53611111,a
0.400,1.11944444,N
0.419,1.12500000,N
0.438,1.04722222,N
0.455,1.02222222,N
0.472,1.05555556,N
0.490,1.14444444,N
0.509,1.09722222,N
0.527,0.99444444,N
0.544,1.04722222,N
0.561,1.04444444,N
0.578,1.05000000,N
0.596,1.01666667,N
0.613,1.02777778,N
0.630,1.03333333,N
0.647,1.06666667,N
0.665,0.92777778,N
0.681,0.97777778,N
0.697,1.13888889,N
0.716,1.03888889,N
0.733,0.91388889,N
0.748,0.99444444,N
0.765,1.05277778,N
0.782,1.08055556,N
0.800,0.99166667,N
0.817,1.01944444,N
0.834,1.05555556,N
0.852,1.05277778,N
0.869,0.94444444,N
0.885,1.10833333,N
0.903,1.13888889,N
0.922,1.08611111,N
0.940,0.98055556,N
0.957,1.00000000,N
0.973,1.00555556,N
0.990,1.06666667,N
1.008,1.02222222,N
1.025,0.99444444,N
1.042,1.12222222,N
1.060,0.98888889,N
1.077,1.01944444,N
1.094,1.13611111,N
1.113,1.13055556,N
1.132,0.97500000,N
1.148,0.94722222,N
1.164,1.06388889,N
1.181,1.05833333,N
1.199,0.99444444,N
1.216,1.06388889,N
1.233,1.08333333,N
1.251,1.01944444,N
1.268,0.90277778,N
1.283,1.11388889,N
1.302,1.12777778,N
1.321,1.07500000,N
1.339,1.06388889,N
1.356,1.06666667,N
1.374,1.02500000,N
1.391,1.01388889,N
1.408,1.01111111,N
1.425,0.99166667,N
1.441,1.02777778,N
1.459,0.98333333,N
1.475,1.01388889,N
1.492,1.08611111,N
1.510,1.07222222,N
1.528,0.94722222,N
1.544,1.01388889,N
1.561,1.06388889,N
1.578,1.08333333,N
1.596,1.05277778,N
1.614,1.03055556,N
1.631,1.10000000,N
1.649,1.05833333,N
1.667,0.92222222,N
1.682,1.01944444,N
1.699,1.12777778,N
1.718,1.08611111,N
1.736,0.97777778,N
1.753,0.99166667,N
1.769,0.99444444,N
1.786,1.08888889,N
1.804,1.01111111,N
1.821,1.00000000,N
1.837,1.10555556,N
1.856,1.04166667,N
1.873,0.93611111,N
1.889,1.09444444,N
1.907,1.10277778,N
1.925,0.98888889,N
1.942,0.95277778,N
1.958,1.07222222,N
1.976,0.96666667,N
1.992,1.03055556,N
2.009,1.01388889,N
2.026,0.98888889,N
2.042,0.99444444,N
2.059,0.91111111,N
2.074,0.97777778,N
2.090,1.11111111,N
2.109,1.16388889,N
2.128,1.00833333,N
2.145,1.02500000,N
2.162,1.05277778,N
2.180,1.08333333,N
2.198,1.02777778,N
2.215,1.03333333,N
2.232,1.10000000,N
2.250,1.05833333,N
2.268,0.91388889,N
2.283,1.04444444,N
2.301,1.14166667,N
2.320,1.07222222,N
2.338,0.97500000,N
2.354,0.97500000,N
2.370,0.97222222,N
2.386,1.09444444,N
2.405,1.00833333,N
2.421,1.04722222,N
2.439,1.12222222,N
2.458,1.08055556,N
2.476,1.05555556,N
2.493,1.13055556,N
2.512,1.12222222,N
2.531,0.99166667,N
2.547,1.05000000,N
2.565,1.03055556,N
2.582,1.15833333,N
2.601,1.05555556,N
2.619,1.03333333,N
2.636,1.04722222,N
2.653,1.03611111,N
2.671,0.88333333,N
2.685,1.04166667,N
2.703,1.14166667,N
2.722,1.05277778,N
2.739,0.95833333,N
2.755,0.99444444,N
2.772,1.00833333,N
2.789,1.00833333,N
2.806,0.91944444,N
2.821,1.03611111,N
2.838,1.04166667,N
2.855,1.00833333,N
2.872,0.88611111,N
2.887,1.14444444,N
2.906,1.13611111,N
2.925,1.03055556,N
2.942,0.96666667,N
2.958,0.99166667,N
2.975,1.05833333,N
2.993,1.12222222,N
3.011,1.04166667,N
3.029,1.03611111,N
3.046,1.07222222,N
3.064,1.03611111,N
3.081,0.92777778,N
3.096,0.93055556,N
3.112,1.03333333,N
3.129,1.13333333,N
3.148,0.87222222,N
3.163,0.78333333,N
3.176,0.79722222,N
3.189,0.93611111,N
3.205,0.88055556,N
3.219,0.91944444,N
3.235,1.25833333,N
3.256,1.25277778,N
3.276,1.10000000,N
3.295,1.26666667,N
3.316,1.17777778,N
3.335,1.18888889,N
3.355,1.09166667,N
3.373,1.07222222,N
3.391,1.16666667,N
3.411,1.20000000,N
3.431,1.08055556,N
3.449,0.97500000,N
3.465,1.03055556,N
3.482,1.16111111,N
3.502,1.12777778,N
3.520,0.98888889,N
3.537,1.08055556,N
3.555,1.05555556,N
3.572,0.99444444,N
3.589,0.96944444,N
3.605,0.98611111,N
3.622,1.02777778,N
3.639,1.04166667,N
3.656,1.02777778,N
3.673,0.93888889,N
3.689,1.08333333,N
3.707,1.14444444,N
3.726,1.06111111,N
3.744,0.87222222,N
3.758,0.87500000,N
3.773,0.98888889,N
3.789,1.16111111,N
3.809,1.08333333,N
3.827,1.05000000,N
3.844,1.10277778,N
3.863,1.03611111,N
3.880,0.97500000,N
3.896,1.05277778,N
3.914,1.04444444,N
3.931,1.04722222,N
3.949,0.95000000,N
3.964,0.98333333,N
3.981,1.08611111,N
3.999,1.17222222,N
4.018,1.00000000,N
4.035,0.96111111,N
4.051,0.98055556,N
4.067,0.90000000,N
4.082,1.05555556,N
4.100,1.16666667,N
4.119,1.15555556,N
4.139,1.00277778,N
4.155,1.05833333,N
4.173,1.06944444,N
4.191,1.11111111,N
4.209,0.97777778,N
4.226,0.99444444,N
4.242,1.10833333,N
4.261,1.05555556,N
4.278,0.96111111,N
4.294,1.08333333,N
4.312,1.16111111,N
4.332,1.07500000,N
4.350,1.01111111,N
4.367,1.02777778,N
4.384,1.10277778,N
4.402,1.10277778,N
4.420,0.99444444,N
4.437,1.05555556,N
4.455,1.06388889,N
4.472,1.06111111,N
4.490,1.04722222,N
4.507,1.00555556,N
4.524,1.01111111,N
4.541,1.03333333,N
4.558,0.94166667,N
4.574,0.96944444,N
4.590,1.20277778,N
4.610,1.12500000,N
4.629,1.02500000,N
4.646,1.07222222,N
4.664,1.08333333,N
4.682,1.05555556,N
4.700,0.95000000,N
4.715,0.96666667,N
4.731,1.00555556,N
4.748,1.01666667,N
4.765,0.89722222,N
4.780,0.95277778,N
4.796,1.16388889,N
4.815,1.11944444,N
4.834,1.05555556,N
4.852,1.04166667,N
4.869,1.05277778,N
4.887,1.11111111,N
4.905,1.00833333,N
4.922,0.99444444,N
4.938,1.08333333,N
4.957,1.04444444,N
4.974,0.89444444,N
4.989,1.01666667,N
5.006,1.13888889,N
5.025,1.10277778,N
5.043,0.97222222,N
5.059,0.99722222,N
5.076,1.06111111,N
5.094,1.11666667,N
5.112,1.03055556,N
5.129,0.89444444,N
5.144,0.98333333,N
5.161,0.98333333,N
5.177,0.89166667,N
5.192,1.11944444,N
5.211,1.17222222,N
5.230,1.08888889,N
5.248,0.98055556,N
5.265,1.02222222,N
5.282,1.07777778,N
5.300,1.03888889,N
5.317,1.02777778,N
5.334,1.05277778,N
5.352,1.03888889,N
5.369,0.92500000,N
5.384,1.05000000,N
5.402,1.05833333,N
5.420,1.03333333,N
5.437,0.97777778,N
5.453,0.99444444,N
5.470,1.02500000,N
5.487,1.13888889,N
5.506,1.05833333,N
5.523,1.00833333,N
5.540,1.09166667,N
5.558,1.08611111,N
5.576,0.95000000,N
5.592,0.98055556,N
5.609,1.08333333,N
5.627,1.13888889,N
5.646,1.04166667,N
5.663,1.09444444,N
5.681,1.14166667,N
5.700,1.17777778,N
5.720,1.03888889,N
5.737,1.06666667,N
5.755,1.07500000,N
5.773,1.06944444,N
5.791,1.08611111,N
5.809,1.10277778,N
5.827,1.07500000,N
5.845,1.07777778,N
5.863,0.98333333,N
5.879,1.00833333,N
5.896,1.19444444,N
5.916,1.05833333,N
5.934,0.93055556,N
5.949,0.96666667,N
5.965,1.00833333,N
5.982,1.06666667,N
6.000,0.98888889,N
6.017,1.03333333,N
6.034,1.04722222,N
6.051,1.02777778,N
6.068,0.88888889,N
6.083,1.03055556,N
6.100,1.08333333,N
6.118,1.01111111,N
6.135,1.00000000,N
6.152,0.98055556,N
6.168,1.06388889,N
6.186,1.13888889,N
6.205,1.01944444,N
6.222,0.96111111,N
6.238,1.06111111,N
6.256,1.11111111,N
6.274,0.88888889,N
6.289,0.95833333,N
6.305,1.10555556,N
6.323,1.13611111,N
6.342,1.03888889,N
6.360,1.06666667,N
6.377,1.08888889,N
6.396,1.08333333,N
6.414,1.00277778,N
6.430,1.05277778,N
6.448,1.07222222,N
6.466,0.96111111,N
6.482,0.99722222,N
6.498,1.05000000,N
6.516,1.08333333,N
6.534,1.07222222,N
6.552,0.98888889,N
6.568,0.49444444,a
6.577,0.98888889,N
6.593,1.04166667,N
6.610,0.97500000,N
6.627,0.88333333,N
6.641,0.99722222,N
6.658,1.10555556,N
6.676,1.05555556,N
6.694,1.15277778,N
6.713,1.14722222,N
6.732,1.08333333,N
6.750,0.99444444,N
6.767,1.00555556,N
6.784,0.51666667,a
6.792,1.16388889,N
6.812,1.02777778,N
6.829,1.04444444,N
6.846,1.10555556,N
6.865,1.00833333,N
6.881,0.96111111,N
6.897,1.08055556,N
6.916,1.14166667,N
6.935,1.03333333,N
6.952,0.97222222,N
6.968,1.03611111,N
6.985,1.15277778,N
7.004,1.08888889,N
7.023,0.95555556,N
7.039,1.03333333,N
7.056,1.01111111,N
7.073,0.99444444,N
7.089,1.04444444,N
7.107,1.05277778,N
7.124,1.05000000,N
7.142,1.06666667,N
7.159,0.95555556,N
7.175,0.94444444,N
7.191,1.14722222,N
7.210,1.11388889,N
7.229,0.95555556,N
7.245,1.03888889,N
