Elapsedtime,sample,Type,Sub,Chan,Num
0:00.900,324,(,0,0,0
0:00.947,341,p,0,0,0
0:01.017,366,),0,0,0
0:01.117,402,(,0,0,1
0:01.192,429,N,0,0,0
0:01.339,482,),0,0,1
0:01.342,483,t,0,0,2
0:01.433,516,),0,0,2
0:01.614,581,(,0,0,0
0:01.636,589,p,0,0,0
0:01.661,598,),0,0,0
0:01.725,621,(,0,0,1
0:01.831,659,N,0,0,0
0:01.967,708,),0,0,1
0:02.008,723,(,0,0,2
0:02.069,745,t,0,0,5
0:02.144,772,t,0,0,5
0:02.183,786,),0,0,2
0:02.217,798,(,0,0,0
0:02.247,809,p,0,0,0
0:02.292,825,),0,0,0
0:02.322,836,(,0,0,1
0:02.392,861,N,0,0,0
0:02.536,913,),0,0,1
0:02.556,920,(,0,0,2
0:02.622,944,t,0,0,0
0:02.656,956,),0,0,2
0:02.706,974,(,0,0,1
0:02.781,1001,N,0,0,0
0:02.931,1055,),0,0,1
0:03.014,1085,(,0,0,2
0:03.044,1096,t,0,0,1
0:03.064,1103,),0,0,2
0:03.289,1184,(,0,0,0
0:03.328,1198,p,0,0,0
0:03.367,1212,),0,0,0
0:03.458,1245,(,0,0,1
0:03.525,1269,N,0,0,0
0:03.631,1307,),0,0,1
0:03.700,1332,(,0,0,2
0:03.817,1374,t,0,0,0
0:03.914,1409,),0,0,2
0:03.931,1415,(,0,0,0
0:03.964,1427,p,0,0,0
0:03.997,1439,),0,0,0
0:04.025,1449,(,0,0,1
0:04.117,1482,N,0,0,0
0:04.183,1506,),0,0,1
0:04.233,1524,(,0,0,2
0:04.400,1584,t,0,0,0
0:04.503,1621,),0,0,2
0:04.600,1656,(,0,0,0
0:04.633,1668,p,0,0,0
0:04.678,1684,),0,0,0
0:04.697,1691,(,0,0,1
0:04.769,1717,N,0,0,0
0:04.839,1742,),0,0,1
0:04.900,1764,(,0,0,2
0:05.019,1807,t,0,0,0
0:05.047,1817,),0,0,2
0:05.092,1833,(,0,0,1
0:05.203,1873,N,0,0,0
0:05.258,1893,),0,0,1
0:05.358,1929,(,0,0,2
0:05.381,1937,t,0,0,5
0:05.511,1984,t,0,0,5
0:05.553,1999,),0,0,2
0:05.561,2002,(,0,0,0
0:05.614,2021,p,0,0,0
0:05.644,2032,),0,0,0
0:05.683,2046,(,0,0,1
0:05.833,2100,N,0,0,0
0:05.939,2138,),0,0,1
0:06.017,2166,(,0,0,2
0:06.147,2213,t,0,0,0
0:06.247,2249,),0,0,2
0:06.372,2294,(,0,0,0
0:06.444,2320,p,0,0,0
0:06.508,2343,),0,0,0
0:06.536,2353,(,0,0,1
0:06.575,2367,N,0,0,0
0:06.625,2385,),0,0,1
0:06.792,2445,(,0,0,2
0:06.875,2475,t,0,0,1
0:06.986,2515,),0,0,2
0:07.125,2565,(,0,0,0
0:07.147,2573,p,0,0,0
0:07.181,2585,),0,0,0
0:07.283,2622,(,0,0,1
0:07.383,2658,N,0,0,0
0:07.497,2699,),0,0,1
0:07.533,2712,(,0,0,0
0:07.606,2738,p,0,0,0
0:07.642,2751,),0,0,0
0:07.689,2768,(,0,0,1
0:07.753,2791,N,0,0,0
0:07.806,2810,),0,0,1
0:07.981,2873,(,0,0,2
0:08.039,2894,t,0,0,1
0:08.139,2930,),0,0,2
0:08.472,3050,(,0,0,0
0:08.494,3058,p,0,0,0
0:08.528,3070,),0,0,0
0:08.578,3088,(,0,0,1
0:08.683,3126,N,0,0,0
0:08.828,3178,),0,0,1
0:08.878,3196,(,0,0,2
0:08.978,3232,t,0,0,0
0:09.022,3248,),0,0,2
0:09.086,3271,(,0,0,0
0:09.114,3281,p,0,0,0
0:09.136,3289,),0,0,0
0:09.189,3308,(,0,0,1
0:09.256,3332,N,0,0,0
0:09.322,3356,(,0,0,0
0:09.386,3379,p,0,0,0
0:09.417,3390,),0,0,1
0:09.439,3398,),0,0,0
0:09.542,3435,(,0,0,1
0:09.614,3461,N,0,0,0
0:09.769,3517,),0,0,1
0:09.775,3519,(,0,0,2
0:09.822,3536,t,0,0,5
0:09.897,3563,t,0,0,5
0:09.931,3575,),0,0,2
0:10.247,3689,(,0,0,1
0:10.311,3712,N,0,0,0
0:10.356,3728,),0,0,1
0:10.475,3771,(,0,0,2
0:10.600,3816,t,0,0,0
0:10.700,3852,),0,0,2
0:10.819,3895,(,0,0,0
0:10.906,3926,p,0,0,0
0:10.978,3952,),0,0,0
0:11.028,3970,(,0,0,1
0:11.086,3991,N,0,0,0
0:11.228,4042,),0,0,1
0:11.256,4052,(,0,0,2
0:11.314,4073,t,0,0,0
0:11.350,4086,),0,0,2
0:11.494,4138,(,0,0,0
0:11.528,4150,p,0,0,0
0:11.556,4160,),0,0,0
0:11.689,4208,(,0,0,1
0:11.764,4235,N,0,0,0
0:11.939,4298,),0,0,1
0:12.053,4339,(,0,0,2
0:12.142,4371,t,0,0,0
0:12.222,4400,),0,0,2
0:12.319,4435,(,0,0,0
0:12.369,4453,p,0,0,0
0:12.439,4478,),0,0,0
0:12.508,4503,(,0,0,1
0:12.611,4540,N,0,0,0
0:12.644,4552,),0,0,1
0:12.694,4570,(,0,0,2
0:12.739,4586,t,0,0,1
0:12.847,4625,),0,0,2
0:12.983,4674,(,0,0,1
0:13.117,4722,N,0,0,0
0:13.208,4755,(,0,0,0
0:13.272,4778,),0,0,1
0:13.278,4780,p,0,0,0
0:13.342,4803,),0,0,0
0:13.428,4834,(,0,0,1
0:13.494,4858,N,0,0,0
0:13.606,4898,),0,0,1
0:13.633,4908,(,0,0,2
0:13.689,4928,t,0,0,5
0:13.853,4987,t,0,0,5
0:13.900,5004,),0,0,2
0:14.022,5048,(,0,0,1
0:14.114,5081,N,0,0,0
0:14.156,5096,),0,0,1
0:14.206,5114,t,0,0,2
0:14.328,5158,),0,0,2
0:14.517,5226,(,0,0,1
0:14.572,5246,N,0,0,0
0:14.611,5260,),0,0,1
0:14.686,5287,(,0,0,2
0:14.772,5318,t,0,0,0
0:14.819,5335,),0,0,2
0:14.892,5361,(,0,0,0
0:14.928,5374,p,0,0,0
0:15.006,5402,),0,0,0
0:15.025,5409,(,0,0,1
0:15.092,5433,N,0,0,0
0:15.133,5448,),0,0,1
0:15.244,5488,(,0,0,2
0:15.342,5523,t,0,0,0
0:15.400,5544,),0,0,2
0:15.464,5567,(,0,0,0
0:15.500,5580,p,0,0,0
0:15.550,5598,),0,0,0
0:15.614,5621,(,0,0,1
0:15.689,5648,N,0,0,0
0:15.731,5663,),0,0,1
0:15.839,5702,(,0,0,2
0:15.908,5727,t,0,0,0
0:15.950,5742,),0,0,2
0:16.022,5768,(,0,0,1
