Elapsedtime,sample,Type,Sub,Chan,Num
0:00.644,232,(,0,0,1
0:00.692,249,N,0,0,0
0:00.728,262,),0,0,1
0:00.869,313,t,0,0,2
0:00.953,343,),0,0,2
0:01.261,454,(,0,0,1
0:01.306,470,N,0,0,0
0:01.342,483,),0,0,1
0:01.347,485,(,0,0,2
0:01.433,516,t,0,0,1
0:01.578,568,),0,0,2
0:01.686,607,(,0,0,1
0:01.736,625,N,0,0,0
0:01.831,659,),0,0,1
0:01.856,668,(,0,0,2
0:01.964,707,t,0,0,0
0:02.075,747,),0,0,2
0:02.153,775,(,0,0,0
0:02.214,797,p,0,0,0
0:02.283,822,),0,0,0
0:02.331,839,(,0,0,1
0:02.403,865,N,0,0,0
0:02.439,878,),0,0,1
0:02.553,919,t,0,0,2
0:02.692,969,),0,0,2
0:02.950,1062,(,0,0,1
0:03.000,1080,N,0,0,0
0:03.036,1093,),0,0,1
0:03.164,1139,(,0,0,2
0:03.331,1199,t,0,0,0
0:03.372,1214,),0,0,2
0:03.544,1276,(,0,0,1
0:03.603,1297,N,0,0,0
0:03.639,1310,),0,0,1
0:03.806,1370,(,0,0,2
0:03.931,1415,t,0,0,0
0:04.006,1442,),0,0,2
0:04.128,1486,(,0,0,0
0:04.181,1505,p,0,0,0
0:04.225,1521,),0,0,0
0:04.322,1556,(,0,0,1
0:04.403,1585,N,0,0,0
0:04.442,1599,),0,0,1
0:04.556,1640,(,0,0,2
0:04.581,1649,t,0,0,4
0:04.708,1695,t,0,0,4
0:04.758,1713,),0,0,2
0:04.850,1746,(,0,0,0
0:04.897,1763,p,0,0,0
0:04.958,1785,),0,0,0
0:05.006,1802,(,0,0,1
0:05.047,1817,N,0,0,0
0:05.081,1829,),0,0,1
0:05.228,1882,(,0,0,2
0:05.319,1915,t,0,0,0
0:05.342,1923,),0,0,2
0:05.375,1935,(,0,0,0
0:05.422,1952,p,0,0,0
0:05.486,1975,),0,0,0
0:05.592,2013,(,0,0,1
0:05.631,2027,N,0,0,0
0:05.667,2040,),0,0,1
0:05.808,2091,(,0,0,2
0:05.939,2138,t,0,0,0
0:06.042,2175,),0,0,2
0:06.203,2233,(,0,0,1
0:06.244,2248,N,0,0,0
0:06.281,2261,),0,0,1
0:06.417,2310,(,0,0,2
0:06.531,2351,t,0,0,0
0:06.594,2374,),0,0,2
0:06.697,2411,(,0,0,0
0:06.778,2440,p,0,0,0
0:06.822,2456,),0,0,0
0:06.914,2489,(,0,0,1
0:06.964,2507,N,0,0,0
0:07.006,2522,),0,0,1
0:07.186,2587,(,0,0,2
0:07.275,2619,t,0,0,0
0:07.322,2636,),0,0,2
0:07.431,2675,(,0,0,0
0:07.500,2700,p,0,0,0
0:07.564,2723,),0,0,0
0:07.586,2731,(,0,0,1
0:07.633,2748,N,0,0,0
0:07.672,2762,),0,0,1
0:07.856,2828,(,0,0,2
0:07.922,2852,t,0,0,0
0:07.969,2869,),0,0,2
0:08.006,2882,(,0,0,0
0:08.050,2898,p,0,0,0
0:08.103,2917,),0,0,0
0:08.247,2969,(,0,0,1
0:08.294,2986,N,0,0,0
0:08.481,3053,),0,0,1
0:08.492,3057,(,0,0,2
0:08.633,3108,t,0,0,0
0:08.758,3153,),0,0,2
0:08.792,3165,(,0,0,0
0:08.842,3183,p,0,0,0
0:08.908,3207,),0,0,0
0:08.950,3222,(,0,0,1
0:09.014,3245,N,0,0,0
0:09.053,3259,),0,0,1
0:09.214,3317,(,0,0,2
0:09.306,3350,t,0,0,0
0:09.344,3364,),0,0,2
0:09.436,3397,(,0,0,0
0:09.514,3425,p,0,0,0
0:09.556,3440,),0,0,0
0:09.575,3447,(,0,0,1
0:09.619,3463,N,0,0,0
0:09.658,3477,),0,0,1
0:09.711,3496,(,0,0,2
0:09.761,3514,t,0,0,4
0:09.886,3559,t,0,0,4
