Elapsedtime,sample,Type,Sub,Chan,Num
0:00.728,262,(,0,0,0
0:00.767,276,p,0,0,0
0:00.811,292,),0,0,0
0:00.831,299,(,0,0,1
0:00.867,312,N,0,0,0
0:00.908,327,),0,0,1
0:01.100,396,(,0,0,2
0:01.156,416,t,0,0,5
0:01.253,451,t,0,0,5
0:01.317,474,),0,0,2
0:01.561,562,(,0,0,0
0:01.597,575,p,0,0,0
0:01.644,592,),0,0,0
0:01.658,597,(,0,0,1
0:01.700,612,N,0,0,0
0:01.742,627,),0,0,1
0:01.956,704,(,0,0,2
0:02.003,721,t,0,0,5
0:02.092,753,t,0,0,5
0:02.175,783,),0,0,2
0:02.403,865,(,0,0,0
0:02.442,879,p,0,0,0
0:02.486,895,),0,0,0
0:02.500,900,(,0,0,1
0:02.542,915,N,0,0,0
0:02.583,930,),0,0,1
0:02.789,1004,(,0,0,2
0:02.833,1020,t,0,0,5
0:02.925,1053,t,0,0,5
0:03.003,1081,),0,0,2
0:03.236,1165,(,0,0,0
0:03.275,1179,p,0,0,0
0:03.314,1193,),0,0,0
0:03.328,1198,(,0,0,1
0:03.369,1213,N,0,0,0
0:03.411,1228,),0,0,1
0:03.486,1255,(,0,0,2
0:03.664,1319,t,0,0,5
0:03.756,1352,t,0,0,5
0:03.836,1381,),0,0,2
0:04.078,1468,(,0,0,0
0:04.114,1481,p,0,0,0
0:04.153,1495,),0,0,0
0:04.167,1500,(,0,0,1
0:04.214,1517,N,0,0,0
0:04.258,1533,),0,0,1
0:04.461,1606,(,0,0,2
0:04.514,1625,t,0,0,5
0:04.603,1657,t,0,0,5
0:04.667,1680,),0,0,2
0:04.903,1765,(,0,0,0
0:04.939,1778,p,0,0,0
0:04.986,1795,),0,0,0
0:05.000,1800,(,0,0,1
0:05.044,1816,N,0,0,0
0:05.086,1831,),0,0,1
0:05.300,1908,(,0,0,2
0:05.347,1925,t,0,0,5
0:05.428,1954,t,0,0,5
0:05.517,1986,),0,0,2
0:05.739,2066,(,0,0,0
0:05.778,2080,p,0,0,0
0:05.825,2097,),0,0,0
0:05.839,2102,(,0,0,1
0:05.889,2120,N,0,0,0
0:05.933,2136,),0,0,1
0:06.153,2215,(,0,0,2
0:06.192,2229,t,0,0,5
0:06.283,2262,t,0,0,5
0:06.361,2290,),0,0,2
0:06.592,2373,(,0,0,0
0:06.628,2386,p,0,0,0
0:06.672,2402,),0,0,0
0:06.692,2409,(,0,0,1
0:06.733,2424,N,0,0,0
0:06.775,2439,),0,0,1
0:06.972,2510,(,0,0,2
0:07.019,2527,t,0,0,5
0:07.108,2559,t,0,0,5
0:07.200,2592,),0,0,2
0:07.419,2671,(,0,0,0
0:07.456,2684,p,0,0,0
0:07.503,2701,),0,0,0
0:07.522,2708,(,0,0,1
0:07.561,2722,N,0,0,0
0:07.600,2736,),0,0,1
0:07.797,2807,(,0,0,2
0:07.847,2825,t,0,0,5
0:07.944,2860,t,0,0,5
0:08.008,2883,),0,0,2
0:08.264,2975,(,0,0,0
0:08.306,2990,p,0,0,0
0:08.347,3005,),0,0,0
0:08.364,3011,(,0,0,1
0:08.406,3026,N,0,0,0
0:08.447,3041,),0,0,1
0:08.661,3118,(,0,0,2
0:08.711,3136,t,0,0,5
0:08.794,3166,t,0,0,5
0:08.869,3193,),0,0,2
0:09.106,3278,(,0,0,0
0:09.147,3293,p,0,0,0
0:09.192,3309,),0,0,0
0:09.206,3314,(,0,0,1
0:09.250,3330,N,0,0,0
0:09.289,3344,),0,0,1
0:09.503,3421,(,0,0,2
0:09.544,3436,t,0,0,5
0:09.625,3465,t,0,0,5
0:09.708,3495,),0,0,2
0:09.928,3574,(,0,0,0
0:09.964,3587,p,0,0,0
0:10.006,3602,),0,0,0
0:10.022,3608,(,0,0,1
0:10.061,3622,N,0,0,0
0:10.106,3638,),0,0,1
0:10.317,3714,(,0,0,2
0:10.358,3729,t,0,0,5
0:10.439,3758,t,0,0,5
0:10.517,3786,),0,0,2
0:10.764,3875,(,0,0,0
0:10.800,3888,p,0,0,0
0:10.839,3902,),0,0,0
0:10.861,3910,(,0,0,1
0:10.900,3924,N,0,0,0
0:10.942,3939,),0,0,1
0:11.142,4011,(,0,0,2
0:11.200,4032,t,0,0,5
0:11.278,4060,t,0,0,5
0:11.347,4085,),0,0,2
0:11.600,4176,(,0,0,0
0:11.636,4189,p,0,0,0
0:11.672,4202,),0,0,0
0:11.694,4210,(,0,0,1
0:11.733,4224,N,0,0,0
0:11.775,4239,),0,0,1
0:11.994,4318,(,0,0,2
0:12.036,4333,t,0,0,5
0:12.114,4361,t,0,0,5
0:12.194,4390,),0,0,2
0:12.439,4478,(,0,0,0
0:12.475,4491,p,0,0,0
0:12.519,4507,),0,0,0
0:12.542,4515,(,0,0,1
0:12.583,4530,N,0,0,0
0:12.628,4546,),0,0,1
0:12.839,4622,(,0,0,2
0:12.886,4639,t,0,0,5
0:12.961,4666,t,0,0,5
0:13.036,4693,),0,0,2
0:13.283,4782,(,0,0,0
0:13.317,4794,p,0,0,0
0:13.361,4810,),0,0,0
0:13.375,4815,(,0,0,1
0:13.419,4831,N,0,0,0
0:13.464,4847,),0,0,1
0:13.678,4924,(,0,0,2
0:13.717,4938,t,0,0,5
0:13.800,4968,t,0,0,5
0:13.875,4995,),0,0,2
0:14.092,5073,(,0,0,0
0:14.131,5087,p,0,0,0
0:14.178,5104,),0,0,0
0:14.197,5111,(,0,0,1
0:14.242,5127,N,0,0,0
0:14.283,5142,),0,0,1
0:14.489,5216,(,0,0,2
0:14.533,5232,t,0,0,5
0:14.619,5263,t,0,0,5
0:14.700,5292,),0,0,2
0:14.947,5381,(,0,0,0
0:14.986,5395,p,0,0,0
0:15.033,5412,),0,0,0
0:15.047,5417,(,0,0,1
0:15.094,5434,N,0,0,0
0:15.136,5449,),0,0,1
0:15.344,5524,(,0,0,2
0:15.397,5543,t,0,0,5
0:15.483,5574,t,0,0,5
0:15.558,5601,),0,0,2
0:15.803,5689,(,0,0,0
0:15.842,5703,p,0,0,0
0:15.886,5719,),0,0,0
0:15.903,5725,(,0,0,1
0:15.947,5741,N,0,0,0
0:15.986,5755,),0,0,1
0:16.197,5831,(,0,0,2
0:16.242,5847,t,0,0,5
0:16.325,5877,t,0,0,5
0:16.389,5900,),0,0,2
0:16.625,5985,(,0,0,0
0:16.664,5999,p,0,0,0
0:16.700,6012,),0,0,0
0:16.717,6018,(,0,0,1
0:16.761,6034,N,0,0,0
0:16.806,6050,),0,0,1
0:17.017,6126,(,0,0,2
0:17.058,6141,t,0,0,5
0:17.139,6170,t,0,0,5
0:17.211,6196,),0,0,2
0:17.469,6289,(,0,0,0
0:17.506,6302,p,0,0,0
0:17.544,6316,),0,0,0
0:17.564,6323,(,0,0,1
0:17.608,6339,N,0,0,0
0:17.653,6355,),0,0,1
0:17.864,6431,(,0,0,2
0:17.906,6446,t,0,0,5
0:17.981,6473,t,0,0,5
0:18.053,6499,),0,0,2
0:18.297,6587,(,0,0,0
0:18.336,6601,p,0,0,0
0:18.375,6615,),0,0,0
0:18.394,6622,(,0,0,1
0:18.439,6638,N,0,0,0
0:18.483,6654,),0,0,1
0:18.689,6728,(,0,0,2
0:18.733,6744,t,0,0,5
0:18.822,6776,t,0,0,5
0:18.903,6805,),0,0,2
0:19.142,6891,(,0,0,0
0:19.181,6905,p,0,0,0
0:19.222,6920,),0,0,0
0:19.239,6926,(,0,0,1
0:19.283,6942,N,0,0,0
0:19.325,6957,),0,0,1
