Col1,wPre,Type
0.008,0.97222222,N
0.024,1.00277778,N
0.040,0.95277778,N
0.056,0.97777778,N
0.073,0.98611111,N
0.089,0.99722222,N
0.106,0.99722222,N
0.122,1.02777778,N
0.139,1.02222222,N
0.156,1.00000000,N
0.173,1.03333333,N
0.190,0.97500000,N
0.207,0.99166667,N
0.223,1.02222222,N
0.240,0.98888889,N
0.257,0.99166667,N
0.273,1.01111111,N
0.290,1.00000000,N
0.307,1.00000000,N
0.323,0.99444444,N
0.340,0.98611111,N
0.356,0.97222222,N
0.373,0.97222222,N
0.389,0.97222222,N
0.405,0.98055556,N
0.421,0.97222222,N
0.438,0.96388889,N
0.454,1.00555556,N
0.470,0.97500000,N
0.487,0.96388889,N
0.503,1.01111111,N
0.520,0.98611111,N
0.536,0.98888889,N
0.552,1.00555556,N
0.569,1.00000000,N
0.586,1.01944444,N
0.603,1.03888889,N
0.620,1.02500000,N
0.637,1.04444444,N
0.655,1.03888889,N
0.672,1.03888889,N
0.689,1.05000000,N
0.707,1.02777778,N
0.724,1.02777778,N
0.741,1.05000000,N
0.759,1.00277778,N
0.775,1.01944444,N
0.792,1.01944444,N
0.809,0.99722222,N
0.826,0.97222222,N
0.842,0.97222222,N
0.858,0.96388889,N
0.874,0.99722222,N
0.891,0.98333333,N
0.907,0.98055556,N
0.924,1.02222222,N
0.941,1.00555556,N
0.958,1.01944444,N
0.974,1.03055556,N
0.992,0.99722222,N
1.008,1.03333333,N
1.026,1.02222222,N
1.043,0.99166667,N
1.059,1.01111111,N
1.076,1.00833333,N
1.093,0.99166667,N
1.109,0.98055556,N
1.126,0.96111111,N
1.142,0.95833333,N
1.158,0.99444444,N
1.174,0.98333333,N
1.191,0.97777778,N
1.207,1.01666667,N
1.224,0.99166667,N
1.240,0.98333333,N
1.257,1.01666667,N
1.274,1.00833333,N
1.290,1.01388889,N
1.307,1.02500000,N
1.324,1.00555556,N
1.341,1.03055556,N
1.358,1.03888889,N
1.376,1.03611111,N
1.393,1.02500000,N
1.410,1.03611111,N
1.427,1.02500000,N
1.444,1.05555556,N
1.462,1.02500000,N
1.479,1.01944444,N
1.496,1.03611111,N
1.513,1.03333333,N
1.531,1.00277778,N
1.547,1.00000000,N
1.564,1.02222222,N
1.581,1.02777778,N
1.598,1.01944444,N
1.615,1.01388889,N
1.632,1.03333333,N
1.649,1.02500000,N
1.666,1.01111111,N
1.683,1.02222222,N
1.700,1.01944444,N
1.717,1.03333333,N
1.734,1.04722222,N
1.752,1.02500000,N
1.769,1.04166667,N
1.786,1.03055556,N
1.803,0.99722222,N
1.820,1.00277778,N
1.837,0.98333333,N
1.853,0.98888889,N
1.870,0.99444444,N
1.886,0.96666667,N
1.902,0.96666667,N
1.918,1.01388889,N
1.935,0.98888889,N
1.952,0.96944444,N
1.968,0.98888889,N
1.984,0.96666667,N
2.001,0.98611111,N
2.017,0.98888889,N
2.034,0.98888889,N
2.050,1.00277778,N
2.067,1.01388889,N
2.084,1.00555556,N
2.100,0.96666667,N
2.116,0.98888889,N
2.133,0.98055556,N
2.149,0.98611111,N
2.166,0.96388889,N
2.182,0.96111111,N
2.198,0.95833333,N
2.214,0.94722222,N
2.230,0.92777778,N
2.245,0.94444444,N
2.261,0.95000000,N
2.277,0.95277778,N
2.292,0.98055556,N
2.309,0.96111111,N
2.325,0.97222222,N
2.341,0.98055556,N
2.357,0.93611111,N
2.373,0.95000000,N
2.389,0.95000000,N
2.405,0.93055556,N
2.420,0.90833333,N
2.435,0.93611111,N
2.451,0.93888889,N
2.467,0.95555556,N
2.482,1.00000000,N
2.499,0.99444444,N
2.516,0.99722222,N
2.532,1.01944444,N
2.549,0.99444444,N
2.566,0.98611111,N
2.582,1.00833333,N
2.599,0.97222222,N
2.615,0.97222222,N
2.632,0.97777778,N
2.648,0.96666667,N
2.664,0.95555556,N
2.680,0.95555556,N
2.696,0.96666667,N
2.712,0.96944444,N
2.728,0.98333333,N
2.744,0.95555556,N
2.760,0.96944444,N
2.777,0.97222222,N
2.793,0.95000000,N
2.809,0.94722222,N
2.824,0.95000000,N
2.840,0.95277778,N
2.856,0.96388889,N
2.872,0.95555556,N
2.888,0.94166667,N
2.904,0.93888889,N
2.919,0.92222222,N
2.935,0.94166667,N
2.951,0.90555556,N
2.966,0.91666667,N
2.981,0.91388889,N
2.996,0.92500000,N
3.012,0.94722222,N
3.027,0.94444444,N
3.043,0.95833333,N
3.059,0.96111111,N
3.075,0.96388889,N
3.091,0.95555556,N
3.107,0.94722222,N
3.123,0.95000000,N
3.139,0.96388889,N
3.155,0.93333333,N
3.170,0.93611111,N
3.186,0.97777778,N
3.202,0.97222222,N
3.218,0.94166667,N
3.234,0.96388889,N
3.250,0.96944444,N
3.266,0.99722222,N
3.283,1.02222222,N
3.300,0.95555556,N
3.316,0.98888889,N
3.332,1.03055556,N
3.350,1.01388889,N
3.366,1.00555556,N
3.383,1.04166667,N
3.401,1.03333333,N
3.418,1.04444444,N
3.435,1.02222222,N
3.452,0.99722222,N
3.469,1.03611111,N
3.486,1.02222222,N
3.503,0.98888889,N
3.520,1.01666667,N
3.553,0.99722222,N
3.570,1.00555556,N
3.587,0.96944444,N
3.603,0.97222222,N
3.619,0.98611111,N
3.635,0.96944444,N
3.652,0.95833333,N
3.668,0.96944444,N
3.684,0.96111111,N
3.700,0.96666667,N
3.716,0.97500000,N
3.732,0.96388889,N
3.748,0.97222222,N
3.764,0.95000000,N
3.780,0.96388889,N
3.796,0.95000000,N
3.812,0.96388889,N
3.828,0.96944444,N
3.844,0.97777778,N
3.861,0.97222222,N
3.877,0.95555556,N
3.893,0.98611111,N
3.909,0.96111111,N
3.925,0.98055556,N
3.942,0.97222222,N
3.958,0.95833333,N
3.974,0.93611111,N
3.989,0.95277778,N
4.005,0.94166667,N
4.037,0.96111111,N
4.053,0.93611111,N
4.068,0.95000000,N
4.084,0.96388889,N
4.100,0.96388889,N
4.116,0.98888889,N
4.133,0.99444444,N
4.149,0.98333333,N
4.166,1.00555556,N
4.182,1.01944444,N
4.199,0.99722222,N
4.216,0.96666667,N
4.232,0.98611111,N
4.249,0.97500000,N
4.265,0.95555556,N
4.281,0.96666667,N
4.297,0.96388889,N
4.313,0.97222222,N
4.329,0.99722222,N
4.346,0.97222222,N
4.362,0.97222222,N
4.378,0.97777778,N
4.394,0.99722222,N
4.411,1.01388889,N
4.428,1.00555556,N
4.445,0.98611111,N
4.461,1.01944444,N
4.478,1.02777778,N
4.495,1.01388889,N
4.512,1.03611111,N
4.529,1.00833333,N
4.546,1.01944444,N
4.563,1.03333333,N
4.581,1.00000000,N
4.597,1.01388889,N
4.614,1.01666667,N
4.631,1.01111111,N
4.648,1.00555556,N
4.665,1.01388889,N
4.682,1.01666667,N
4.698,1.03611111,N
4.716,1.02500000,N
4.733,1.03333333,N
4.750,1.06111111,N
4.768,1.04166667,N
4.785,1.03055556,N
4.802,1.03611111,N
4.820,1.03055556,N
4.837,1.02500000,N
4.854,0.99722222,N
4.870,1.00833333,N
4.887,1.02777778,N
4.904,0.99444444,N
4.921,0.98888889,N
4.937,1.00277778,N
4.954,0.99444444,N
4.971,0.99166667,N
4.987,1.00277778,N
5.004,0.98888889,N
5.020,0.98055556,N
5.037,0.99444444,N
5.053,0.99722222,N
5.070,0.98055556,N
5.086,1.00555556,N
5.103,1.00555556,N
5.120,1.02777778,N
5.137,1.01388889,N
5.154,1.00000000,N
5.171,1.03611111,N
5.188,1.01666667,N
5.205,1.01388889,N
5.222,1.01944444,N
5.239,1.02222222,N
5.256,1.03333333,N
5.273,1.02222222,N
5.290,1.00555556,N
5.307,1.03055556,N
5.324,1.01111111,N
5.341,0.98055556,N
5.357,1.01111111,N
5.374,0.97222222,N
5.390,0.96666667,N
5.406,1.00000000,N
5.423,0.95555556,N
5.439,0.96111111,N
5.455,0.98055556,N
5.471,0.95555556,N
5.487,0.97777778,N
5.503,1.00000000,N
5.520,1.02500000,N
5.537,1.04166667,N
5.554,1.01666667,N
5.571,1.02500000,N
5.589,1.04444444,N
5.606,1.03611111,N
5.623,1.02222222,N
5.640,1.01944444,N
5.657,1.01388889,N
5.674,1.00555556,N
5.691,1.01111111,N
5.708,0.99444444,N
5.724,1.01111111,N
5.741,1.03611111,N
5.758,1.00555556,N
5.775,0.96944444,N
5.791,0.99444444,N
5.808,0.97500000,N
5.824,0.99722222,N
5.841,1.00000000,N
5.857,0.99444444,N
5.874,1.03888889,N
5.891,1.02777778,N
5.908,1.02500000,N
5.926,1.03888889,N
5.943,1.00000000,N
5.960,1.03333333,N
5.977,1.05833333,N
5.994,1.04444444,N
6.012,1.01666667,N
6.029,1.04722222,N
6.046,1.03611111,N
6.063,1.00833333,N
6.080,1.00000000,N
6.097,1.01111111,N
6.114,1.02777778,N
6.131,0.98611111,N
6.147,0.98611111,N
6.164,1.02500000,N
6.181,1.00000000,N
6.198,0.99722222,N
6.214,1.01666667,N
6.231,0.99722222,N
6.248,1.00555556,N
6.264,1.01388889,N
6.281,1.00277778,N
6.298,1.00833333,N
6.315,1.00000000,N
6.332,0.99444444,N
6.348,0.98055556,N
6.364,0.98333333,N
6.381,0.96666667,N
6.397,1.01388889,N
6.414,0.99166667,N
6.430,0.97777778,N
6.447,1.00833333,N
6.464,0.96944444,N
6.480,0.95833333,N
6.496,0.96944444,N
6.512,0.96666667,N
6.528,0.96111111,N
6.544,0.96666667,N
6.560,0.91944444,N
6.575,0.91111111,N
6.591,0.94166667,N
6.606,0.91111111,N
6.621,0.87777778,N
6.636,0.89722222,N
6.651,0.86111111,N
6.665,0.85277778,N
6.680,0.86944444,N
6.694,0.85277778,N
6.708,0.86666667,N
6.723,0.88333333,N
6.737,0.89722222,N
6.752,0.90833333,N
6.768,0.89444444,N
6.782,0.90555556,N
6.798,0.88888889,N
6.812,0.89166667,N
6.827,0.89444444,N
6.842,0.87500000,N
