Elapsedtime,sample,Type,Sub,Chan,Num
0:00.708,255,(,0,0,0
0:00.753,271,p,0,0,0
0:00.808,291,),0,0,0
0:00.825,297,(,0,0,1
0:00.886,319,N,0,0,0
0:00.922,332,),0,0,1
0:01.031,371,(,0,0,2
0:01.103,397,t,0,0,1
0:01.192,429,),0,0,2
0:01.283,462,(,0,0,1
0:01.378,496,N,0,0,0
0:01.453,523,),0,0,1
0:01.561,562,(,0,0,2
0:01.631,587,t,0,0,0
0:01.692,609,),0,0,2
0:01.892,681,(,0,0,0
0:01.939,698,p,0,0,0
0:01.994,718,),0,0,0
0:02.025,729,(,0,0,1
0:02.078,748,N,0,0,0
0:02.117,762,),0,0,1
0:02.231,803,(,0,0,2
0:02.300,828,t,0,0,1
0:02.383,858,),0,0,2
0:02.494,898,(,0,0,0
0:02.539,914,p,0,0,0
0:02.589,932,),0,0,0
0:02.622,944,(,0,0,1
0:02.675,963,N,0,0,0
0:02.711,976,),0,0,1
0:02.786,1003,t,0,0,3
0:02.872,1034,),0,0,2
0:02.983,1074,(,0,0,1
0:03.078,1108,N,0,0,0
0:03.158,1137,),0,0,1
0:03.178,1144,(,0,0,2
0:03.278,1180,t,0,0,0
0:03.386,1219,),0,0,2
0:03.653,1315,(,0,0,0
0:03.706,1334,p,0,0,0
0:03.756,1352,),0,0,0
0:03.786,1363,(,0,0,1
0:03.839,1382,N,0,0,0
0:03.878,1396,),0,0,1
0:03.986,1435,(,0,0,2
0:04.061,1462,t,0,0,1
0:04.150,1494,),0,0,2
0:04.244,1528,(,0,0,1
0:04.331,1559,N,0,0,0
0:04.411,1588,),0,0,1
0:04.519,1627,(,0,0,2
0:04.592,1653,t,0,0,0
0:04.661,1678,),0,0,2
0:04.867,1752,(,0,0,0
0:04.914,1769,p,0,0,0
0:04.969,1789,),0,0,0
0:04.989,1796,(,0,0,1
0:05.050,1818,N,0,0,0
0:05.089,1832,),0,0,1
0:05.189,1868,(,0,0,2
0:05.258,1893,t,0,0,1
0:05.344,1924,),0,0,2
0:05.461,1966,(,0,0,0
0:05.511,1984,p,0,0,0
0:05.564,2003,),0,0,0
0:05.586,2011,(,0,0,1
0:05.650,2034,N,0,0,0
0:05.686,2047,),0,0,1
0:05.744,2068,t,0,0,3
0:05.844,2104,),0,0,2
0:05.953,2143,(,0,0,1
0:06.036,2173,N,0,0,0
0:06.122,2204,),0,0,1
0:06.142,2211,(,0,0,2
0:06.231,2243,t,0,0,0
0:06.350,2286,),0,0,2
0:06.631,2387,(,0,0,0
0:06.675,2403,p,0,0,0
0:06.719,2419,),0,0,0
0:06.750,2430,(,0,0,1
0:06.800,2448,N,0,0,0
0:06.833,2460,),0,0,1
0:06.942,2499,(,0,0,2
0:07.025,2529,t,0,0,1
0:07.111,2560,),0,0,2
0:07.236,2605,(,0,0,0
0:07.283,2622,p,0,0,0
0:07.336,2641,),0,0,0
0:07.361,2650,(,0,0,1
0:07.417,2670,N,0,0,0
0:07.450,2682,),0,0,1
0:07.553,2719,(,0,0,2
0:07.617,2742,t,0,0,1
0:07.692,2769,),0,0,2
0:07.822,2816,(,0,0,0
0:07.869,2833,p,0,0,0
0:07.919,2851,),0,0,0
0:07.956,2864,(,0,0,1
0:08.008,2883,N,0,0,0
0:08.044,2896,),0,0,1
0:08.094,2914,t,0,0,3
0:08.217,2958,),0,0,2
0:08.317,2994,(,0,0,1
0:08.414,3029,N,0,0,0
0:08.494,3058,),0,0,1
0:08.522,3068,(,0,0,2
0:08.617,3102,t,0,0,0
0:08.725,3141,),0,0,2
0:09.008,3243,(,0,0,0
0:09.053,3259,p,0,0,0
0:09.106,3278,),0,0,0
0:09.122,3284,(,0,0,1
0:09.186,3307,N,0,0,0
0:09.219,3319,),0,0,1
0:09.331,3359,(,0,0,2
0:09.403,3385,t,0,0,1
0:09.486,3415,),0,0,2
0:09.589,3452,(,0,0,0
0:09.639,3470,p,0,0,0
0:09.692,3489,),0,0,0
0:09.719,3499,(,0,0,1
0:09.778,3520,N,0,0,0
0:09.814,3533,),0,0,1
0:09.911,3568,(,0,0,2
0:09.983,3594,t,0,0,1
0:10.058,3621,),0,0,2
0:10.178,3664,(,0,0,0
0:10.222,3680,p,0,0,0
0:10.272,3698,),0,0,0
0:10.289,3704,(,0,0,1
0:10.356,3728,N,0,0,0
0:10.392,3741,),0,0,1
0:10.500,3780,(,0,0,2
0:10.567,3804,t,0,0,1
0:10.647,3833,),0,0,2
0:10.767,3876,(,0,0,0
0:10.808,3891,p,0,0,0
0:10.864,3911,),0,0,0
0:10.889,3920,(,0,0,1
0:10.953,3943,N,0,0,0
0:10.989,3956,),0,0,1
