Col1,wPre,Type
0.014,0.87222222,N
0.028,0.75833333,N
0.041,0.88611111,N
0.056,0.58611111,N
0.066,0.80833333,N
0.079,0.60000000,N
0.089,0.78611111,N
0.102,0.75277778,N
0.115,0.68333333,N
0.126,0.79722222,N
0.139,0.60833333,N
0.150,0.63055556,N
0.160,1.13055556,N
0.179,1.14722222,N
0.198,0.84166667,N
0.212,0.89722222,N
0.227,0.83888889,N
0.241,1.01666667,N
0.258,0.76666667,N
0.271,0.58888889,N
0.281,0.82222222,N
0.294,0.92222222,N
0.310,1.19722222,N
0.330,0.74722222,N
0.342,1.14722222,N
0.361,1.14444444,N
0.380,0.65555556,N
0.391,0.78333333,N
0.404,0.72222222,N
0.416,0.68333333,N
0.428,0.85000000,N
0.442,0.94444444,N
0.458,0.98055556,N
0.474,0.82500000,N
0.488,0.71944444,N
0.500,0.64444444,N
0.510,0.70555556,N
0.522,0.73888889,N
0.534,0.73333333,N
0.547,0.94444444,N
0.562,0.55833333,N
0.572,0.99444444,N
0.588,0.85277778,N
0.602,0.83888889,N
0.616,0.81111111,N
0.630,0.71111111,V
0.642,0.77222222,N
0.655,0.76111111,N
0.667,0.63055556,N
0.678,0.88888889,N
0.693,0.74444444,N
0.705,0.96666667,N
0.721,0.74166667,N
0.734,0.68888889,N
0.745,0.74722222,N
0.757,0.70833333,N
0.769,0.76111111,N
0.782,0.84444444,N
0.796,0.76111111,N
0.809,0.78055556,N
0.822,0.67222222,N
0.833,0.82777778,N
0.847,0.76944444,N
0.860,0.62500000,N
0.870,1.05555556,N
0.888,0.79166667,N
0.901,1.02222222,N
0.918,0.56944444,N
0.927,0.69444444,N
0.939,1.03611111,N
0.956,0.81111111,N
0.970,0.64722222,N
0.980,1.16388889,N
1.000,0.67777778,N
1.011,0.57500000,N
1.021,0.69722222,N
1.032,0.68888889,N
1.044,0.81666667,N
1.057,0.59166667,N
1.067,0.82777778,N
1.081,0.77777778,N
1.094,0.68611111,N
1.106,0.97500000,N
1.122,0.56944444,V
1.131,0.86944444,N
1.146,0.74166667,N
1.158,0.81944444,N
1.172,0.56944444,N
1.181,0.87777778,N
1.196,0.75000000,N
1.208,0.94166667,N
1.224,0.58888889,N
1.234,0.80833333,N
1.247,0.63888889,N
1.258,0.83888889,N
1.272,0.60833333,V
1.282,0.81388889,N
1.296,0.88333333,N
1.310,0.58611111,V
1.320,0.74166667,N
1.333,0.84166667,N
1.347,0.74166667,N
1.359,0.67500000,N
1.370,0.68611111,N
1.382,0.58333333,N
1.391,0.90277778,N
1.406,0.82500000,N
1.420,0.81111111,N
1.434,0.60555556,N
1.444,0.74444444,N
1.456,0.75555556,N
1.469,0.70833333,N
1.481,0.84722222,N
1.495,0.96666667,N
1.511,1.00000000,N
1.539,0.89444444,N
1.554,0.78055556,N
1.567,0.74722222,V
1.579,0.82222222,N
1.593,0.65833333,N
1.604,0.56111111,V
1.614,1.00555556,N
1.630,0.66111111,N
1.641,0.56666667,V
