Elapsedtime,sample,Type,Sub,Chan,Num
0:00.308,111,(,0,0,0
0:00.350,126,p,0,0,0
0:00.439,158,),0,0,0
0:00.492,177,(,0,0,1
0:00.525,189,N,0,0,0
0:00.569,205,),0,0,1
0:00.633,228,(,0,0,2
0:00.744,268,t,0,0,0
0:00.839,302,),0,0,2
0:00.967,348,(,0,0,0
0:01.000,360,p,0,0,0
0:01.081,389,),0,0,0
0:01.144,412,(,0,0,1
0:01.178,424,N,0,0,0
0:01.228,442,),0,0,1
0:01.297,467,(,0,0,2
0:01.408,507,t,0,0,0
0:01.492,537,),0,0,2
0:01.608,579,(,0,0,0
0:01.650,594,p,0,0,0
0:01.739,626,),0,0,0
0:01.797,647,(,0,0,1
0:01.831,659,N,0,0,0
0:01.881,677,),0,0,1
0:01.936,697,(,0,0,2
0:02.047,737,t,0,0,0
0:02.133,768,),0,0,2
0:02.264,815,(,0,0,0
0:02.294,826,p,0,0,0
0:02.378,856,),0,0,0
0:02.436,877,(,0,0,1
0:02.469,889,N,0,0,0
0:02.517,906,),0,0,1
0:02.583,930,(,0,0,2
0:02.683,966,t,0,0,0
0:02.778,1000,),0,0,2
0:02.886,1039,(,0,0,0
0:02.917,1050,p,0,0,0
0:02.947,1061,),0,0,0
0:03.039,1094,(,0,0,1
0:03.092,1113,N,0,0,0
0:03.142,1131,),0,0,1
0:03.222,1160,(,0,0,2
0:03.322,1196,t,0,0,0
0:03.386,1219,),0,0,2
0:03.503,1261,(,0,0,0
0:03.544,1276,p,0,0,0
0:03.622,1304,),0,0,0
0:03.678,1324,(,0,0,1
0:03.708,1335,N,0,0,0
0:03.756,1352,),0,0,1
0:03.819,1375,(,0,0,2
0:03.919,1411,t,0,0,0
0:03.997,1439,),0,0,2
0:04.108,1479,(,0,0,0
0:04.142,1491,p,0,0,0
0:04.236,1525,),0,0,0
0:04.281,1541,(,0,0,1
0:04.311,1552,N,0,0,0
0:04.356,1568,),0,0,1
0:04.428,1594,(,0,0,2
0:04.531,1631,t,0,0,0
0:04.603,1657,),0,0,2
0:04.725,1701,(,0,0,0
0:04.761,1714,p,0,0,0
0:04.850,1746,),0,0,0
0:04.897,1763,(,0,0,1
0:04.925,1773,N,0,0,0
0:04.964,1787,),0,0,1
0:05.033,1812,(,0,0,2
0:05.136,1849,t,0,0,0
0:05.217,1878,),0,0,2
0:05.325,1917,(,0,0,0
0:05.375,1935,p,0,0,0
0:05.464,1967,),0,0,0
0:05.519,1987,(,0,0,1
0:05.550,1998,N,0,0,0
0:05.597,2015,),0,0,1
0:05.686,2047,(,0,0,2
0:05.786,2083,t,0,0,0
0:05.875,2115,),0,0,2
0:05.983,2154,(,0,0,0
0:06.039,2174,p,0,0,0
0:06.122,2204,),0,0,0
0:06.178,2224,(,0,0,1
0:06.208,2235,N,0,0,0
0:06.256,2252,),0,0,1
0:06.336,2281,(,0,0,2
0:06.436,2317,t,0,0,0
0:06.525,2349,),0,0,2
0:06.656,2396,(,0,0,0
0:06.700,2412,p,0,0,0
0:06.783,2442,),0,0,0
0:06.844,2464,(,0,0,1
0:06.878,2476,N,0,0,0
0:06.922,2492,),0,0,1
0:07.011,2524,(,0,0,2
0:07.111,2560,t,0,0,0
0:07.192,2589,),0,0,2
0:07.297,2627,(,0,0,0
0:07.347,2645,p,0,0,0
0:07.428,2674,),0,0,0
0:07.483,2694,(,0,0,1
0:07.511,2704,N,0,0,0
0:07.561,2722,),0,0,1
0:07.617,2742,(,0,0,2
0:07.739,2786,t,0,0,0
0:07.825,2817,),0,0,2
0:07.942,2859,(,0,0,0
0:07.981,2873,p,0,0,0
0:08.069,2905,),0,0,0
0:08.117,2922,(,0,0,1
0:08.147,2933,N,0,0,0
0:08.192,2949,),0,0,1
0:08.272,2978,(,0,0,2
0:08.369,3013,t,0,0,0
0:08.450,3042,),0,0,2
0:08.581,3089,(,0,0,0
