Col1,wPre,Type
0.002,0.72777778,V
0.014,1.45277778,R
0.039,0.67500000,V
0.050,1.41666667,R
0.074,0.64722222,V
0.084,1.44722222,R
0.108,0.69722222,V
0.120,1.43888889,R
0.144,0.68333333,V
0.155,1.38888889,R
0.179,0.65277778,V
0.189,1.51388889,R
0.215,0.70000000,V
0.226,1.44444444,R
0.250,0.66388889,V
0.261,1.42222222,R
0.285,0.68888889,V
0.297,1.47500000,R
0.321,0.70000000,V
0.333,1.41388889,R
0.356,0.65833333,V
0.367,1.38888889,R
0.391,0.71388889,V
0.403,1.44722222,R
0.427,0.68888889,V
0.438,1.35000000,R
0.461,0.68611111,V
0.472,1.36944444,R
0.495,0.69444444,V
0.506,1.41944444,R
0.530,0.69166667,V
0.542,1.38333333,R
0.565,0.66388889,V
0.576,1.38888889,R
0.599,0.73333333,V
0.611,0.41111111,V
0.618,1.02500000,L
0.647,0.43888889,V
0.654,0.38333333,V
0.690,0.34444444,!
0.695,0.33333333,!
0.701,0.33333333,!
0.706,0.35833333,!
0.712,0.36666667,!
0.718,0.34166667,!
0.724,0.32500000,!
0.730,0.40833333,!
0.736,0.30277778,!
0.741,0.34166667,!
0.747,0.34444444,!
0.753,0.33611111,!
0.758,0.31388889,!
0.764,0.31944444,!
0.769,0.27500000,!
0.774,0.31111111,!
0.779,0.31666667,!
0.784,0.33055556,!
0.790,0.45277778,!
0.797,0.35555556,!
0.803,0.45277778,!
0.811,0.30277778,!
0.816,0.31111111,!
0.821,0.35277778,!
0.827,0.33055556,!
0.832,0.43333333,!
0.839,0.34444444,!
0.872,0.68055556,V
0.883,1.41388889,R
0.918,0.35555556,!
0.924,0.31388889,!
0.929,0.29444444,!
0.934,0.31666667,!
0.940,0.29166667,!
0.945,0.33055556,!
0.950,0.33055556,!
0.956,0.30000000,!
0.961,0.28611111,!
0.965,0.30833333,!
0.970,0.36111111,!
0.976,0.25277778,!
0.981,0.36666667,!
0.987,0.32500000,!
0.992,0.48888889,!
1.036,0.36111111,V
1.042,0.42222222,V
1.059,0.80833333,L
1.073,0.91111111,L
1.088,0.67777778,V
1.099,1.19722222,R
1.119,0.99444444,L
1.136,0.91944444,L
1.151,0.88611111,L
1.166,0.86388889,L
1.192,1.12777778,L
1.211,0.65277778,V
1.222,1.14166667,R
1.241,0.68055556,V
1.271,0.90833333,L
1.286,0.70555556,V
1.298,0.39722222,V
1.305,1.48611111,R
1.329,0.68888889,V
1.341,0.41666667,V
1.348,0.94444444,R
1.364,1.08888889,L
1.382,0.66944444,V
1.393,1.33055556,R
1.415,0.73333333,V
1.427,1.19444444,R
1.447,0.98055556,L
1.464,0.91666667,L
1.479,0.94444444,L
1.495,0.98055556,L
1.511,0.96666667,L
1.527,0.98333333,L
1.543,0.73611111,V
1.556,1.08888889,R
1.574,0.97500000,L
1.590,1.00277778,L
1.607,1.02222222,L
1.624,0.95555556,L
1.640,0.94444444,L
1.656,0.95833333,L
1.672,0.92777778,L
1.687,0.98055556,L
1.703,0.98611111,L
1.720,0.98055556,L
1.736,0.96666667,L
1.752,0.92777778,L
1.768,0.90833333,L
1.783,0.99444444,L
1.799,1.01944444,L
1.816,0.94722222,L
1.832,0.96944444,L
1.848,0.94444444,L
1.864,0.93055556,L
1.880,0.97777778,L
1.896,0.97222222,L
1.912,0.98055556,L
1.928,0.96111111,L
1.944,0.91944444,L
1.960,0.91388889,L
1.975,0.90277778,L
1.990,0.96944444,L
2.006,0.97500000,L
2.022,0.93055556,L
2.038,0.92777778,L
2.053,0.92777778,L
2.069,0.89166667,L
2.084,0.93611111,L
2.099,0.94722222,L
2.115,0.93888889,L
2.131,0.73333333,V
2.143,1.08611111,L
2.161,0.61944444,V
2.171,1.12222222,R
2.190,0.80277778,V
2.204,0.42222222,V
2.211,0.75277778,L
2.234,1.17222222,R
2.253,0.60000000,V
2.263,1.23888889,R
2.284,0.63333333,V
2.294,1.29444444,R
2.316,0.66111111,V
2.327,1.28055556,R
2.348,0.62222222,V
2.359,1.20833333,R
2.379,0.61111111,V
2.389,1.35000000,R
2.412,0.64166667,V
2.422,1.29166667,R
2.444,0.63055556,V
2.454,1.27500000,R
2.476,0.61388889,V
2.486,1.30000000,R
2.507,0.66944444,V
2.519,1.29722222,R
2.540,0.65277778,V
2.551,1.26388889,R
2.572,0.60277778,V
2.582,1.36388889,R
2.605,0.67222222,V
2.616,1.29444444,R
2.638,0.64444444,V
2.648,1.27777778,R
2.670,0.63055556,V
2.680,1.32500000,R
2.702,0.65833333,V
2.713,1.33888889,R
2.736,0.64166667,V
2.746,1.29166667,R
2.768,0.60833333,V
2.778,1.35277778,R
