Col1,wPre,Type
0.003,0.53611111,N
0.012,0.61388889,N
0.022,0.42777778,V
0.029,0.66944444,N
0.040,0.59722222,N
0.050,0.60277778,N
0.060,0.80000000,N
0.073,0.64444444,N
0.084,0.58333333,N
0.094,0.61388889,N
0.104,0.71944444,N
0.116,0.66944444,N
0.127,0.66111111,N
0.138,0.71944444,N
0.150,0.60555556,N
0.160,0.58333333,N
0.170,0.46388889,V
0.178,0.86111111,N
0.192,0.63888889,N
0.203,0.59444444,N
0.213,0.63888889,N
0.223,0.83055556,N
0.237,0.66388889,N
0.248,0.74444444,N
0.261,0.54722222,N
0.270,0.73333333,N
0.282,0.75555556,N
0.295,0.46388889,V
0.302,0.58055556,N
0.312,0.57500000,N
0.322,0.66666667,N
0.333,0.63055556,N
0.343,0.56388889,N
0.353,0.62500000,N
0.363,0.75833333,F
0.376,0.78888889,N
0.389,0.75000000,N
0.401,0.57500000,N
0.411,0.63055556,N
0.421,0.86666667,N
0.436,0.73055556,N
0.448,0.61388889,N
0.458,0.96666667,N
0.474,0.69722222,N
0.486,0.70000000,N
0.498,0.56111111,N
0.507,0.33333333,V
0.513,0.98611111,N
0.529,0.67500000,N
0.540,0.70277778,N
0.552,0.67777778,N
0.563,0.58055556,N
0.573,0.36111111,V
0.579,0.78611111,N
0.592,0.63055556,N
0.603,0.51388889,N
0.611,0.69722222,N
0.623,0.75277778,N
0.635,0.70555556,N
0.647,0.61111111,N
0.657,0.70000000,N
0.669,0.60555556,N
0.679,0.79722222,N
0.692,0.63888889,N
0.703,0.63611111,N
0.714,0.63611111,N
0.724,0.64444444,N
0.735,0.69722222,N
0.747,0.63055556,N
0.757,0.70555556,N
0.769,0.66388889,N
0.780,0.42500000,V
0.787,0.72500000,N
0.799,0.72777778,N
0.811,0.73888889,N
0.823,0.74166667,N
0.836,0.56388889,N
0.845,0.71111111,N
0.857,0.65000000,N
0.868,0.63888889,N
0.879,0.34722222,V
0.884,0.70277778,N
0.896,0.55555556,N
0.905,0.58888889,N
0.915,0.74166667,N
0.927,0.66666667,N
0.939,0.65555556,N
0.950,0.50555556,N
0.958,0.98611111,N
0.974,0.55277778,N
0.984,0.55000000,N
0.993,0.53888889,N
1.002,0.56111111,N
1.011,0.67500000,N
1.022,0.75833333,N
1.035,0.72777778,N
1.047,0.71666667,N
1.059,0.85555556,N
1.073,0.70555556,N
1.085,0.70277778,N
1.097,0.68888889,N
1.108,0.70555556,N
1.120,0.66111111,N
1.131,0.74722222,N
1.144,0.74444444,N
1.156,0.62222222,N
1.166,0.55000000,N
1.175,0.38333333,V
1.182,0.88333333,N
1.197,0.71388889,N
1.208,0.56944444,N
1.218,0.57222222,N
1.228,0.73611111,N
1.240,0.92222222,N
1.255,0.70555556,N
1.267,0.59444444,N
1.277,0.68611111,N
1.288,0.75833333,N
1.301,0.64722222,N
1.312,0.79722222,N
1.325,0.74166667,N
1.337,0.69166667,N
1.349,0.77222222,N
1.362,0.68888889,N
1.373,0.68888889,N
1.385,0.82222222,N
1.398,0.67500000,N
1.410,0.65277778,N
1.421,0.75555556,N
1.433,0.54166667,N
1.442,0.75833333,N
1.455,0.59166667,N
1.465,0.77777778,N
1.478,0.65277778,N
1.488,0.52500000,N
1.497,0.58888889,N
1.507,0.70277778,N
1.519,0.77222222,N
1.532,0.70833333,N
1.543,0.74166667,N
1.556,0.73611111,N
1.568,0.72222222,N
1.580,0.69166667,N
1.592,0.63055556,N
1.602,0.53888889,N
1.611,0.75000000,N
1.624,0.42500000,V
1.631,0.41666667,V
1.638,0.89444444,N
1.653,0.60833333,N
1.663,0.70000000,N
1.674,0.70277778,N
1.686,0.62500000,N
1.696,0.67777778,N
1.708,0.64444444,N
1.719,0.58055556,N
1.728,0.78333333,N
1.741,0.73333333,N
1.753,0.71666667,N
1.765,0.65555556,N
1.776,0.64722222,N
1.787,0.69166667,N
1.799,0.59722222,N
1.809,0.76388889,N
1.821,0.59722222,N
1.831,0.77777778,N
1.844,0.76388889,N
1.857,0.60277778,N
1.867,0.58055556,N
1.877,0.66666667,N
1.888,0.74722222,N
1.900,0.70555556,N
1.912,0.73611111,N
1.924,0.69722222,N
1.936,0.64444444,N
1.947,0.66666667,N
1.958,0.55555556,N
1.967,0.53333333,N
1.976,0.66111111,N
1.987,0.54722222,N
1.996,0.63888889,N
2.007,0.56666667,N
2.016,0.69444444,N
2.028,0.92500000,N
2.043,0.66388889,N
2.054,0.65555556,V
2.065,0.38888889,V
2.072,0.84444444,N
2.086,0.43611111,V
2.093,0.84722222,N
2.107,0.43888889,V
2.114,0.86111111,N
2.129,0.70555556,N
2.141,0.53611111,V
2.149,0.66111111,N
2.160,0.50555556,V
2.169,0.73055556,N
2.181,0.68055556,N
2.192,0.63333333,V
2.203,0.67500000,N
2.214,0.75833333,N
2.227,0.55833333,V
2.236,0.60833333,V
2.246,0.87777778,N
2.261,0.70000000,N
2.273,0.63055556,N
2.283,0.56111111,N
2.292,0.44444444,V
2.300,0.88611111,N
2.315,0.81111111,N
2.328,0.75277778,N
2.341,0.70000000,N
2.352,0.68611111,N
2.364,0.73611111,N
2.376,0.55000000,N
2.385,0.81111111,N
2.399,0.75277778,N
2.411,0.78888889,N
2.424,0.67777778,N
2.436,0.85277778,N
2.450,0.69166667,N
2.461,0.70000000,N
2.473,0.68055556,N
2.484,0.83055556,N
2.498,0.78055556,N
2.511,0.85277778,N
2.526,0.63611111,N
2.536,0.60277778,N
2.546,0.65277778,N
2.557,0.86111111,N
2.571,0.70000000,N
2.583,0.73333333,N
2.595,0.69722222,N
2.607,0.80000000,N
2.620,0.75833333,N
2.633,0.71111111,N
2.645,0.67777778,N
2.656,0.63333333,N
2.667,0.70277778,N
2.678,0.66666667,N
2.689,0.74722222,N
2.702,0.58611111,N
2.712,0.73888889,N
2.724,0.63333333,N
2.735,0.93055556,N
2.750,0.57777778,N
2.760,0.75000000,N
2.772,0.66388889,N
2.783,0.67222222,N
2.794,0.56944444,N
2.804,0.55000000,N
2.813,0.70555556,N
2.825,0.70833333,N
2.837,0.70555556,N
2.848,0.73611111,N
2.861,0.63333333,N
2.871,0.64444444,N
2.882,0.61944444,N
2.892,0.65555556,N
2.903,0.74444444,N
2.916,0.64166667,N
2.926,0.74444444,N
2.939,0.66388889,N
2.950,0.63611111,N
2.960,0.75833333,N
2.973,0.69444444,N
2.985,0.83611111,N
2.999,0.61666667,N
3.009,0.68611111,N
3.020,0.78333333,N
3.033,0.80000000,N
3.047,0.64166667,N
3.057,0.73055556,N
3.070,0.89444444,N
3.084,0.55000000,N
3.094,0.71388889,N
3.106,0.70000000,N
3.117,0.66944444,N
3.141,0.77777778,N
3.154,0.67500000,N
3.165,0.56388889,N
3.174,0.71388889,N
3.186,0.71666667,N
3.198,0.62222222,N
3.208,0.61666667,N
3.219,0.62500000,N
3.229,0.73888889,N
3.241,0.76111111,N
3.254,0.68055556,N
3.266,0.71388889,N
3.277,0.65000000,N
3.288,0.71111111,N
3.310,0.61666667,N
3.321,0.57500000,N
3.330,0.35555556,V
3.336,0.47500000,V
3.344,0.92500000,N
3.360,0.62500000,N
3.370,0.62222222,N
3.380,0.57777778,N
3.390,0.66388889,N
3.401,0.69166667,N
3.413,0.78055556,N
3.426,0.71388889,N
3.438,0.60833333,N
3.448,0.33888889,V
3.453,0.66111111,N
3.464,0.66944444,N
3.475,0.56944444,N
3.485,0.56388889,N
3.494,0.50555556,a
3.503,0.81944444,N
3.516,0.74444444,N
3.529,0.62500000,N
3.539,0.66111111,N
3.550,0.58888889,N
3.560,0.70277778,N
3.572,0.55000000,N
3.581,0.53055556,N
3.590,0.71388889,N
3.602,0.66111111,N
3.613,0.67222222,N
3.624,0.67777778,N
3.635,0.68055556,N
3.647,0.61388889,N
3.657,0.49722222,N
3.665,0.86111111,N
3.679,0.67222222,N
3.691,0.66388889,N
3.702,0.70833333,N
3.714,0.69166667,N
3.725,0.34444444,V
3.731,0.88055556,N
3.759,0.56111111,N
3.768,0.71666667,N
3.780,0.64166667,N
3.791,0.61944444,N
3.814,0.76666667,N
3.827,0.70277778,N
3.839,0.59166667,N
3.849,0.72777778,N
3.861,0.75277778,N
3.873,0.69444444,N
3.885,0.36111111,V
3.891,0.76111111,N
3.904,0.56666667,N
3.913,0.73333333,N
3.925,0.75555556,N
3.938,0.73333333,N
3.950,0.70000000,N
3.962,0.66666667,N
3.973,0.72500000,N
3.985,0.65833333,N
3.996,0.62222222,N
4.006,0.57222222,V
4.016,1.06944444,N
4.034,0.75833333,N
4.046,0.76666667,N
4.059,0.58333333,N
4.069,0.72500000,N
4.092,0.66944444,N
4.103,0.61666667,N
4.114,0.60277778,N
4.124,0.66944444,N
4.135,0.78888889,N
4.148,0.83055556,N
4.162,0.73611111,N
4.174,0.56944444,N
4.184,0.61666667,N
4.194,0.74166667,N
4.206,0.73333333,N
4.219,0.66944444,N
4.230,0.62500000,N
4.240,0.69444444,N
4.252,0.83888889,N
4.266,0.73333333,N
4.278,0.43611111,V
4.285,0.70277778,N
4.297,0.55277778,N
4.306,0.68611111,N
4.317,0.35000000,V
4.323,0.78333333,N
4.336,0.70833333,N
4.348,0.73333333,N
4.360,0.81111111,N
4.374,0.63888889,N
4.385,0.94722222,N
4.400,0.64444444,N
4.411,0.81944444,N
4.425,0.73333333,N
4.437,0.71666667,N
4.449,0.83055556,N
4.463,0.62500000,N
4.473,0.44444444,a
4.481,0.86388889,N
4.495,0.68333333,N
4.506,0.66388889,N
4.517,0.70833333,N
4.529,0.68333333,N
4.541,0.85277778,N
4.555,0.49444444,N
4.563,0.62777778,N
4.574,0.77777778,N
4.587,0.68888889,N
4.598,0.70555556,N
4.610,0.71944444,N
4.622,0.56944444,N
4.631,0.64722222,N
4.642,0.79722222,N
4.655,0.48055556,V
4.663,0.68611111,N
4.675,0.73055556,N
4.687,0.60833333,N
4.697,0.55555556,N
4.706,0.69722222,N
4.718,0.64444444,N
4.729,0.67222222,N
4.740,0.73055556,N
4.752,0.75833333,N
4.765,0.68888889,N
4.776,0.76388889,N
4.789,0.58611111,N
4.799,0.65000000,N
4.810,0.70000000,N
4.821,0.79722222,N
4.834,0.83055556,N
4.848,0.64444444,N
4.859,0.64166667,N
4.870,0.65833333,N
4.881,0.77777778,N
4.894,0.68055556,N
4.905,0.57500000,N
4.915,0.62777778,N
4.925,0.40833333,V
4.932,0.81111111,N
4.945,0.74166667,N
4.958,0.62500000,N
4.968,0.58055556,N
4.978,0.58611111,N
4.988,0.68333333,N
4.999,0.59166667,N
5.009,0.32500000,V
5.014,0.95555556,N
5.030,0.50833333,N
5.039,0.61944444,N
5.049,0.67222222,N
5.060,0.67500000,N
5.071,0.61388889,N
5.082,0.66111111,N
5.093,0.69722222,N
5.104,0.70555556,N
5.116,0.71666667,N
5.128,0.63333333,N
5.139,0.73888889,N
5.151,0.75555556,N
5.164,0.64444444,N
5.174,0.65000000,N
5.185,0.74722222,N
5.198,0.63333333,N
5.208,0.57777778,N
5.218,0.69166667,N
5.229,0.58611111,N
5.239,0.58055556,N
