Col1,wPre,Type
0.009,0.81111111,L
0.023,0.87500000,L
0.037,0.89722222,L
0.052,0.84166667,L
0.066,0.85833333,L
0.081,0.83611111,L
0.094,0.84444444,L
0.109,0.82500000,L
0.122,0.88888889,L
0.137,0.88055556,L
0.152,0.83611111,L
0.166,0.85555556,L
0.180,0.85555556,L
0.194,0.83055556,L
0.208,0.81111111,L
0.222,0.87500000,L
0.236,0.88333333,L
0.251,0.85000000,L
0.265,0.88611111,L
0.280,0.83055556,L
0.294,0.81944444,L
0.307,0.82222222,L
0.321,0.90833333,L
0.336,0.88055556,L
0.351,0.85000000,L
0.365,0.86388889,L
0.379,0.84444444,L
0.393,0.84166667,L
0.407,0.83888889,L
0.421,0.88611111,L
0.436,0.86111111,L
0.451,0.85833333,L
0.465,0.88888889,L
0.480,0.85277778,L
0.494,0.83611111,L
0.508,0.84722222,L
0.522,0.91111111,L
0.537,0.92222222,L
0.553,0.88333333,L
0.567,0.88888889,L
0.582,0.87500000,L
0.597,0.85555556,L
0.611,0.87777778,L
0.626,0.92500000,L
0.641,0.89444444,L
0.656,0.86944444,L
0.670,0.88611111,L
0.685,0.84166667,L
0.699,0.83333333,L
0.713,0.87500000,L
0.728,0.87777778,L
0.742,0.90833333,L
0.757,0.84166667,L
0.771,0.86111111,L
0.786,0.83333333,L
0.800,0.81111111,L
0.813,0.89166667,L
0.828,0.89722222,L
0.843,0.85277778,L
0.857,0.84722222,L
0.871,0.89444444,L
0.886,0.85277778,L
0.900,0.83055556,L
0.914,0.89166667,L
0.929,0.90277778,L
0.944,0.90277778,L
0.959,0.86944444,L
0.974,0.87222222,L
0.988,0.85000000,L
1.002,0.83611111,L
1.016,0.91944444,L
1.032,0.91666667,L
1.047,0.90833333,L
1.062,0.86388889,L
1.077,0.87222222,L
1.091,0.85833333,L
1.105,0.85000000,L
1.120,0.88888889,L
1.134,0.90833333,L
1.149,0.85555556,L
1.164,0.88055556,L
1.178,0.86666667,L
1.193,0.83333333,L
1.207,0.84444444,L
1.221,0.90277778,L
1.236,0.93333333,L
1.251,0.90000000,L
1.266,0.88611111,L
1.281,0.85833333,L
1.296,0.87777778,L
1.310,0.89444444,L
1.325,0.92500000,L
1.340,0.91388889,L
1.356,0.85000000,L
1.370,0.87222222,L
1.384,0.86111111,L
1.399,0.86111111,L
1.413,0.86666667,L
1.428,0.90000000,L
1.443,0.93611111,L
1.458,0.88055556,L
1.473,0.87777778,L
1.487,0.86111111,L
1.502,0.84444444,L
1.516,0.91111111,L
1.531,0.92222222,L
1.546,0.89722222,L
1.561,0.84444444,L
1.575,0.85000000,L
1.590,0.86666667,L
1.604,0.84444444,L
1.618,0.90277778,L
1.633,0.90833333,L
1.648,0.89166667,L
1.663,0.88055556,L
1.678,0.88333333,L
1.693,0.85555556,L
1.707,0.83888889,L
1.721,0.90833333,L
1.736,0.91388889,L
1.751,0.85833333,L
1.766,0.83333333,L
1.779,0.83055556,L
1.793,0.83888889,L
1.807,0.83611111,L
1.821,0.91666667,L
1.836,0.88888889,L
1.851,0.86388889,L
1.866,0.88611111,L
1.880,0.86944444,L
1.895,0.86666667,L
1.909,0.85833333,L
1.924,0.90000000,L
1.939,0.91388889,L
1.954,0.88611111,L
1.969,0.88611111,L
1.983,0.83611111,L
1.997,0.83333333,L
2.011,0.87777778,L
2.026,0.91388889,L
2.041,0.89722222,L
2.056,0.84722222,L
2.070,0.87777778,L
2.085,0.86388889,L
2.099,0.85277778,L
2.113,0.88333333,L
2.128,0.92500000,L
2.144,0.91666667,L
2.159,0.87500000,L
2.173,0.86666667,L
2.188,0.84444444,L
2.202,0.83055556,L
2.216,0.90555556,L
2.231,0.91666667,L
2.246,0.91666667,L
2.261,0.84166667,L
2.275,0.84722222,L
2.290,0.85555556,L
2.304,0.84444444,L
2.318,0.89722222,L
2.333,0.85555556,L
2.347,0.88333333,L
2.362,0.84722222,L
2.376,0.86388889,L
2.390,0.85555556,L
2.405,0.82500000,L
2.418,0.88611111,L
2.433,0.92222222,L
2.449,0.89166667,L
2.463,0.86666667,L
2.478,0.83055556,L
2.492,0.78888889,L
2.505,0.90555556,L
2.520,0.91666667,L
2.535,0.88888889,L
2.550,0.86388889,L
2.564,0.86666667,L
2.579,0.86388889,L
2.593,0.83888889,L
2.607,0.80000000,L
2.621,0.88333333,L
2.635,0.87777778,L
2.650,0.86666667,L
2.664,0.88333333,L
2.679,0.84166667,L
2.693,0.83055556,L
2.707,0.83888889,L
2.721,0.90277778,L
2.736,0.88611111,L
2.765,0.86944444,L
2.779,0.83611111,L
2.793,0.84444444,L
2.821,0.86944444,L
2.836,0.87500000,L
2.850,0.85277778,L
2.865,0.87500000,L
2.879,0.83333333,L
2.893,0.81111111,L
2.907,0.81111111,L
