Col1,wPre,Type
0.010,0.61666667,N
0.020,0.44722222,V
0.028,0.89166667,N
0.043,0.88055556,N
0.057,0.52500000,V
0.066,1.03888889,N
0.084,0.72222222,N
0.096,0.81111111,N
0.109,0.45555556,V
0.117,0.84722222,N
0.131,0.66388889,N
0.142,1.28055556,N
0.163,0.75833333,N
0.176,0.91666667,N
0.191,1.00277778,N
0.208,0.96944444,N
0.224,0.70555556,N
0.236,0.73055556,N
0.248,0.50555556,V
0.256,0.86388889,N
0.271,0.69722222,N
0.282,0.70000000,N
0.294,0.44722222,V
0.301,1.01944444,N
0.318,0.93333333,N
0.334,0.82500000,N
0.348,0.49166667,V
0.356,1.06111111,N
0.374,0.63888889,N
0.384,0.68055556,N
0.396,0.75000000,N
0.408,1.19444444,N
0.428,0.74444444,N
0.440,0.75277778,N
0.453,0.88333333,N
0.468,0.75277778,N
0.480,0.74166667,N
0.493,0.48611111,V
0.501,0.85833333,N
0.515,0.71666667,N
0.527,0.82222222,N
0.541,0.48055556,V
0.549,0.81944444,N
0.562,0.67500000,N
0.574,0.97777778,N
0.590,0.78888889,N
0.603,0.49722222,V
0.611,0.80833333,N
0.625,0.66944444,N
0.636,0.72500000,N
0.648,0.68333333,N
0.659,0.82777778,N
0.673,0.72222222,N
0.685,0.45833333,V
0.693,1.01944444,N
0.710,0.64444444,N
0.721,0.74444444,N
0.733,0.69722222,N
0.745,1.25833333,N
0.766,1.07777778,N
0.784,0.75277778,N
0.796,0.64166667,N
0.807,0.70555556,N
0.819,0.63333333,N
0.829,0.81944444,N
0.843,0.71944444,N
0.855,0.81666667,N
0.868,0.86944444,N
0.883,0.54166667,V
0.892,1.03333333,N
0.909,0.63888889,N
0.920,0.77500000,N
0.933,0.40833333,V
0.940,0.99444444,N
0.956,0.71944444,N
0.968,0.91944444,N
0.983,0.68611111,N
0.995,0.74166667,N
1.007,0.61944444,N
1.018,0.71388889,N
1.029,0.45277778,V
1.037,0.91944444,N
1.052,0.72777778,N
1.064,0.93055556,N
1.080,1.21666667,N
1.100,0.94166667,N
1.116,0.71111111,N
1.128,0.66944444,N
1.139,0.77222222,N
1.152,0.88333333,N
1.167,0.51111111,V
1.175,0.88611111,N
1.190,0.68888889,N
1.201,0.64722222,N
1.212,0.44722222,V
1.220,0.77222222,N
1.232,0.68888889,N
1.244,0.76944444,N
1.257,0.46111111,V
1.264,1.05555556,N
1.282,0.73888889,N
1.294,0.63333333,N
1.305,0.63333333,N
1.315,0.42777778,V
1.323,1.36388889,N
1.345,0.73611111,N
1.358,0.85277778,N
1.372,0.88333333,N
1.386,0.48055556,V
1.394,0.85000000,N
1.409,0.64722222,N
1.419,0.60555556,N
1.430,0.68055556,N
1.441,1.17777778,N
1.461,0.68333333,N
1.472,1.01944444,N
1.489,0.76388889,N
1.502,0.49444444,V
1.510,1.05000000,N
1.527,0.74722222,N
1.540,0.47500000,V
1.548,0.88055556,N
1.562,0.73055556,N
1.575,0.73888889,N
1.587,0.67222222,N
1.598,0.43888889,V
1.605,0.80833333,N
1.619,0.71944444,N
1.631,1.23055556,N
1.651,0.71944444,N
1.663,0.75277778,N
1.676,0.53055556,V
1.685,1.04722222,N
1.702,0.64444444,N
1.713,0.67222222,N
1.724,0.44722222,V
1.732,1.23888889,N
1.752,0.69444444,N
1.764,0.89722222,N
1.779,0.74722222,N
1.791,0.69444444,N
1.803,0.84166667,N
1.817,0.87500000,N
1.831,0.44166667,V
1.839,0.82777778,N
1.853,0.68611111,N
1.864,0.67500000,N
1.875,0.49166667,V
1.883,0.93055556,N
1.899,0.90000000,N
1.914,0.62222222,N
1.924,0.59444444,N
1.934,0.47500000,V
1.942,1.06111111,N
1.960,0.88888889,N
1.975,0.48333333,V
1.983,0.83333333,N
1.997,0.65555556,N
2.008,0.62777778,N
2.018,0.60277778,N
2.028,0.65555556,N
2.039,0.81666667,N
2.053,0.48055556,V
2.061,0.91944444,N
2.076,0.75555556,N
2.089,0.50833333,V
2.097,0.89444444,N
2.112,0.68333333,N
2.123,0.80277778,N
2.137,0.45277778,V
2.144,0.88611111,N
2.159,0.75277778,N
2.172,0.66944444,N
2.183,0.69444444,N
2.194,0.45555556,V
2.202,0.85000000,N
2.216,0.73888889,N
2.228,0.47777778,V
2.236,0.73333333,N
2.249,0.77500000,N
2.261,0.85555556,N
2.276,0.50000000,V
2.284,0.80555556,N
2.297,0.61666667,N
2.308,0.61111111,N
2.318,0.44722222,V
2.325,0.93888889,N
2.341,1.36111111,N
2.364,0.89166667,N
2.379,0.46666667,V
2.386,0.82500000,N
2.400,0.80833333,N
2.414,0.46944444,V
2.421,0.82222222,N
2.435,0.75555556,N
2.448,0.67222222,N
2.459,0.96111111,N
2.475,0.75277778,N
2.487,0.70000000,N
2.499,0.75555556,N
2.512,1.01666667,N
2.529,0.68611111,N
2.540,0.65833333,N
2.551,0.48333333,V
2.559,0.95555556,N
2.575,0.68611111,N
2.586,0.76388889,N
2.599,0.59166667,N
2.609,0.81111111,N
2.623,0.68055556,N
2.634,1.26944444,N
2.655,0.72222222,N
2.667,0.64166667,N
2.678,0.49444444,V
2.686,0.89722222,N
2.701,0.63611111,N
2.712,0.66111111,N
2.723,0.44444444,V
2.730,0.81111111,N
2.744,0.65000000,N
2.754,0.77777778,N
2.767,0.72777778,N
2.779,1.16388889,N
2.799,0.65277778,N
2.810,0.68611111,N
2.821,0.43888889,V
2.829,0.87500000,V
2.843,0.86666667,N
2.858,0.48055556,V
2.866,1.26388889,N
2.887,0.79444444,N
2.900,0.45555556,V
2.907,0.90000000,N
2.922,0.66111111,N
2.933,0.63611111,N
2.944,0.69166667,N
2.956,0.47500000,V
2.964,0.80000000,N
2.977,0.66111111,N
2.988,0.63888889,N
2.999,0.43611111,V
3.006,0.88055556,N
3.020,0.62777778,N
3.031,0.70000000,N
3.043,0.47222222,V
3.050,1.10277778,N
3.069,1.26388889,N
3.090,0.83888889,N
3.104,0.45277778,V
3.111,0.84722222,N
3.126,0.68888889,N
3.137,0.76666667,N
3.150,0.48888889,V
3.158,0.81111111,N
3.171,1.33055556,N
3.194,0.91944444,N
3.209,0.67500000,N
3.220,1.23611111,N
3.241,0.89444444,N
3.256,0.65277778,N
3.267,0.92777778,N
3.282,0.82777778,N
3.296,0.46388889,V
3.304,0.93888889,N
3.319,0.87777778,N
3.334,0.77777778,N
3.347,0.79166667,N
3.360,0.50000000,V
3.368,0.97500000,N
3.385,0.65277778,N
3.396,0.69722222,N
3.407,0.46944444,V
3.415,0.90833333,N
3.430,1.44444444,N
3.454,0.78611111,N
3.467,0.47222222,V
3.475,0.81944444,N
3.489,0.66944444,N
3.500,0.62500000,N
3.510,0.62222222,N
3.521,0.70833333,N
3.533,0.71666667,N
3.544,0.55000000,V
3.554,0.99444444,N
3.570,0.77500000,N
3.583,0.77777778,N
3.596,0.48055556,V
3.604,0.71944444,N
3.616,0.59166667,N
3.626,0.66388889,N
3.637,0.48333333,V
3.645,0.89444444,N
3.660,0.69166667,N
3.672,1.02500000,N
3.689,0.74166667,N
3.701,0.48611111,V
3.709,0.88055556,N
3.724,0.61111111,N
3.734,0.63611111,N
3.745,0.87222222,N
3.759,0.48333333,V
3.767,0.96111111,N
3.783,0.91666667,N
3.798,0.45277778,V
3.806,0.89166667,N
3.821,0.65277778,N
3.832,0.61388889,N
3.842,0.70833333,N
3.854,0.47500000,V
3.862,0.91944444,N
3.877,0.61666667,N
3.887,0.83055556,N
3.901,0.82777778,N
3.915,0.43055556,V
3.922,0.93055556,N
3.938,0.68333333,N
3.949,0.70277778,N
3.961,0.49722222,V
3.969,0.84444444,N
3.983,0.68333333,N
3.994,0.63611111,N
4.005,0.45000000,V
4.013,0.81388889,N
4.026,0.70833333,N
4.038,0.97222222,N
4.054,0.50000000,V
4.062,0.99722222,N
4.079,0.63611111,N
4.090,0.71944444,N
4.102,0.45000000,V
4.109,1.14166667,N
4.128,0.48055556,V
4.136,0.90555556,N
4.151,0.70833333,N
4.163,1.15833333,N
4.182,0.68611111,N
4.194,0.64166667,N
4.205,0.69444444,N
4.216,0.61666667,N
4.226,0.58611111,N
4.236,0.62222222,N
4.247,0.66666667,N
4.258,0.78888889,N
4.271,0.72777778,N
4.283,0.46388889,V
4.291,0.82500000,N
4.304,0.60555556,N
4.314,0.61388889,N
4.325,0.49166667,V
4.333,1.08888889,N
4.351,0.70000000,N
4.363,0.67777778,N
4.374,0.46388889,V
4.382,0.91111111,N
4.397,0.63611111,N
4.408,0.70000000,N
4.419,0.74166667,N
4.432,0.65555556,N
4.442,0.64166667,N
4.453,0.48611111,V
4.461,0.97222222,N
4.478,0.64444444,N
4.488,0.75555556,N
4.501,0.79722222,N
4.514,0.45000000,V
4.522,0.91666667,N
4.537,0.64722222,N
4.548,0.59722222,N
4.558,0.66388889,N
4.569,0.51944444,V
4.577,0.82222222,N
4.591,0.56666667,N
4.601,0.80277778,N
4.614,0.68888889,N
4.625,0.61111111,N
4.636,0.48333333,V
4.644,0.83333333,N
4.657,0.79444444,N
4.671,0.48333333,V
4.679,1.00000000,N
4.695,0.67777778,N
4.707,0.64444444,N
4.718,0.59722222,N
4.727,0.49444444,V
4.736,0.83611111,N
4.750,0.76388889,N
4.762,0.51388889,V
4.771,0.83611111,N
4.785,0.71944444,N
4.797,0.77222222,N
4.817,0.87500000,N
4.832,0.78055556,N
4.845,0.46388889,V
4.853,1.01111111,N
4.869,0.90833333,N
4.885,0.47222222,V
4.912,0.65833333,N
4.923,0.58333333,N
4.933,0.61944444,N
4.943,0.48333333,V
4.951,0.83888889,N
4.965,0.67777778,N
4.976,0.65833333,N
4.987,0.45555556,V
