Col1,wPre,Type
0.012,0.86111111,N
0.027,0.83611111,N
0.041,0.84444444,N
0.055,0.83888889,N
0.069,0.86944444,N
0.083,0.92222222,N
0.098,0.88055556,N
0.113,0.83333333,N
0.127,0.83333333,N
0.141,0.84166667,N
0.155,0.83333333,N
0.169,0.85277778,N
0.183,0.91111111,N
0.198,0.90833333,N
0.213,0.91666667,N
0.229,0.87777778,N
0.243,0.90277778,N
0.258,0.86666667,N
0.273,0.90000000,N
0.288,0.93611111,N
0.303,0.88888889,N
0.318,0.84722222,N
0.332,0.84166667,N
0.346,0.83333333,N
0.360,0.87777778,N
0.375,0.88888889,N
0.390,0.89444444,N
0.405,0.89166667,N
0.419,0.83611111,N
0.433,0.83888889,N
0.447,0.83333333,N
0.461,0.87777778,N
0.476,0.88333333,N
0.491,0.86944444,N
0.505,0.86944444,N
0.520,0.82500000,N
0.533,0.78611111,N
0.546,0.81666667,N
0.560,0.82777778,N
0.574,0.84166667,N
0.588,0.84166667,N
0.602,0.83055556,N
0.616,0.82777778,N
0.630,0.80000000,N
0.643,0.78611111,N
0.656,0.81111111,N
0.669,0.85555556,N
0.684,0.86944444,N
0.698,0.83611111,N
0.712,0.83333333,N
0.726,0.81666667,N
0.740,0.81111111,N
0.753,0.85000000,N
0.767,0.86388889,N
0.782,0.92500000,N
0.797,0.88055556,N
0.812,0.83611111,N
0.826,0.85833333,N
0.840,0.83055556,N
0.854,0.81666667,N
0.868,0.85833333,N
0.882,0.88333333,N
0.897,0.89444444,N
0.911,0.83888889,N
0.925,0.82222222,N
0.939,0.85277778,N
0.953,0.83333333,N
0.967,0.85277778,N
0.981,0.88055556,N
0.996,0.88888889,N
1.011,0.83055556,N
1.025,0.79722222,N
1.038,0.84444444,N
1.052,0.83055556,N
1.066,0.83611111,N
1.080,0.86666667,N
1.094,0.87777778,N
1.109,0.86944444,N
1.124,0.81388889,N
1.137,0.83055556,N
1.151,0.84722222,N
1.165,0.83333333,N
1.179,0.85555556,N
1.193,0.85833333,N
1.208,0.85277778,N
1.222,0.81944444,N
1.235,0.80555556,N
1.249,0.82777778,N
1.263,0.83888889,N
1.277,0.83333333,N
1.290,0.86666667,N
1.305,0.84722222,N
1.319,0.81388889,N
1.333,0.77777778,N
1.346,0.77777778,N
1.359,0.85000000,N
1.373,0.84722222,N
1.387,0.84444444,N
1.401,0.87500000,N
1.415,0.85000000,N
1.430,0.83611111,N
1.444,0.82500000,N
1.457,0.87222222,N
1.472,0.90000000,N
1.487,0.88888889,N
1.502,0.89444444,N
1.517,0.85277778,N
1.531,0.85833333,N
1.545,0.84444444,N
1.559,0.83888889,N
1.573,0.91111111,N
1.588,0.89166667,N
1.603,0.85833333,N
1.617,0.83611111,N
1.631,0.83611111,N
1.645,0.85000000,N
1.660,0.85555556,N
1.674,0.89444444,N
1.689,0.91111111,N
1.704,0.86388889,N
1.718,0.84166667,N
1.732,0.83333333,N
1.746,0.85555556,N
1.760,0.85000000,N
1.775,0.87500000,N
1.789,0.90833333,N
1.804,0.86111111,N
1.819,0.81666667,N
1.832,0.81944444,N
1.846,0.84722222,N
1.860,0.83888889,N
1.874,0.85555556,N
1.888,0.88055556,N
1.903,0.85555556,N
1.917,0.81388889,N
1.931,0.80555556,N
1.944,0.80555556,N
1.958,0.84722222,N
1.972,0.86111111,N
1.986,0.83888889,N
2.000,0.88333333,N
2.015,0.85000000,N
2.029,0.79444444,N
2.042,0.80833333,N
2.056,0.83333333,N
2.070,0.86111111,N
2.084,0.85833333,N
2.098,0.85000000,N
2.112,0.83611111,N
2.126,0.79444444,N
2.140,0.78333333,N
2.153,0.79444444,N
2.166,0.85277778,N
2.180,0.83055556,N
2.194,0.81388889,N
2.208,0.81944444,N
2.221,0.78888889,N
2.234,0.77500000,N
2.247,0.79166667,N
2.260,0.80000000,N
2.274,0.85555556,N
2.288,0.85000000,N
2.302,0.82222222,N
2.316,0.83611111,N
2.330,0.81388889,N
2.343,0.80277778,N
2.357,0.84166667,N
2.371,0.85833333,N
2.385,0.89166667,N
2.400,0.85555556,N
2.414,0.83055556,N
2.428,0.84166667,N
2.442,0.81944444,N
2.456,0.80833333,N
2.469,0.84722222,N
2.483,0.86388889,N
2.498,0.84444444,N
2.512,0.81666667,N
2.525,0.80555556,N
2.539,0.79444444,N
2.552,0.78888889,N
2.565,0.82222222,N
2.579,0.83055556,N
2.593,0.83055556,N
2.607,0.79444444,N
2.620,0.76111111,N
2.633,0.78611111,N
2.646,0.81111111,N
2.659,0.82777778,N
2.673,0.87777778,N
2.688,0.89444444,N
2.703,0.90833333,N
2.718,0.89444444,N
