Col1,wPre,Type
0.011,1.25000000,R
0.032,1.18333333,R
0.052,1.20277778,R
0.072,1.21388889,R
0.092,1.26388889,R
0.113,1.22500000,R
0.134,1.17222222,R
0.153,1.21388889,R
0.173,1.14444444,R
0.192,1.21666667,R
0.213,1.17222222,R
0.232,1.22500000,R
0.253,1.16944444,R
0.272,1.24722222,R
0.293,1.19166667,R
0.313,1.23333333,R
0.333,1.20277778,R
0.353,1.21944444,R
0.374,1.18888889,R
0.394,1.21111111,R
0.414,1.16666667,R
0.433,1.21666667,R
0.453,1.18333333,R
0.473,1.22500000,R
0.494,1.18333333,R
0.513,1.19444444,R
0.533,1.20833333,R
0.553,1.20555556,R
0.573,1.18333333,R
0.593,1.17777778,R
0.613,1.20833333,R
0.633,1.19166667,R
0.653,1.18888889,R
0.673,1.25833333,R
0.694,1.21666667,R
0.714,1.23888889,R
0.734,1.25277778,R
0.755,1.25555556,R
0.776,1.20000000,R
0.796,1.25000000,R
0.817,1.21944444,R
0.837,1.24722222,R
0.858,1.23611111,R
0.879,1.20277778,R
0.899,1.25833333,R
0.920,1.24722222,R
0.941,1.26111111,R
0.962,1.25000000,R
0.983,1.19166667,R
1.002,1.22777778,R
1.023,1.21944444,R
1.043,1.26666667,R
1.064,1.20833333,R
1.084,1.31944444,R
1.106,1.28888889,R
1.128,1.25833333,R
1.149,1.21388889,R
1.169,1.21111111,R
1.189,1.16666667,R
1.209,1.20000000,R
1.229,1.14722222,R
1.248,1.23055556,R
1.268,1.26666667,R
1.289,1.18333333,R
1.309,1.24444444,R
1.330,1.14722222,R
1.349,1.21111111,R
1.369,1.24166667,R
1.390,1.18888889,R
1.410,1.21666667,R
1.430,1.19722222,R
1.450,1.21111111,R
1.470,1.22500000,R
1.491,1.23888889,R
1.511,1.23055556,R
1.532,1.20000000,R
1.552,1.22222222,R
1.572,1.22222222,R
1.592,1.23888889,R
1.613,1.17500000,R
1.633,1.17500000,R
1.652,1.21666667,R
1.673,1.27500000,R
1.694,1.24166667,R
1.714,1.24166667,R
1.735,1.26111111,R
1.756,1.21111111,R
1.776,1.26666667,R
1.798,1.25000000,R
1.818,1.22500000,R
1.839,1.26666667,R
1.860,1.28888889,R
1.881,1.25277778,R
1.902,1.18888889,R
1.922,1.23333333,R
