Elapsedtime,sample,Type,Sub,Chan,Num
0:01.125,405,(,0,0,0
0:01.186,427,p,0,0,0
0:01.250,450,),0,0,0
0:01.283,462,(,0,0,1
0:01.361,490,N,0,0,0
0:01.472,530,),0,0,1
0:01.578,568,(,0,0,2
0:01.675,603,t,0,0,0
0:01.789,644,),0,0,2
0:02.000,720,(,0,0,1
0:02.044,736,N,0,0,0
0:02.158,777,),0,0,1
0:02.244,808,(,0,0,2
0:02.342,843,t,0,0,0
0:02.447,881,),0,0,2
0:02.569,925,(,0,0,0
0:02.592,933,p,0,0,0
0:02.619,943,),0,0,0
0:02.725,981,(,0,0,1
0:02.778,1000,N,0,0,0
0:02.817,1014,),0,0,1
0:02.822,1016,(,0,0,2
0:02.906,1046,t,0,0,0
0:02.925,1053,),0,0,2
0:03.058,1101,(,0,0,1
0:03.139,1130,N,0,0,0
0:03.178,1144,(,0,0,0
0:03.203,1153,p,0,0,0
0:03.247,1169,),0,0,0
0:03.247,1169,),0,0,1
0:03.378,1216,(,0,0,1
0:03.478,1252,N,0,0,0
0:03.553,1279,),0,0,1
0:03.681,1325,(,0,0,2
0:03.728,1342,t,0,0,0
0:03.758,1353,),0,0,2
0:04.381,1577,(,0,0,0
0:04.439,1598,p,0,0,0
0:04.483,1614,),0,0,0
0:04.556,1640,(,0,0,1
0:04.606,1658,N,0,0,0
0:04.714,1697,),0,0,1
0:04.839,1742,(,0,0,2
0:04.919,1771,t,0,0,0
0:05.036,1813,),0,0,2
0:05.050,1818,(,0,0,0
0:05.117,1842,p,0,0,0
0:05.183,1866,),0,0,0
0:05.231,1883,(,0,0,1
0:05.283,1902,N,0,0,0
0:05.389,1940,),0,0,1
0:05.492,1977,(,0,0,2
0:05.572,2006,t,0,0,0
0:05.650,2034,),0,0,2
0:05.703,2053,(,0,0,0
0:05.769,2077,p,0,0,0
0:05.836,2101,),0,0,0
0:05.908,2127,(,0,0,1
0:05.989,2156,N,0,0,0
0:06.061,2182,(,0,0,0
0:06.094,2194,),0,0,1
0:06.122,2204,p,0,0,0
0:06.142,2211,),0,0,0
0:06.261,2254,(,0,0,1
0:06.344,2284,N,0,0,0
0:06.433,2316,),0,0,1
0:06.522,2348,(,0,0,2
0:06.539,2354,t,0,0,5
0:06.658,2397,t,0,0,5
0:06.683,2406,),0,0,2
0:06.853,2467,(,0,0,0
0:06.878,2476,p,0,0,0
0:06.903,2485,),0,0,0
0:06.978,2512,(,0,0,1
0:07.125,2565,N,0,0,0
0:07.197,2591,),0,0,1
0:07.292,2625,(,0,0,2
0:07.317,2634,t,0,0,0
0:07.342,2643,),0,0,2
0:07.625,2745,(,0,0,0
0:07.650,2754,p,0,0,0
0:07.747,2789,),0,0,0
0:07.822,2816,(,0,0,1
0:07.856,2828,N,0,0,0
0:07.967,2868,),0,0,1
0:08.067,2904,(,0,0,2
0:08.169,2941,t,0,0,0
0:08.267,2976,),0,0,2
0:08.289,2984,(,0,0,0
0:08.325,2997,p,0,0,0
0:08.353,3007,),0,0,0
0:08.461,3046,(,0,0,1
0:08.514,3065,N,0,0,0
0:08.633,3108,),0,0,1
0:08.728,3142,(,0,0,0
0:08.800,3168,p,0,0,0
0:08.847,3185,),0,0,0
0:08.867,3192,(,0,0,1
0:08.914,3209,N,0,0,0
0:09.008,3243,),0,0,1
0:09.150,3294,(,0,0,2
0:09.169,3301,t,0,0,0
0:09.189,3308,),0,0,2
0:09.639,3470,(,0,0,0
0:09.686,3487,p,0,0,0
0:09.731,3503,),0,0,0
0:09.831,3539,(,0,0,1
0:09.950,3582,(,0,0,0
0:09.978,3592,N,0,0,0
0:09.994,3598,p,0,0,0
0:10.067,3624,),0,0,1
0:10.069,3625,),0,0,0
0:10.139,3650,(,0,0,1
0:10.183,3666,N,0,0,0
0:10.308,3711,),0,0,1
0:10.450,3762,(,0,0,2
0:10.497,3779,t,0,0,0
0:10.614,3821,),0,0,2
0:10.631,3827,(,0,0,0
0:10.703,3853,p,0,0,0
0:10.750,3870,),0,0,0
0:10.811,3892,(,0,0,1
0:10.858,3909,N,0,0,0
0:10.975,3951,),0,0,1
0:11.103,3997,(,0,0,2
0:11.139,4010,t,0,0,0
0:11.219,4039,),0,0,2
0:11.267,4056,(,0,0,0
0:11.314,4073,p,0,0,0
0:11.350,4086,),0,0,0
0:11.464,4127,(,0,0,1
0:11.522,4148,N,0,0,0
0:11.608,4179,),0,0,1
0:11.664,4199,(,0,0,2
0:11.706,4214,t,0,0,1
0:11.756,4232,),0,0,2
0:12.294,4426,(,0,0,0
0:12.333,4440,p,0,0,0
0:12.364,4451,),0,0,0
0:12.481,4493,(,0,0,1
0:12.531,4511,N,0,0,0
0:12.639,4550,),0,0,1
0:12.750,4590,(,0,0,2
0:12.847,4625,t,0,0,0
0:12.953,4663,),0,0,2
0:12.972,4670,(,0,0,0
0:13.025,4689,p,0,0,0
0:13.064,4703,),0,0,0
0:13.156,4736,(,0,0,1
0:13.194,4750,N,0,0,0
0:13.300,4788,),0,0,1
0:13.389,4820,(,0,0,2
0:13.492,4857,t,0,0,0
0:13.581,4889,),0,0,2
0:13.753,4951,(,0,0,0
0:13.775,4959,p,0,0,0
0:13.806,4970,),0,0,0
0:13.956,5024,(,0,0,1
0:13.994,5038,N,0,0,0
0:14.022,5048,),0,0,1
0:14.167,5100,(,0,0,2
0:14.217,5118,t,0,0,1
0:14.264,5135,),0,0,2
0:14.600,5256,(,0,0,0
0:14.639,5270,p,0,0,0
0:14.700,5292,),0,0,0
0:14.764,5315,(,0,0,1
0:14.836,5341,N,0,0,0
0:14.950,5382,),0,0,1
0:15.053,5419,(,0,0,2
0:15.158,5457,t,0,0,5
0:15.253,5491,t,0,0,5
0:15.289,5504,),0,0,2
0:15.297,5507,(,0,0,0
0:15.308,5511,p,0,0,0
0:15.364,5531,),0,0,0
0:15.428,5554,(,0,0,1
0:15.511,5584,N,0,0,0
0:15.619,5623,),0,0,1
0:15.728,5662,(,0,0,2
0:15.811,5692,t,0,0,5
0:15.931,5735,t,0,0,5
0:15.958,5745,),0,0,2
0:16.033,5772,(,0,0,0
0:16.117,5802,p,0,0,0
0:16.183,5826,),0,0,0
0:16.217,5838,(,0,0,1
0:16.236,5845,(,0,0,0
0:16.258,5853,p,0,0,0
0:16.264,5855,N,0,0,0
0:16.286,5863,),0,0,0
0:16.372,5894,),0,0,1
0:16.428,5914,(,0,0,1
0:16.569,5965,N,0,0,0
0:16.631,5987,),0,0,1
0:17.783,6402,(,0,0,0
0:17.814,6413,p,0,0,0
0:17.850,6426,),0,0,0
0:17.972,6470,(,0,0,1
0:18.003,6481,N,0,0,0
0:18.114,6521,),0,0,1
0:18.233,6564,(,0,0,2
0:18.328,6598,t,0,0,5
0:18.417,6630,t,0,0,5
0:18.461,6646,),0,0,2
0:18.569,6685,(,0,0,0
0:18.594,6694,p,0,0,0
0:18.617,6702,),0,0,0
0:18.650,6714,(,0,0,1
0:18.728,6742,N,0,0,0
0:18.792,6765,),0,0,1
0:18.903,6805,(,0,0,2
0:18.947,6821,t,0,0,0
0:19.031,6851,),0,0,2
0:19.119,6883,(,0,0,0
0:19.150,6894,p,0,0,0
0:19.192,6909,),0,0,0
0:19.325,6957,(,0,0,1
0:19.392,6981,N,0,0,0
0:19.503,7021,),0,0,1
0:19.611,7060,(,0,0,2
0:19.678,7084,t,0,0,0
0:19.756,7112,),0,0,2
0:19.867,7152,(,0,0,0
0:19.894,7162,p,0,0,0
0:19.928,7174,),0,0,0
0:20.025,7209,(,0,0,1
0:20.089,7232,N,0,0,0
0:20.206,7274,),0,0,1
0:20.314,7313,(,0,0,2
0:20.389,7340,t,0,0,0
0:20.514,7385,),0,0,2
0:20.544,7396,(,0,0,0
0:20.561,7402,p,0,0,0
0:20.600,7416,),0,0,0
0:20.731,7463,(,0,0,1
0:20.811,7492,N,0,0,0
0:20.922,7532,),0,0,1
0:21.000,7560,(,0,0,2
0:21.108,7599,t,0,0,0
0:21.250,7650,),0,0,2
0:21.381,7697,(,0,0,0
0:21.400,7704,p,0,0,0
0:21.419,7711,),0,0,0
