Col1,wPre,Type
0.007,0.99166667,N
0.024,0.92222222,N
0.039,1.00277778,N
0.056,1.16111111,N
0.075,0.96666667,N
0.092,0.97222222,N
0.108,1.03333333,N
0.125,1.01666667,N
0.142,0.94722222,N
0.158,0.91944444,N
0.173,1.04722222,N
0.190,1.03888889,N
0.208,0.93055556,N
0.223,0.98888889,N
0.240,0.94444444,N
0.256,0.90555556,N
0.271,0.87777778,N
0.285,0.93333333,N
0.301,1.00000000,N
0.317,0.89722222,N
0.332,0.87777778,N
0.347,0.94444444,N
0.363,0.96944444,N
0.379,0.92500000,N
0.394,0.86666667,N
0.409,0.92777778,N
0.424,0.92777778,N
0.440,0.95277778,N
0.456,0.88055556,N
0.470,0.92777778,N
0.486,0.93333333,N
0.501,0.91666667,N
0.517,0.87500000,N
0.531,0.88055556,N
0.546,0.89722222,N
0.561,0.87777778,N
0.575,0.85000000,N
0.590,0.97777778,N
0.606,0.93333333,N
0.621,0.86388889,N
0.636,0.98333333,N
0.652,1.06111111,N
0.670,0.94166667,N
0.686,1.05833333,N
0.703,1.13888889,N
0.722,1.01111111,N
0.739,0.98333333,N
0.755,1.04722222,N
0.773,1.04444444,N
0.790,0.98611111,N
0.807,1.00277778,N
0.823,1.04444444,N
0.841,0.98611111,N
0.857,0.96111111,N
0.873,0.97777778,N
0.890,0.97777778,N
0.906,0.87222222,N
0.920,0.89166667,N
0.935,0.93333333,N
0.951,0.93333333,N
0.966,0.83333333,N
0.980,0.86944444,N
0.995,0.95555556,N
1.011,0.93611111,N
1.026,0.97222222,N
1.043,0.99722222,N
1.059,0.94722222,N
1.075,0.89444444,N
1.090,0.91944444,N
1.105,1.01111111,N
1.122,0.91388889,N
1.137,0.97777778,N
1.154,1.02222222,N
1.171,1.03888889,N
1.188,0.98055556,N
1.204,1.00555556,N
1.221,0.99722222,N
1.238,0.93333333,N
1.253,0.87222222,N
1.268,0.90555556,N
1.283,0.90833333,N
1.298,0.88611111,N
1.313,0.86111111,N
1.327,0.89166667,N
1.342,1.01944444,N
1.359,0.88888889,N
1.374,0.91666667,N
1.389,0.97222222,N
1.405,0.94722222,N
1.421,0.93333333,N
1.437,0.97500000,N
1.453,1.06944444,N
1.471,0.95277778,N
1.487,0.95000000,N
1.502,0.96111111,N
1.518,0.96666667,N
1.534,0.90555556,N
1.550,0.94444444,N
1.565,0.97222222,N
1.582,0.96944444,N
1.598,0.88333333,N
1.612,1.02500000,N
1.629,0.95833333,N
1.645,0.90000000,N
1.660,1.01944444,N
1.677,1.04166667,N
1.695,0.87777778,N
1.709,0.90833333,N
1.725,1.06111111,N
1.742,1.04722222,N
1.760,0.90000000,N
1.775,1.02222222,N
1.792,1.09722222,N
1.810,0.93888889,N
1.826,0.93888889,N
1.841,1.00833333,N
1.858,1.01666667,N
1.875,0.88888889,N
1.890,0.92777778,N
1.905,0.99444444,N
1.922,0.91388889,N
1.937,0.84166667,N
1.951,0.88333333,N
1.966,0.95555556,N
1.982,0.90277778,N
1.997,0.88611111,N
2.012,0.96666667,N
2.028,0.98611111,N
