Elapsedtime,sample,Type,Sub,Chan,Num
0:00.794,286,(,0,0,1
0:00.975,351,N,0,0,0
0:01.311,472,),0,0,1
0:01.392,501,(,0,0,2
0:01.531,551,t,0,0,0
0:01.667,600,),0,0,2
0:02.272,818,(,0,0,1
0:02.319,835,N,0,0,0
0:02.386,859,),0,0,1
0:02.544,916,t,0,0,2
0:02.714,977,),0,0,2
0:02.861,1030,(,0,0,0
0:02.903,1045,p,0,0,0
0:02.950,1062,),0,0,0
0:02.953,1063,(,0,0,1
0:02.997,1079,N,0,0,0
0:03.156,1136,),0,0,1
0:03.158,1137,t,0,0,2
0:03.339,1202,),0,0,2
0:04.183,1506,(,0,0,0
0:04.244,1528,p,0,0,0
0:04.331,1559,),0,0,0
0:04.350,1566,(,0,0,1
0:04.408,1587,N,0,0,0
0:04.475,1611,),0,0,1
0:04.581,1649,t,0,0,2
0:04.789,1724,),0,0,2
0:04.842,1743,(,0,0,0
0:04.878,1756,p,0,0,0
0:04.964,1787,),0,0,0
0:04.992,1797,(,0,0,1
0:05.061,1822,N,0,0,0
0:05.117,1842,),0,0,1
0:05.214,1877,t,0,0,2
0:05.508,1983,),0,0,2
0:06.406,2306,(,0,0,1
0:06.506,2342,N,0,0,0
0:06.569,2365,),0,0,1
0:06.675,2403,(,0,0,2
0:06.906,2486,t,0,0,0
0:06.983,2514,),0,0,2
0:07.158,2577,(,0,0,1
0:07.206,2594,N,0,0,0
0:07.269,2617,),0,0,1
0:07.436,2677,t,0,0,2
0:07.572,2726,),0,0,2
0:08.597,3095,(,0,0,1
0:08.642,3111,N,0,0,0
0:08.706,3134,),0,0,1
0:08.808,3171,(,0,0,2
0:09.061,3262,t,0,0,0
0:09.097,3275,),0,0,2
0:10.672,3842,(,0,0,1
0:10.714,3857,N,0,0,0
0:10.764,3875,),0,0,1
0:10.881,3917,(,0,0,2
0:11.111,4000,t,0,0,0
0:11.153,4015,),0,0,2
0:12.833,4620,(,0,0,1
0:12.881,4637,N,0,0,0
0:12.947,4661,),0,0,1
0:13.056,4700,(,0,0,2
0:13.308,4791,t,0,0,0
0:13.339,4802,),0,0,2
0:14.978,5392,(,0,0,1
0:15.022,5408,N,0,0,0
0:15.086,5431,),0,0,1
0:15.203,5473,(,0,0,2
0:15.431,5555,t,0,0,0
0:15.472,5570,),0,0,2
0:17.064,6143,(,0,0,1
0:17.111,6160,N,0,0,0
0:17.175,6183,),0,0,1
0:17.303,6229,(,0,0,2
0:17.514,6305,t,0,0,0
0:17.575,6327,),0,0,2
0:17.639,6350,(,0,0,0
0:17.706,6374,p,0,0,0
0:17.750,6390,),0,0,0
0:17.753,6391,(,0,0,1
0:17.872,6434,N,0,0,0
0:18.231,6563,),0,0,1
0:19.228,6922,(,0,0,1
0:19.272,6938,N,0,0,0
0:19.339,6962,),0,0,1
0:19.461,7006,(,0,0,2
0:19.714,7097,t,0,0,0
0:19.750,7110,),0,0,2
0:19.906,7166,(,0,0,1
0:19.978,7192,N,0,0,0
0:20.050,7218,),0,0,1
0:21.344,7684,(,0,0,1
0:21.386,7699,N,0,0,0
0:21.422,7712,),0,0,1
0:21.600,7776,(,0,0,2
0:21.781,7841,t,0,0,0
0:21.828,7858,),0,0,2
0:21.994,7918,(,0,0,1
0:22.139,7970,N,0,0,0
0:22.417,8070,),0,0,1
0:22.433,8076,(,0,0,2
0:22.644,8152,t,0,0,0
0:22.806,8210,),0,0,2
0:23.311,8392,(,0,0,0
0:23.336,8401,p,0,0,0
0:23.375,8415,),0,0,0
0:23.389,8420,(,0,0,1
0:23.433,8436,N,0,0,0
0:23.497,8459,),0,0,1
0:23.647,8513,(,0,0,2
0:23.856,8588,t,0,0,0
0:23.883,8598,),0,0,2
0:23.919,8611,(,0,0,0
0:23.939,8618,p,0,0,0
0:24.047,8657,),0,0,0
0:24.092,8673,(,0,0,1
0:24.222,8720,N,0,0,0
0:24.525,8829,),0,0,1
0:24.772,8918,t,0,0,3
0:24.964,8987,),0,0,2
0:25.544,9196,(,0,0,1
0:25.594,9214,N,0,0,0
0:25.661,9238,),0,0,1
0:25.778,9280,(,0,0,2
0:25.986,9355,t,0,0,0
0:26.053,9379,),0,0,2
0:26.056,9380,(,0,0,0
0:26.064,9383,p,0,0,0
0:26.183,9426,),0,0,0
0:26.211,9436,(,0,0,1
0:26.381,9497,N,0,0,0
0:26.675,9603,),0,0,1
0:27.589,9932,(,0,0,1
0:27.633,9948,N,0,0,0
0:27.697,9971,),0,0,1
0:27.706,9974,(,0,0,2
0:27.756,9992,t,0,0,4
0:28.044,10096,t,0,0,4
0:28.086,10111,),0,0,2
0:28.150,10134,(,0,0,0
0:28.233,10164,p,0,0,0
0:28.275,10179,),0,0,0
0:28.278,10180,(,0,0,1
0:28.325,10197,N,0,0,0
0:28.394,10222,),0,0,1
0:28.561,10282,t,0,0,2
0:28.683,10326,),0,0,2
0:29.631,10667,(,0,0,1
0:29.689,10688,N,0,0,0
0:29.753,10711,),0,0,1
0:29.886,10759,t,0,0,2
0:30.081,10829,),0,0,2
0:30.142,10851,(,0,0,0
0:30.164,10859,p,0,0,0
0:30.275,10899,),0,0,0
0:30.317,10914,(,0,0,1
0:30.389,10940,N,0,0,0
0:30.564,11003,),0,0,1
0:30.667,11040,(,0,0,2
0:30.808,11091,t,0,0,0
0:30.850,11106,),0,0,2
0:31.733,11424,(,0,0,1
0:31.806,11450,N,0,0,0
0:31.869,11473,),0,0,1
0:32.014,11525,t,0,0,2
0:32.189,11588,),0,0,2
0:32.342,11643,(,0,0,0
0:32.394,11662,p,0,0,0
0:32.447,11681,),0,0,0
0:32.450,11682,(,0,0,1
0:32.564,11723,N,0,0,0
0:32.842,11823,),0,0,1
0:32.867,11832,(,0,0,2
0:33.064,11903,t,0,0,0
0:33.194,11950,),0,0,2
0:33.833,12180,(,0,0,1
0:33.878,12196,N,0,0,0
0:33.939,12218,),0,0,1
0:34.103,12277,t,0,0,2
0:34.278,12340,),0,0,2
0:34.294,12346,(,0,0,0
0:34.314,12353,p,0,0,0
0:34.450,12402,),0,0,0
0:34.481,12413,(,0,0,1
0:34.550,12438,N,0,0,0
0:34.597,12455,),0,0,1
0:34.683,12486,(,0,0,2
0:34.928,12574,t,0,0,0
0:34.967,12588,),0,0,2
0:35.878,12916,(,0,0,1
0:35.933,12936,N,0,0,0
0:36.003,12961,),0,0,1
0:36.117,13002,t,0,0,2
0:36.364,13091,),0,0,2
0:36.383,13098,(,0,0,0
0:36.458,13125,p,0,0,0
0:36.561,13162,),0,0,0
0:36.592,13173,(,0,0,1
0:36.669,13201,N,0,0,0
0:36.858,13269,),0,0,1
0:36.928,13294,(,0,0,2
0:37.064,13343,t,0,0,0
0:37.125,13365,),0,0,2
0:38.050,13698,(,0,0,1
0:38.100,13716,N,0,0,0
0:38.164,13739,),0,0,1
0:39.128,14086,(,0,0,1
0:39.233,14124,N,0,0,0
0:39.325,14157,),0,0,1
0:39.539,14234,(,0,0,2
0:39.611,14260,t,0,0,0
0:39.675,14283,),0,0,2
0:39.981,14393,(,0,0,0
0:40.117,14442,p,0,0,0
0:40.144,14452,),0,0,0
0:40.292,14505,(,0,0,1
0:40.336,14521,N,0,0,0
0:40.400,14544,),0,0,1
0:40.494,14578,t,0,0,2
0:40.614,14621,),0,0,2
0:40.733,14664,(,0,0,0
0:40.803,14689,p,0,0,0
0:40.908,14727,),0,0,0
0:40.933,14736,(,0,0,1
0:41.025,14769,N,0,0,0
0:41.286,14863,),0,0,1
0:41.311,14872,(,0,0,2
0:41.367,14892,t,0,0,4
0:41.419,14911,t,0,0,4
0:41.450,14922,),0,0,2
0:41.453,14923,(,0,0,1
0:41.714,15017,N,0,0,0
0:41.761,15034,),0,0,1
0:41.808,15051,(,0,0,2
0:41.942,15099,t,0,0,0
0:42.050,15138,),0,0,2
0:42.236,15205,(,0,0,1
0:42.258,15213,(,0,0,0
0:42.292,15225,p,0,0,0
0:42.297,15227,N,0,0,0
0:42.364,15251,),0,0,0
0:42.389,15260,(,0,0,1
0:42.439,15278,),0,0,1
0:42.669,15361,N,0,0,0
0:42.739,15386,),0,0,1
0:42.803,15409,(,0,0,2
0:42.822,15416,t,0,0,1
0:43.036,15493,),0,0,2
0:43.050,15498,(,0,0,0
0:43.100,15516,p,0,0,0
0:43.131,15527,),0,0,0
0:43.222,15560,(,0,0,1
0:43.439,15638,N,0,0,0
0:43.517,15666,),0,0,1
0:43.522,15668,(,0,0,2
0:43.550,15678,t,0,0,0
0:43.656,15716,),0,0,2
0:43.692,15729,(,0,0,1
0:43.842,15783,N,0,0,0
0:43.928,15814,),0,0,1
0:44.075,15867,(,0,0,2
0:44.197,15911,t,0,0,1
0:44.325,15957,),0,0,2
0:44.481,16013,(,0,0,1
0:44.522,16028,N,0,0,0
0:44.664,16079,),0,0,1
0:44.667,16080,(,0,0,0
0:44.778,16120,p,0,0,0
0:44.839,16142,),0,0,0
0:44.886,16159,N,0,0,0
0:44.889,16160,(,0,0,1
0:45.147,16253,),0,0,1
0:45.181,16265,(,0,0,2
0:45.206,16274,t,0,0,1
0:45.331,16319,),0,0,2
0:45.475,16371,(,0,0,1
0:45.528,16390,N,0,0,0
0:45.550,16398,(,0,0,0
0:45.653,16435,),0,0,1
0:45.667,16440,p,0,0,0
0:45.722,16460,),0,0,0
0:45.772,16478,(,0,0,1
0:45.831,16499,N,0,0,0
0:45.989,16556,),0,0,1
0:46.083,16590,(,0,0,1
0:46.147,16613,N,0,0,0
0:46.278,16660,),0,0,1
0:46.367,16692,(,0,0,1
0:46.453,16723,N,0,0,0
0:46.594,16774,),0,0,1
0:46.647,16793,t,0,0,3
0:46.739,16826,),0,0,2
0:46.744,16828,(,0,0,1
0:47.078,16948,N,0,0,0
0:47.236,17005,),0,0,1
0:47.328,17038,(,0,0,2
0:47.428,17074,t,0,0,1
0:47.642,17151,),0,0,2
0:47.658,17157,(,0,0,0
0:47.678,17164,p,0,0,0
0:47.711,17176,),0,0,0
0:47.744,17188,(,0,0,1
0:47.872,17234,N,0,0,0
0:48.044,17296,),0,0,1
0:48.117,17322,(,0,0,0
0:48.208,17355,p,0,0,0
0:48.239,17366,),0,0,0
0:48.306,17390,N,0,0,0
0:48.308,17391,(,0,0,1
