Col1,wPre,Type
0.016,1.03611111,N
0.034,1.00555556,N
0.050,1.00555556,N
0.067,1.05833333,N
0.085,1.02222222,N
0.102,1.03888889,N
0.119,0.96388889,N
0.135,0.87777778,N
0.150,0.93611111,N
0.165,1.00000000,N
0.182,0.97222222,N
0.198,0.91944444,N
0.214,0.93055556,N
0.229,0.85555556,N
0.243,0.84166667,N
0.257,0.84722222,N
0.271,0.86388889,N
0.286,0.82777778,N
0.300,0.79166667,N
0.313,0.80000000,N
0.326,0.80833333,N
0.340,0.77500000,N
0.353,0.78333333,N
0.366,0.79444444,N
0.379,0.81111111,N
0.392,0.78611111,N
0.405,0.74166667,N
0.418,0.68333333,N
0.429,0.68333333,N
0.441,0.70000000,N
0.452,0.74722222,N
0.465,0.76944444,N
0.478,0.74444444,N
0.490,0.83888889,N
0.504,0.99722222,N
0.521,0.95555556,N
0.536,0.96388889,N
0.553,0.97777778,N
0.569,1.00555556,N
0.586,0.97777778,N
0.602,0.88333333,N
0.617,0.82777778,N
0.644,0.85833333,N
0.659,0.93611111,N
0.674,0.94166667,N
0.690,0.91111111,N
0.705,0.91666667,N
0.720,0.94166667,N
0.736,0.95833333,N
0.752,1.00000000,N
0.769,1.09166667,N
0.787,0.98888889,N
0.803,0.96388889,N
0.819,0.90277778,N
0.835,0.85277778,N
0.849,0.86388889,N
0.863,0.88888889,N
0.878,0.86388889,N
0.892,0.84444444,N
0.906,0.80555556,N
0.920,0.74166667,N
0.932,0.75000000,N
0.945,0.78888889,N
0.958,0.83055556,N
0.972,0.86388889,N
0.986,0.93611111,N
1.002,1.03055556,N
1.019,0.98888889,N
1.050,0.90833333,N
1.066,0.96666667,N
1.082,0.98611111,N
1.098,0.91388889,N
1.113,0.87222222,N
1.128,0.89166667,N
1.143,0.90833333,N
1.158,0.91111111,N
1.173,0.99722222,N
1.190,1.03055556,N
1.207,1.01666667,N
1.224,0.98055556,N
1.240,0.97500000,N
1.256,0.92500000,N
1.272,0.94166667,N
1.288,0.97500000,N
1.304,0.94166667,N
1.319,0.83611111,N
1.333,0.84444444,N
1.347,0.84166667,N
1.361,0.84444444,N
1.376,0.86666667,N
1.390,0.86111111,N
1.404,0.82222222,N
1.418,0.80555556,N
1.431,0.75000000,N
1.444,0.75555556,N
1.457,0.73333333,N
1.469,0.80000000,N
1.482,0.89444444,N
1.512,0.55555556,V
1.522,0.49444444,V
1.530,1.19722222,N
1.550,0.49166667,V
1.558,0.46388889,V
1.566,1.34722222,N
1.588,1.00277778,N
1.605,0.53333333,V
1.614,1.17222222,N
1.633,0.52222222,V
1.642,0.47222222,V
1.650,1.28611111,N
1.671,0.52500000,V
1.680,1.29722222,N
1.702,0.53888889,V
1.711,0.47777778,V
1.719,1.27222222,N
1.740,0.92222222,N
1.755,0.49722222,V
1.764,0.48611111,V
1.772,1.35555556,N
1.794,0.51111111,V
1.803,0.49722222,V
1.811,1.31111111,N
1.833,0.86944444,N
1.847,0.50555556,V
1.856,0.47222222,V
1.864,1.27500000,N
1.885,0.88611111,N
1.900,0.52500000,V
1.908,0.48055556,V
1.916,1.22777778,N
1.937,0.46111111,V
1.945,1.21111111,N
1.965,0.51666667,V
