Elapsedtime,sample,Type,Sub,Chan,Num
0:00.419,151,(,0,0,0
0:00.514,185,p,0,0,0
0:00.572,206,),0,0,0
0:00.633,228,(,0,0,1
0:00.700,252,N,0,0,0
0:00.747,269,),0,0,1
0:00.842,303,(,0,0,2
0:00.931,335,t,0,0,0
0:01.028,370,),0,0,2
0:01.158,417,(,0,0,0
0:01.194,430,p,0,0,0
0:01.231,443,),0,0,0
0:01.289,464,(,0,0,1
0:01.325,477,N,0,0,0
0:01.372,494,),0,0,1
0:01.464,527,(,0,0,2
0:01.589,572,t,0,0,0
0:01.669,601,),0,0,2
0:01.697,611,(,0,0,0
0:01.728,622,p,0,0,0
0:01.769,637,),0,0,0
0:01.831,659,(,0,0,1
0:01.867,672,N,0,0,0
0:01.917,690,),0,0,1
0:02.011,724,(,0,0,2
0:02.122,764,t,0,0,0
0:02.228,802,),0,0,2
0:02.247,809,(,0,0,0
0:02.281,821,p,0,0,0
0:02.319,835,),0,0,0
0:02.383,858,(,0,0,1
0:02.422,872,N,0,0,0
0:02.472,890,),0,0,1
0:02.564,923,(,0,0,2
0:02.678,964,t,0,0,0
0:02.789,1004,),0,0,2
0:02.817,1014,(,0,0,0
0:02.850,1026,p,0,0,0
0:02.889,1040,),0,0,0
0:02.950,1062,(,0,0,1
0:02.986,1075,N,0,0,0
0:03.036,1093,),0,0,1
0:03.117,1122,(,0,0,2
0:03.233,1164,t,0,0,0
0:03.331,1199,),0,0,2
0:03.361,1210,(,0,0,0
0:03.394,1222,p,0,0,0
0:03.433,1236,),0,0,0
0:03.494,1258,(,0,0,1
0:03.531,1271,N,0,0,0
0:03.583,1290,),0,0,1
0:03.681,1325,(,0,0,2
0:03.789,1364,t,0,0,0
0:03.881,1397,),0,0,2
0:03.906,1406,(,0,0,0
0:03.936,1417,p,0,0,0
0:03.975,1431,),0,0,0
0:04.036,1453,(,0,0,1
0:04.069,1465,N,0,0,0
0:04.117,1482,),0,0,1
0:04.211,1516,(,0,0,2
0:04.308,1551,t,0,0,0
0:04.408,1587,),0,0,2
0:04.428,1594,(,0,0,0
0:04.458,1605,p,0,0,0
0:04.494,1618,),0,0,0
0:04.533,1632,(,0,0,1
0:04.594,1654,N,0,0,0
0:04.644,1672,),0,0,1
0:04.731,1703,(,0,0,2
0:04.842,1743,t,0,0,0
0:04.947,1781,),0,0,2
0:04.972,1790,(,0,0,0
0:05.006,1802,p,0,0,0
0:05.039,1814,),0,0,0
0:05.100,1836,(,0,0,1
0:05.133,1848,N,0,0,0
0:05.186,1867,),0,0,1
0:05.275,1899,(,0,0,2
0:05.383,1938,t,0,0,0
