Col1,wPre,Type
0.003,0.83611111,R
0.017,0.84722222,R
0.031,0.85000000,R
0.045,0.84444444,R
0.059,0.84166667,R
0.073,0.81111111,R
0.087,0.82222222,R
0.101,0.83333333,R
0.115,0.80833333,R
0.128,0.80000000,R
0.141,0.86111111,R
0.156,0.86111111,R
0.170,0.84444444,R
0.184,0.84444444,R
0.198,0.82777778,R
0.212,0.84166667,R
0.226,0.80000000,R
0.239,0.81388889,R
0.253,0.82777778,R
0.267,0.81944444,R
0.280,0.81666667,R
0.294,0.81388889,R
0.308,0.79166667,R
0.321,0.79444444,R
0.334,0.80833333,R
0.347,0.79722222,R
0.361,0.80277778,R
0.374,0.82222222,R
0.388,0.79444444,R
0.401,0.83888889,R
0.415,0.83333333,R
0.429,0.83055556,R
0.443,0.86111111,R
0.457,0.84166667,R
0.471,0.83888889,R
0.485,0.85833333,R
0.499,0.71388889,V
0.511,0.93611111,R
0.527,0.84444444,R
0.541,0.84444444,R
0.555,0.84166667,R
0.569,0.83611111,R
0.583,0.84166667,R
0.597,0.83611111,R
0.611,0.82777778,R
0.625,0.81388889,R
0.638,0.78055556,R
0.651,0.80000000,R
0.665,0.77500000,R
0.678,0.77222222,R
0.691,0.81388889,R
0.704,0.80000000,R
0.717,0.81111111,R
0.731,0.83611111,R
0.745,0.84166667,R
0.759,0.85555556,R
0.773,0.84722222,R
0.787,0.85277778,R
0.802,0.85833333,R
0.816,0.86388889,R
0.830,0.86111111,R
0.845,0.84722222,R
0.859,0.85000000,R
0.873,0.84166667,R
0.887,0.83888889,R
0.901,0.83888889,R
0.915,0.81666667,R
0.928,0.84722222,R
0.943,0.81944444,R
0.956,0.83888889,R
0.970,0.86111111,R
0.985,0.83055556,R
0.998,0.83888889,R
1.012,0.85555556,R
1.027,0.82777778,R
1.040,0.84166667,R
1.054,0.83055556,R
1.068,0.82500000,R
1.082,0.81666667,R
1.096,0.83611111,R
1.110,0.84444444,R
1.124,0.81666667,R
1.137,0.82500000,R
1.151,0.85000000,R
1.165,0.84444444,R
1.179,0.83888889,R
1.193,0.84166667,R
1.207,0.82500000,R
1.221,0.83055556,R
1.235,0.83888889,R
1.249,0.83888889,R
1.263,0.82500000,R
1.277,0.82777778,R
1.290,0.84444444,R
1.304,0.81111111,R
1.318,0.82777778,R
1.332,0.81388889,R
1.345,0.80555556,R
