Elapsedtime,sample,Type,Sub,Chan,Num
0:00.806,290,(,0,0,0
0:00.833,300,p,0,0,0
0:00.867,312,),0,0,0
0:00.903,325,(,0,0,1
0:00.967,348,N,0,0,0
0:00.997,359,),0,0,1
0:01.139,410,(,0,0,2
0:01.231,443,t,0,0,0
0:01.317,474,),0,0,2
0:01.894,682,(,0,0,0
0:01.922,692,p,0,0,0
0:01.953,703,),0,0,0
0:01.986,715,(,0,0,1
0:02.058,741,N,0,0,0
0:02.092,753,),0,0,1
0:02.225,801,(,0,0,2
0:02.325,837,t,0,0,0
0:02.408,867,),0,0,2
0:03.031,1091,(,0,0,0
0:03.058,1101,p,0,0,0
0:03.094,1114,),0,0,0
0:03.139,1130,(,0,0,1
0:03.206,1154,N,0,0,0
0:03.239,1166,),0,0,1
0:03.400,1224,(,0,0,2
0:03.494,1258,t,0,0,0
0:03.592,1293,),0,0,2
0:04.206,1514,(,0,0,0
0:04.236,1525,p,0,0,0
0:04.269,1537,),0,0,0
0:04.306,1550,(,0,0,1
0:04.378,1576,N,0,0,0
0:04.408,1587,),0,0,1
0:04.547,1637,(,0,0,2
0:04.650,1674,t,0,0,0
0:04.744,1708,),0,0,2
0:05.333,1920,(,0,0,0
0:05.364,1931,p,0,0,0
0:05.400,1944,),0,0,0
0:05.433,1956,(,0,0,1
0:05.497,1979,N,0,0,0
0:05.531,1991,),0,0,1
0:05.669,2041,(,0,0,2
0:05.758,2073,t,0,0,0
0:05.847,2105,),0,0,2
0:06.408,2307,(,0,0,0
0:06.442,2319,p,0,0,0
0:06.469,2329,),0,0,0
0:06.511,2344,(,0,0,1
0:06.569,2365,N,0,0,0
0:06.600,2376,),0,0,1
0:06.744,2428,(,0,0,2
0:06.831,2459,t,0,0,0
0:06.911,2488,),0,0,2
0:07.494,2698,(,0,0,0
0:07.522,2708,p,0,0,0
0:07.553,2719,),0,0,0
0:07.589,2732,(,0,0,1
0:07.656,2756,N,0,0,0
0:07.689,2768,),0,0,1
0:07.811,2812,(,0,0,2
0:07.917,2850,t,0,0,0
0:08.011,2884,),0,0,2
0:08.622,3104,(,0,0,0
0:08.656,3116,p,0,0,0
0:08.692,3129,),0,0,0
0:08.728,3142,(,0,0,1
0:08.794,3166,N,0,0,0
0:08.831,3179,),0,0,1
0:08.986,3235,(,0,0,2
0:09.081,3269,t,0,0,0
0:09.175,3303,),0,0,2
0:09.800,3528,(,0,0,0
0:09.828,3538,p,0,0,0
0:09.861,3550,),0,0,0
0:09.897,3563,(,0,0,1
0:09.969,3589,N,0,0,0
0:10.003,3601,),0,0,1
0:10.139,3650,(,0,0,2
0:10.247,3689,t,0,0,0
0:10.333,3720,),0,0,2
0:10.961,3946,(,0,0,0
0:10.989,3956,p,0,0,0
0:11.022,3968,),0,0,0
0:11.058,3981,(,0,0,1
0:11.125,4005,N,0,0,0
0:11.161,4018,),0,0,1
0:11.303,4069,(,0,0,2
0:11.392,4101,t,0,0,0
0:11.481,4133,),0,0,2
0:12.056,4340,(,0,0,0
0:12.086,4351,p,0,0,0
0:12.119,4363,),0,0,0
0:12.161,4378,(,0,0,1
0:12.219,4399,N,0,0,0
0:12.250,4410,),0,0,1
0:12.389,4460,(,0,0,2
0:12.483,4494,t,0,0,0
0:12.572,4526,),0,0,2
0:13.161,4738,(,0,0,0
0:13.197,4751,p,0,0,0
0:13.228,4762,),0,0,0
0:13.267,4776,(,0,0,1
0:13.331,4799,N,0,0,0
0:13.364,4811,),0,0,1
0:13.506,4862,(,0,0,2
0:13.592,4893,t,0,0,0
0:13.689,4928,),0,0,2
0:14.269,5137,(,0,0,0
0:14.303,5149,p,0,0,0
0:14.339,5162,),0,0,0
0:14.367,5172,(,0,0,1
0:14.442,5199,N,0,0,0
0:14.475,5211,),0,0,1
0:14.614,5261,(,0,0,2
0:14.717,5298,t,0,0,0
0:14.811,5332,),0,0,2
0:15.414,5549,(,0,0,0
0:15.447,5561,p,0,0,0
0:15.478,5572,),0,0,0
0:15.514,5585,(,0,0,1
0:15.589,5612,N,0,0,0
0:15.625,5625,),0,0,1
0:15.769,5677,(,0,0,2
0:15.867,5712,t,0,0,0
0:15.967,5748,),0,0,2
0:16.639,5990,(,0,0,1
0:16.706,6014,N,0,0,0
0:16.739,6026,),0,0,1
0:16.883,6078,(,0,0,2
0:16.975,6111,t,0,0,0
0:17.064,6143,),0,0,2
0:17.622,6344,(,0,0,0
0:17.656,6356,p,0,0,0
0:17.686,6367,),0,0,0
0:17.725,6381,(,0,0,1
0:17.794,6406,N,0,0,0
0:17.831,6419,),0,0,1
0:17.967,6468,(,0,0,2
0:18.053,6499,t,0,0,0
0:18.144,6532,),0,0,2
0:18.714,6737,(,0,0,0
0:18.744,6748,p,0,0,0
0:18.775,6759,),0,0,0
0:18.811,6772,(,0,0,1
0:18.881,6797,N,0,0,0
0:18.917,6810,),0,0,1
0:19.056,6860,(,0,0,2
0:19.142,6891,t,0,0,0
0:19.228,6922,),0,0,2
0:19.806,7130,(,0,0,0
0:19.842,7143,p,0,0,0
0:19.869,7153,),0,0,0
0:19.897,7163,(,0,0,1
0:19.972,7190,N,0,0,0
0:20.006,7202,),0,0,1
0:20.142,7251,(,0,0,2
0:20.247,7289,t,0,0,0
0:20.336,7321,),0,0,2
0:20.956,7544,(,0,0,0
0:20.989,7556,p,0,0,0
0:21.017,7566,),0,0,0
0:21.044,7576,(,0,0,1
0:21.128,7606,N,0,0,0
0:21.167,7620,),0,0,1
0:21.319,7675,(,0,0,2
0:21.414,7709,t,0,0,0
0:21.506,7742,),0,0,2
0:22.156,7976,(,0,0,0
0:22.186,7987,p,0,0,0
0:22.225,8001,),0,0,0
0:22.256,8012,(,0,0,1
0:22.336,8041,N,0,0,0
0:22.369,8053,),0,0,1
0:22.522,8108,(,0,0,2
0:22.619,8143,t,0,0,0
0:22.711,8176,),0,0,2
0:23.331,8399,(,0,0,0
0:23.361,8410,p,0,0,0
0:23.394,8422,),0,0,0
0:23.431,8435,(,0,0,1
0:23.500,8460,N,0,0,0
0:23.536,8473,),0,0,1
0:23.678,8524,(,0,0,2
0:23.767,8556,t,0,0,0
0:23.850,8586,),0,0,2
0:24.439,8798,(,0,0,0
0:24.469,8809,p,0,0,0
0:24.500,8820,),0,0,0
0:24.536,8833,(,0,0,1
0:24.600,8856,N,0,0,0
0:24.633,8868,),0,0,1
0:24.769,8917,(,0,0,2
