Col1,wPre,Type
0.008,0.96388889,R
0.024,0.88888889,R
0.039,0.88611111,R
0.054,0.96111111,R
0.070,0.89166667,R
0.114,0.91388889,R
0.129,0.83055556,R
0.143,0.92222222,R
0.158,0.92777778,R
0.174,0.84444444,R
0.188,0.91111111,R
0.203,0.92777778,R
0.219,0.87500000,R
0.233,0.95277778,R
0.249,1.00555556,R
0.266,0.88888889,R
0.281,0.98611111,R
0.297,1.06666667,R
0.315,0.89722222,R
0.330,0.99444444,R
0.346,0.96388889,R
0.362,0.86388889,R
0.377,0.94444444,R
0.393,0.94444444,R
0.408,0.88611111,R
0.423,1.00000000,R
0.440,0.98888889,R
0.456,0.91388889,R
0.471,0.98888889,R
0.488,0.98611111,R
0.504,0.91944444,R
0.520,0.99444444,R
0.536,0.93055556,R
0.552,0.88611111,R
0.566,0.98055556,R
0.583,0.97777778,R
0.599,0.88888889,R
0.614,0.99166667,R
0.630,0.91944444,R
0.646,0.92777778,R
0.661,0.95277778,R
0.677,0.95000000,R
0.693,0.88888889,R
0.708,0.97222222,R
0.724,0.94166667,R
0.740,0.91111111,R
0.755,0.96111111,R
0.771,1.01944444,R
0.788,0.93055556,R
0.803,0.98333333,R
0.820,0.95000000,R
0.836,0.89444444,R
0.851,0.95555556,R
0.866,0.94444444,R
0.882,0.86388889,R
0.897,0.98611111,R
0.913,0.92500000,R
0.928,0.88888889,R
0.943,0.98888889,R
0.960,0.93888889,R
0.975,0.87500000,R
0.990,0.96666667,R
1.006,0.91388889,R
1.021,0.88333333,R
1.036,0.96666667,R
1.052,0.96666667,R
1.068,0.89444444,R
1.083,0.97500000,R
1.099,0.93611111,R
1.115,0.89166667,R
1.130,1.01111111,R
1.147,0.97500000,R
1.163,0.90555556,R
1.178,1.01111111,R
1.195,0.96388889,R
1.211,0.93055556,R
1.226,0.96944444,R
1.243,0.98333333,R
1.259,0.97500000,R
1.275,0.91111111,R
1.290,0.91944444,R
1.306,0.97777778,R
1.322,0.91944444,R
1.337,0.96111111,R
1.353,0.99722222,R
1.370,0.92500000,R
1.385,0.98333333,R
1.402,0.99166667,R
1.418,0.93888889,R
1.434,0.97222222,R
1.450,1.01944444,R
1.467,0.90833333,R
1.482,0.94722222,R
1.498,0.95555556,R
1.514,0.89722222,R
1.529,0.91666667,R
1.544,0.98611111,R
1.561,0.87222222,R
1.604,0.90000000,R
2.435,1.10277778,R
2.465,0.42500000,V
2.490,0.91388889,R
2.505,0.92222222,R
2.520,0.91666667,R
2.536,0.88611111,R
2.550,0.93333333,R
2.566,1.00833333,R
2.583,0.91388889,R
2.598,1.00277778,R
2.615,1.01388889,R
2.632,0.96666667,R
2.648,1.04444444,R
2.665,1.01111111,R
2.682,0.91666667,R
2.697,0.95000000,R
2.713,0.92222222,R
2.729,0.91388889,R
2.744,0.94722222,R
2.760,0.98055556,R
2.776,0.93055556,R
2.791,1.00833333,R
2.808,1.03333333,R
2.825,0.94722222,R
2.841,1.05000000,R
2.859,1.03333333,R
2.876,0.99444444,R
2.893,1.04444444,R
2.910,1.04444444,R
2.927,0.95277778,R
2.943,1.01666667,R
2.960,0.95000000,R
2.976,0.94444444,R
2.992,1.06388889,R
3.009,0.96388889,R
3.026,0.97222222,R
3.042,0.98611111,R
3.058,0.93888889,R
3.074,0.93611111,R
3.089,1.01666667,R
3.106,0.98888889,R
3.123,1.03333333,R
3.140,1.03888889,R
3.157,0.96944444,R
3.174,0.95833333,R
3.189,0.97500000,R
3.206,0.94722222,R
3.222,0.96944444,R
3.238,0.96944444,R
3.254,0.97500000,R
3.270,0.97222222,R
3.286,0.97222222,R
3.303,1.00277778,R
3.319,0.94722222,R
3.335,0.97500000,R
3.351,0.99166667,R
3.368,0.94166667,R
3.383,0.97222222,R
3.400,1.00000000,R
3.416,0.91666667,R
3.432,1.01111111,R
3.448,0.97222222,R
3.465,0.94444444,R
3.480,0.98611111,R
3.497,1.01666667,R
3.514,0.93055556,R
3.529,0.99722222,R
3.546,1.00833333,R
3.563,0.94166667,R
3.578,0.99722222,R
3.595,0.99444444,R
3.612,0.90555556,R
3.627,0.95277778,R
3.643,0.96666667,R
3.659,0.88055556,R
3.673,0.94444444,R
3.689,0.96388889,R
3.705,0.86111111,R
3.720,0.91388889,R
3.735,0.98611111,R
3.751,0.88333333,R
3.766,0.92222222,R
3.781,1.00277778,R
3.798,0.92777778,R
3.813,0.88611111,R
3.828,0.98611111,R
3.845,0.91944444,R
3.860,0.87777778,R
3.875,0.97222222,R
3.891,0.92777778,R
3.906,0.85833333,R
3.921,0.97500000,R
3.937,0.91944444,R
3.952,0.86388889,R
3.967,0.91944444,R
3.982,0.90833333,R
3.997,0.85555556,R
4.011,0.92777778,R
4.027,0.96111111,R
4.043,0.90277778,R
4.058,0.95000000,R
4.074,1.03333333,R
4.091,0.97500000,R
4.107,0.94444444,R
4.123,0.99166667,R
4.139,0.94722222,R
4.155,0.91944444,R
4.171,0.95277778,R
4.186,0.92222222,R
4.202,0.90000000,R
4.217,0.94722222,R
4.233,1.00833333,R
4.249,0.90833333,R
4.264,0.95555556,R
4.280,0.99722222,R
4.297,0.97777778,R
4.313,0.94444444,R
4.329,1.00000000,R
4.346,0.90000000,R
4.361,0.91666667,R
4.376,0.95833333,R
4.392,0.94722222,R
4.408,0.88611111,R
4.423,0.99722222,R
4.439,0.89166667,R
4.454,0.92500000,R
4.469,0.96111111,R
4.485,0.96388889,R
4.502,0.90000000,R
4.517,1.00000000,R
4.533,0.95555556,R
4.549,0.88055556,R
4.564,0.95833333,R
4.580,0.96111111,R
4.596,0.91111111,R
4.611,0.92777778,R
4.626,0.98333333,R
4.643,0.88611111,R
4.658,0.94722222,R
4.673,0.93888889,R
4.689,0.86944444,R
4.704,1.00000000,R
4.720,0.97777778,R
4.736,0.89722222,R
4.751,0.98333333,R
4.768,0.95277778,R
4.784,0.89166667,R
4.799,0.96666667,R
4.815,0.92500000,R
4.830,0.89166667,R
4.845,1.00277778,R
4.862,0.95000000,R
4.878,0.91388889,R
4.893,1.00000000,R
4.909,0.96111111,R
4.925,0.91944444,R
4.941,1.01388889,R
4.958,0.95277778,R
4.974,0.93333333,R
4.989,0.98888889,R
5.006,0.95000000,R
5.021,0.91111111,R
5.037,0.97222222,R
5.053,0.93055556,R
5.068,0.92500000,R
5.084,0.95555556,R
5.100,0.93888889,R
5.115,0.92222222,R
5.131,0.97222222,R
5.147,0.99722222,R
5.163,1.01111111,R
5.180,0.90277778,R
5.195,0.96666667,R
5.211,0.97500000,R
5.228,0.91388889,R
5.243,0.96388889,R
5.259,0.97777778,R
5.275,0.88611111,R
5.290,0.97500000,R
5.306,0.96388889,R
